map,run,mode,success,mission_time_s,waypoints_reached,n_waypoints,collisions,min_clearance_m,samples,clearance_samples,final_x,final_y,final_z,min_x,max_x,min_y,max_y,path_length_m,max_speed_mps,closest_final_goal_distance_m,observed_open_time_s,observed_open_x,observed_open_y,observed_close_time_s,observed_close_x,observed_close_y,trap_collisions,trap_min_surface_distance_m,trap_clearance_m,trap_x,trap_y,trigger_x,trigger_y,trigger_mismatch_deg,trap_count,trap_spacing_m,trap_start_offset_m,trap_first_distance_m,trap_last_distance_m,trigger_speed_mps,trap_input_time_s,trap_kept_time_s,trap_keep_delay_s,input_body_relative_deg,input_velocity_relative_deg,kept_body_relative_deg,kept_velocity_relative_deg,trigger_trap_distance_m,trigger_trap_body_relative_deg,trigger_trap_velocity_relative_deg,trigger_trap_angular_radius_deg,trigger_predicted_x,trigger_predicted_y,trigger_trap_nudge_deg,trigger_trap_nudge_lateral_m,event,valid_spawn,invalid_reasons,spawn_time_s,spawn_wall_time_s,trigger_evaluation_time_s,trigger_evaluation_wall_time_s,side,trigger_threshold_x,trigger_z,trigger_yaw_deg,trigger_velocity_yaw_deg,trigger_cruise_duration_s,trigger_cruise_qualified,min_trigger_speed_mps,min_cruise_s,max_trigger_abs_y_m,max_trigger_velocity_yaw_deg,trigger_abs_y_diagnostic_ok,trigger_velocity_yaw_diagnostic_ok,wall_x,blocker_x,blocker_y,wall_y_min,wall_y_max,short_endpoint_y,short_endpoint_x,long_endpoint_y,long_endpoint_x,short_endpoint_inner_edge_deg,long_endpoint_inner_edge_deg,barrier_frame,local_blocker_forward_m,local_short_endpoint_forward_m,local_short_endpoint_lateral_m,local_long_endpoint_forward_m,local_long_endpoint_lateral_m,wall_radius_m,wall_height_m,wall_cylinder_count,wall_center_spacing_m,wall_point_count,horizon_m,intensity,matched_prefix,filter_half_angle_deg,filter_stall_v,filter_stall_t,filter_resume_v,filter_resume_t,filter_velocity_yaw_update_v,filter_frames,filter_input_points,filter_kept_points,filter_kept_pct,filter_armed,filter_armed_duty_pct,filter_open,filter_open_duty_pct,filter_open_point_duty_pct,filter_arm_transitions,filter_open_transitions,filter_close_transitions,filter_first_transition_time_s,filter_first_arm_time_s,filter_first_stall_candidate_time_s,filter_first_open_stall_start_time_s,filter_first_open_time_s,filter_first_open_delay_s,filter_first_close_time_s,filter_first_open_duration_s,filter_stall_candidate_count,filter_max_stall_candidate_duration_s,filter_min_armed_closed_speed_mps,recovery_triggered,recovery_reclosed,recovery_spawn_after_arm,recovery_open_after_spawn,recovery_open_during_hold,recovery_success,mission_driver_phase,mission_driver_start_delay_s,mission_driver_approach_radius_m,mission_driver_hold_low_speed_s,mission_driver_low_speed_v,mission_driver_approach_start_time_s,mission_driver_approach_start_wall_time_s,mission_driver_approach_start_speed_mps,mission_driver_hold_start_time_s,mission_driver_hold_start_wall_time_s,mission_driver_hold_start_speed_mps,mission_driver_hold_start_distance_m,mission_driver_release_time_s,mission_driver_release_wall_time_s,mission_driver_release_speed_mps,mission_driver_release_low_speed_duration_s,pts_mean,total_ms_mean,raycast_ms_mean,update_ms_mean,inflation_ms_mean,kept_pct,fsm_cpu_pct,filter_cpu_pct,perf_row_start,perf_row_end,input_distance_m,kept_distance_m
seed11,1,full,True,72.67,2,2,1,0.063,7263,7222,0.622,-48.117,1.779,-6.114,3.205,-48.164,50.11,212.771,3.001,1.929,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,196,13008073,13008073,100.0,False,0.0,True,100.0,100.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,66589.21186440678,15.17582940677966,5.145824237288136,10.027960084745763,4.748549830508475,100.0,77.87177995842464,9.239487778802037,1,119,,
seed11,1,sector,True,73.41,2,2,0,0.302,7333,7317,-1.642,-48.892,1.447,-7.431,3.459,-48.892,50.005,213.873,3.001,1.981,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,465,29420474,9667550,32.86,False,0.0,False,0.0,0.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,20500.10633484163,5.643316040723982,1.9896081334841629,3.6517289366515837,1.7584058190045249,32.86,88.7816521917341,13.361517721191985,4,446,,
seed11,1,adaptive,True,74.41,2,2,0,0.3,7436,7356,0.259,-48.024,1.406,-6.366,3.037,-48.024,50.054,214.478,3.003,1.993,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,214,14204585,4598636,32.374,True,95.794,False,0.0,0.0,1,0,0,1785829622.810538,1785829622.810538,1785829623.912817,,,,,,2,0.119988,0.063537,,,,,,,,,,,,,,,,,,,,,,,21162.632352941175,6.734874950980393,1.966222426470588,4.766893480392157,2.4885712647058824,32.374,84.82884035732124,11.28731387203958,2,206,,
seed11,2,full,True,73.46,2,2,1,0.007,7338,7267,0.348,-48.037,1.17,-3.106,4.357,-48.037,50.053,214.106,3.002,1.994,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,223,15017492,15017492,100.0,False,0.0,True,100.0,100.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,69277.07079646018,15.612934955752213,5.24711,10.363811150442478,5.079615309734513,100.0,85.94106445355249,9.637720877151326,2,115,,
seed11,2,sector,True,74.37,2,2,0,0.286,7431,7380,0.411,-48.064,1.409,-4.548,3.363,-48.064,50.162,214.754,3.002,1.979,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,264,17390696,5671578,32.613,False,0.0,False,0.0,0.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,21279.48031496063,6.331263858267716,2.01088062992126,4.31865062992126,2.1807276259842516,32.613,87.21726072763667,11.493340736710891,1,255,,
seed11,2,adaptive,True,73.65,2,2,0,0.292,7357,7345,0.359,-48.071,1.789,-2.934,3.398,-48.071,50.043,213.972,3.001,1.962,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,323,22174206,7155101,32.268,True,96.285,False,0.0,0.0,1,0,0,1785829872.684441,1785829872.684441,1785829908.443867,,,,,,1,0.110169,0.08257,,,,,,,,,,,,,,,,,,,,,,,21837.46688741722,6.243073145695365,2.036613841059603,4.204677847682119,2.1065939933774835,32.268,88.41991707057088,11.741033034250702,1,303,,
seed11,3,full,True,72.81,2,2,0,0.3,7276,7191,0.32,-48.034,1.393,-6.391,3.122,-48.034,50.088,212.178,3.002,1.992,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,287,19477757,19477757,100.0,False,0.0,True,100.0,100.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,67638.5605381166,13.440366547085203,5.254513408071749,8.183929730941705,3.6667773542600894,100.0,89.62167286983619,10.008080319032318,2,225,,
seed11,3,sector,True,74.16,2,2,0,0.266,7409,7343,0.586,-48.098,1.988,-6.18,2.898,-48.098,50.014,213.291,3.001,1.99,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,350,24320168,7952120,32.698,False,0.0,False,0.0,0.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,22301.253086419754,5.999687006172839,2.064230617283951,3.933254104938271,1.9185088086419755,32.698,85.6494306376626,11.551888222438928,2,326,,
seed11,3,adaptive,True,75.68,2,2,2,0.003,7562,7551,0.617,-48.115,1.834,-4.533,3.476,-48.115,50.134,217.004,3.001,1.983,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,312,21276517,6896341,32.413,True,94.551,False,0.0,0.0,1,0,0,1785830121.117983,1785830121.117983,1785830127.788416,,,,,,3,0.129981,0.025737,,,,,,,,,,,,,,,,,,,,,,,21688.821052631578,6.221637403508772,1.986141649122807,4.233530666666667,2.141123052631579,32.413,85.2977735470294,11.14239583653381,3,288,,
seed11,4,full,True,73.03,2,2,0,0.279,7295,7230,0.303,-48.03,1.504,-3.669,3.285,-48.03,50.01,211.85,3.004,1.993,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,225,15176534,15176534,100.0,False,0.0,True,100.0,100.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,67602.13571428572,15.949822714285713,5.508419571428572,10.439365071428572,5.046987642857142,100.0,88.6155559212252,10.001185232022642,1,141,,
