map,run,mode,experiment_profile,success,run_valid,monitor_type,monitor_flight_cpu_pct,live_cloud_enabled,preflight_ready,preflight_cloud_messages,preflight_odom_messages,goal_messages,position_command_messages,trajectory_flag2_messages,trajectory_flag3_messages,guard_stop_detected,guard_stop_time_s,shadow_safe_candidates,shadow_unsafe_candidates,shadow_skipped_candidates,shadow_validated_candidates,shadow_geometric_unsafe,shadow_map_race,shadow_other_indeterminate,shadow_unsafe_exp,shadow_unsafe_appended_backup,shadow_unsafe_carry_backup,shadow_unsafe_stitch,shadow_validation_ms_mean,shadow_validation_ms_max,shadow_contact_events_with_epoch,shadow_contacts_with_prior_unsafe,shadow_contacts_without_prior_unsafe,shadow_geometric_unsafe_followed_by_contact,shadow_geometric_unsafe_not_followed_by_contact,shadow_nearest_prediction_error_s,shadow_correlated_segments,first_position_command_s,first_trajectory_flag2_s,first_trajectory_flag3_s,max_position_command_gap_s,first_motion_s,start_pose_error_m,start_pose_valid,odom_gap_limit_s,max_odom_gap_s,odom_gap_valid,mission_time_s,waypoints_reached,n_waypoints,collisions,min_clearance_m,static_pcd_enabled,static_pcd_point_count,static_pcd_collisions,static_pcd_min_distance_m,static_pcd_clearance_m,static_pcd_contact_r015,static_pcd_contact_r020,static_pcd_contact_r025,static_pcd_episodes_r015,static_pcd_episodes_r020,static_pcd_episodes_r025,contact_event_count,first_contact_kind,first_contact_time_s,first_contact_distance_m,first_contact_x,first_contact_y,first_contact_z,first_contact_speed_mps,first_contact_nearest_x,first_contact_nearest_y,first_contact_nearest_z,forensics_json,samples,clearance_samples,final_x,final_y,final_z,min_x,max_x,min_y,max_y,path_length_m,max_speed_mps,closest_final_goal_distance_m,observed_open_time_s,observed_open_x,observed_open_y,observed_close_time_s,observed_close_x,observed_close_y,trap_collisions,trap_min_surface_distance_m,trap_clearance_m,trap_x,trap_y,trigger_x,trigger_y,trigger_mismatch_deg,trap_count,trap_spacing_m,trap_start_offset_m,trap_first_distance_m,trap_last_distance_m,trigger_speed_mps,trap_input_time_s,trap_kept_time_s,trap_keep_delay_s,input_body_relative_deg,input_velocity_relative_deg,kept_body_relative_deg,kept_velocity_relative_deg,trigger_trap_distance_m,trigger_trap_body_relative_deg,trigger_trap_velocity_relative_deg,trigger_trap_angular_radius_deg,trigger_predicted_x,trigger_predicted_y,trigger_trap_nudge_deg,trigger_trap_nudge_lateral_m,event,valid_spawn,invalid_reasons,spawn_time_s,spawn_wall_time_s,trigger_evaluation_time_s,trigger_evaluation_wall_time_s,side,trigger_threshold_x,trigger_z,trigger_yaw_deg,trigger_velocity_yaw_deg,trigger_cruise_duration_s,trigger_cruise_qualified,min_trigger_speed_mps,min_cruise_s,max_trigger_abs_y_m,max_trigger_velocity_yaw_deg,trigger_abs_y_diagnostic_ok,trigger_velocity_yaw_diagnostic_ok,wall_x,blocker_x,blocker_y,wall_y_min,wall_y_max,short_endpoint_y,short_endpoint_x,long_endpoint_y,long_endpoint_x,short_endpoint_inner_edge_deg,long_endpoint_inner_edge_deg,barrier_frame,local_blocker_forward_m,local_short_endpoint_forward_m,local_short_endpoint_lateral_m,local_long_endpoint_forward_m,local_long_endpoint_lateral_m,wall_radius_m,wall_height_m,wall_cylinder_count,wall_center_spacing_m,wall_point_count,horizon_m,intensity,matched_prefix,filter_half_angle_deg,filter_stall_v,filter_stall_t,filter_resume_v,filter_resume_t,filter_velocity_yaw_update_v,filter_frames,filter_input_points,filter_kept_points,filter_kept_pct,filter_armed,filter_armed_duty_pct,filter_open,filter_open_duty_pct,filter_open_point_duty_pct,filter_arm_transitions,filter_open_transitions,filter_close_transitions,filter_first_transition_time_s,filter_first_arm_time_s,filter_first_stall_candidate_time_s,filter_first_open_stall_start_time_s,filter_first_open_time_s,filter_first_open_delay_s,filter_first_close_time_s,filter_first_open_duration_s,filter_stall_candidate_count,filter_max_stall_candidate_duration_s,filter_min_armed_closed_speed_mps,filter_replan_guard_en,filter_replan_fail_streak_open,filter_replan_ok_streak_close,filter_replan_guard_open,filter_replan_guard_open_transitions,filter_replan_guard_close_transitions,filter_replan_guard_open_duty_pct,filter_replan_status_count,filter_replan_fail_count,filter_max_replan_fail_streak,filter_first_replan_guard_open_time_s,recovery_triggered,recovery_reclosed,recovery_spawn_after_arm,recovery_open_after_spawn,recovery_open_during_hold,recovery_success,mission_driver_phase,mission_driver_start_delay_s,mission_driver_approach_radius_m,mission_driver_hold_low_speed_s,mission_driver_low_speed_v,mission_driver_approach_start_time_s,mission_driver_approach_start_wall_time_s,mission_driver_approach_start_speed_mps,mission_driver_hold_start_time_s,mission_driver_hold_start_wall_time_s,mission_driver_hold_start_speed_mps,mission_driver_hold_start_distance_m,mission_driver_release_time_s,mission_driver_release_wall_time_s,mission_driver_release_speed_mps,mission_driver_release_low_speed_duration_s,pts_mean,total_ms_mean,raycast_ms_mean,update_ms_mean,inflation_ms_mean,kept_pct,fsm_cpu_pct,filter_cpu_pct,monitor_cpu_pct,perf_row_start,perf_row_end,input_distance_m,kept_distance_m
seed1,4,sector,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.43,5,5,0,0.459,True,241490,0,,,,,,,,,0,,,,,,,,,,,../../tmp/guarded_3mode_recovery_n5_20260820_artifacts/seed1_run4_sector.json,5842,4549,1.152,-0.907,1.676,-27.022,24.025,-25.736,27.225,223.943,7.0,0.0,1787238457.833908,0.245,1.662,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,515,7899856,7581350,95.968,False,0.0,False,90.291,93.737,0,0,0,,,,,,,,,0,0.0,,True,5,15,False,1,1,90.291,359,252,23,1787238457.833041,,,,,,,,,,,,,,,,,,,,,,,14472.956852791878,100.21450253807107,56.97358883248731,43.23919822335026,2.0097763324873097,95.968,161.66407894719035,11.036981919038183,22.909128921978958,0,394,,
seed1,4,adaptive,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.34,5,5,0,0.485,True,241490,0,,,,,,,,,0,,,,,,,,,,,../../tmp/guarded_3mode_recovery_n5_20260820_artifacts/seed1_run4_adaptive.json,6533,5434,0.496,-1.293,1.68,-27.471,24.025,-25.63,24.521,226.722,6.999,0.0,1787238527.696786,1.411,3.462,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,518,7627748,7291078,95.586,True,78.764,False,89.382,91.313,1,0,0,1787238537.28245,1787238537.28245,1787238539.462159,,,,,,36,1.129986,0.0,True,5,15,True,1,0,89.382,339,232,20,1787238527.695927,,,,,,,,,,,,,,,,,,,,,,,13815.585677749361,101.69091278772379,58.06583503836317,43.62320613810742,1.9469760562659848,95.586,149.0254516561054,10.599651955807278,19.532004971435658,0,391,,
seed1,5,sector,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.36,5,5,0,0.407,True,241490,0,,,,,,,,,0,,,,,,,,,,,../../tmp/guarded_3mode_recovery_n5_20260820_artifacts/seed1_run5_sector.json,5736,4510,0.943,-1.157,1.682,-24.521,24.03,-25.165,24.544,223.88,7.001,0.0,1787238604.627333,5.554,7.925,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,538,8182245,7633970,93.299,False,0.0,False,85.688,87.501,0,0,0,,,,,,,,,0,0.0,,True,5,15,True,1,0,85.688,347,233,15,1787238604.626516,,,,,,,,,,,,,,,,,,,,,,,14090.094660194174,102.84846262135923,57.776267475728154,45.07045121359223,1.994693194174757,93.299,168.2478412401436,11.225051499957207,,0,412,,
seed1,5,adaptive,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.73,5,5,0,0.446,True,241490,0,0.48,0.28,,,,,,,0,,,,,,,,,,,../../tmp/guarded_3mode_recovery_n5_20260820_artifacts/seed1_run5_adaptive.json,6073,4880,1.18,-0.844,1.591,-26.939,24.025,-25.587,24.312,222.437,7.0,0.0,1787238668.519147,0.878,2.784,1787238691.95276,-23.875,24.073,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,511,7631252,7235774,94.818,False,0.0,False,88.258,91.814,0,0,0,,,,,,,,,0,0.0,,True,5,15,False,2,2,88.258,333,234,21,1787238668.517532,,,,,,,,,,,,,,,,,,,,,,,13450.260981912144,99.95964780361757,56.228447286821705,43.72937470284238,1.9773268992248063,94.818,150.84525851402742,10.606718646866067,22.437724356585907,2,389,,
seed1,5,full,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.02,5,5,0,0.454,True,241490,0,,,,,,,,,0,,,,,,,,,,,../../tmp/guarded_3mode_recovery_n5_20260820_artifacts/seed1_run5_full.json,6001,4800,1.045,-0.884,1.509,-26.825,24.025,-24.011,24.087,220.877,7.0,0.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,482,7282968,7282968,100.0,False,0.0,True,100.0,100.0,0,0,0,,,,,,,,,0,0.0,,True,5,15,False,0,0,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,14463.72521246459,105.08440481586402,59.062270821529744,46.02045609065156,2.1084534844192637,100.0,147.46441213117134,10.24626932339471,22.057914164936356,0,353,,
seed2,1,full,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.14,5,5,0,0.472,True,241490,0,,,,,,,,,0,,,,,,,,,,,../../tmp/guarded_3mode_recovery_n5_20260820_artifacts/seed2_run1_full.json,5714,4700,1.04,-1.04,2.323,-25.77,24.025,-25.065,24.19,221.186,7.0,0.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,478,7500034,7500034,100.0,False,0.0,True,100.0,100.0,0,0,0,,,,,,,,,0,0.0,,True,5,15,False,0,0,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,14909.171428571428,108.25056914285715,60.892950285714285,47.355884857142854,2.2212605142857145,100.0,151.19340623379912,10.275656595173848,22.890383702793148,0,350,,
seed2,1,sector,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.16,5,5,0,0.386,True,241490,0,0.432,0.232,,,,,,,0,,,,,,,,,,,../../tmp/guarded_3mode_recovery_n5_20260820_artifacts/seed2_run1_sector.json,6015,4880,1.009,-0.901,1.718,-24.768,24.025,-25.965,24.257,223.492,7.0,0.0,1787238878.086488,4.068,4.292,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,487,7334641,7023159,95.753,False,0.0,False,89.733,93.594,0,0,0,,,,,,,,,0,0.0,,True,5,15,True,1,0,89.733,331,221,17,1787238878.08545,,,,,,,,,,,,,,,,,,,,,,,14178.245989304813,103.44835588235294,58.3748885026738,45.07137299465241,2.0646339358288768,95.753,150.53856442565504,10.197873037259177,22.992397283882596,0,374,,
seed2,1,adaptive,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.99,5,5,0,0.483,True,241490,0,,,,,,,,,0,,,,,,,,,,,../../tmp/guarded_3mode_recovery_n5_20260820_artifacts/seed2_run1_adaptive.json,6099,5010,1.3,-0.737,1.916,-24.577,24.025,-25.229,24.337,222.605,7.01,0.0,1787238948.627748,4.374,4.509,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,547,8766130,8444581,96.332,True,77.514,True,90.128,94.028,1,1,0,1787238958.101048,1787238958.101048,1787238958.370748,1787239002.768584,1787239003.968799,1.200215,,,34,1.200215,0.0,True,5,15,False,1,1,88.483,343,243,18,1787238948.626848,,,,,,,,,,,,,,,,,,,,,,,15140.38944723618,108.51330527638191,61.57322361809045,46.93819849246231,2.0791270628140706,96.332,161.78102851494853,11.256521196362627,20.073833771984066,1,399,,
seed2,2,sector,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.91,5,5,0,0.445,True,241490,0,,,,,,,,,0,,,,,,,,,,,../../tmp/guarded_3mode_recovery_n5_20260820_artifacts/seed2_run2_sector.json,5490,4519,0.86,-0.969,1.955,-25.431,24.025,-25.168,24.025,221.974,7.0,0.0,1787239019.983294,4.042,4.266,1787239053.024093,-23.975,-23.975,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,513,7991085,7563147,94.645,False,0.0,False,86.745,91.715,0,0,0,,,,,,,,,0,0.0,,True,5,15,False,2,2,86.745,342,225,16,1787239019.982399,,,,,,,,,,,,,,,,,,,,,,,14709.667525773197,104.7124381443299,60.141373195876284,44.56921706185567,2.0926813943298965,94.645,166.82539565449454,11.530329236875131,24.32587725638551,0,388,,
seed2,2,adaptive,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.5,5,5,0,0.439,True,241490,0,,,,,,,,,0,,,,,,,,,,,../../tmp/guarded_3mode_recovery_n5_20260820_artifacts/seed2_run2_adaptive.json,5949,4709,0.995,-0.663,1.834,-25.881,24.028,-25.596,24.382,222.909,7.0,0.0,1787239085.324664,4.081,4.338,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,479,7388729,7078894,95.807,False,0.0,False,89.144,93.382,0,0,0,,,,,,,,,0,0.0,,True,5,15,True,1,0,89.144,342,227,20,1787239085.323399,,,,,,,,,,,,,,,,,,,,,,,14574.26592797784,103.99572326869806,58.9482567867036,45.04576038781163,2.0944234155124652,95.807,150.04403778203985,10.856256017581739,22.452041429096123,0,361,,
seed2,2,full,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.86,5,5,0,0.44,True,241490,0,0.444,0.244,,,,,,,0,,,,,,,,,,,../../tmp/guarded_3mode_recovery_n5_20260820_artifacts/seed2_run2_full.json,5785,4790,1.22,-0.573,1.654,-24.955,24.025,-25.519,24.026,223.205,7.0,0.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,501,8028203,8028203,100.0,False,0.0,True,100.0,100.0,0,0,0,,,,,,,,,0,0.0,,True,5,15,False,0,0,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,15474.075,110.62512027777778,62.562859444444435,48.06055416666666,2.2793410972222223,100.0,160.03460177411776,10.445147126463215,21.350035559257705,0,360,,
seed2,3,adaptive,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.92,5,5,0,0.414,True,241490,0,0.477,0.277,,,,,,,0,,,,,,,,,,,../../tmp/guarded_3mode_recovery_n5_20260820_artifacts/seed2_run3_adaptive.json,5592,4450,1.012,-1.002,1.645,-25.739,24.025,-25.572,24.937,223.503,6.999,0.0,1787239221.915136,4.098,4.338,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,477,7654043,7348241,96.005,True,86.164,False,89.308,93.706,1,0,0,1787239224.336233,1787239224.336233,1787239224.556234,,,,,,37,0.680173,0.0,True,5,15,True,1,0,89.308,324,232,20,1787239221.91429,,,,,,,,,,,,,,,,,,,,,,,15182.066282420748,105.14516368876082,59.82677089337176,45.3162,2.2077175273775214,96.005,158.85795767321827,10.987459491860971,23.20460528758321,0,347,,
seed2,3,full,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.09,5,5,0,0.505,True,241490,0,,,,,,,,,0,,,,,,,,,,,../../tmp/guarded_3mode_recovery_n5_20260820_artifacts/seed2_run3_full.json,5608,4540,1.098,-1.013,1.258,-25.136,24.046,-25.014,24.473,219.419,7.0,0.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,493,7557672,7557672,100.0,False,0.0,True,100.0,100.0,0,0,0,,,,,,,,,0,0.0,,True,5,15,False,0,0,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,15110.66573816156,112.76979554317548,63.71258690807799,49.055418384401115,2.271928635097493,100.0,165.445097559401,10.280910026269044,22.614123282293498,0,359,,
seed2,3,sector,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.41,5,5,0,0.371,True,241490,0,0.435,0.235,,,,,,,0,,,,,,,,,,,../../tmp/guarded_3mode_recovery_n5_20260820_artifacts/seed2_run3_sector.json,5941,4910,0.969,-1.066,1.685,-25.021,24.025,-25.704,24.19,222.552,6.999,0.0,1787239353.602973,4.1,4.337,1787239379.754119,-24.41,11.919,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,454,6990617,6587277,94.23,False,0.0,False,87.225,91.165,0,0,0,,,,,,,,,0,0.0,,True,5,15,True,2,1,87.225,323,225,37,1787239353.601847,,,,,,,,,,,,,,,,,,,,,,,14610.552486187846,101.32255828729282,57.58692541436464,43.73386660220994,2.1181661685082873,94.23,146.60719365815936,10.528655757591666,22.68131471818525,0,362,,
seed2,4,full,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.15,5,5,0,0.473,True,241490,0,,,,,,,,,0,,,,,,,,,,,../../tmp/guarded_3mode_recovery_n5_20260820_artifacts/seed2_run4_full.json,5915,4880,0.949,-1.075,1.8,-24.588,24.025,-25.09,24.354,221.62,7.0,0.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,463,7328509,7328509,100.0,False,0.0,True,100.0,100.0,0,0,0,,,,,,,,,0,0.0,,True,5,15,False,0,0,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,15590.125,110.05336696428571,62.45741101190476,47.59423898809524,2.268414443452381,100.0,149.92717734585918,10.053817777694043,22.402987810597832,0,336,,
seed2,4,sector,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.75,5,5,0,0.463,True,241490,0,,,,,,,,,0,,,,,,,,,,,../../tmp/guarded_3mode_recovery_n5_20260820_artifacts/seed2_run4_sector.json,5474,4410,1.077,-0.981,1.686,-24.849,24.025,-24.92,24.249,219.849,7.0,0.0,1787239492.279879,4.4,4.906,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,479,7255318,6950210,95.795,False,0.0,False,89.562,93.655,0,0,0,,,,,,,,,0,0.0,,True,5,15,True,1,0,89.562,338,231,20,1787239492.278942,,,,,,,,,,,,,,,,,,,,,,,14537.683923705723,106.41394441416894,60.29249373297003,46.119610081743865,2.1776155258855585,95.795,165.56377431798424,11.076265076317883,21.085168702535622,0,367,,
seed2,4,adaptive,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.71,5,5,0,0.417,True,241490,0,0.466,0.266,,,,,,,0,,,,,,,,,,,../../tmp/guarded_3mode_recovery_n5_20260820_artifacts/seed2_run4_adaptive.json,6071,4860,1.367,-0.582,1.554,-24.475,24.025,-25.102,26.835,223.002,7.0,0.0,1787239556.648078,4.464,4.659,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,498,7815244,7506036,96.044,True,28.514,True,89.558,93.739,1,1,0,1787239599.062262,1787239599.062262,1787239599.122158,1787239611.741874,1787239612.951738,1.209865,,,10,1.209865,0.0,True,5,15,False,1,1,89.157,348,245,29,1787239556.647079,,,,,,,,,,,,,,,,,,,,,,,15049.72192513369,106.97039973262032,60.04141684491979,46.927245187165774,2.1967751096256687,96.044,156.79203971682693,10.87453769135919,23.427396312373144,0,374,,
seed2,5,sector,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.27,5,5,0,0.482,True,241490,0,,,,,,,,,0,,,,,,,,,,,../../tmp/guarded_3mode_recovery_n5_20260820_artifacts/seed2_run5_sector.json,5826,4570,0.955,-1.144,1.942,-24.916,24.025,-25.441,24.025,220.737,7.0,0.0,1787239626.994967,4.044,4.284,1787239674.781649,24.017,-23.983,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,554,8582967,8145290,94.901,False,0.0,False,88.267,92.309,0,0,0,,,,,,,,,0,0.0,,True,5,15,True,2,1,88.267,336,232,22,1787239626.993816,,,,,,,,,,,,,,,,,,,,,,,14802.141531322506,107.48419025522043,60.904169373549884,46.57827928074246,2.0318629907192576,94.901,172.5183714438661,12.002723168856242,24.75778824467103,0,431,,
seed2,5,adaptive,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.1,5,5,0,0.42,True,241490,0,,,,,,,,,0,,,,,,,,,,,../../tmp/guarded_3mode_recovery_n5_20260820_artifacts/seed2_run5_adaptive.json,5910,4780,1.044,-0.988,1.708,-25.298,24.025,-25.448,24.477,223.821,7.0,0.0,1787239695.308069,3.744,3.903,1787239714.842121,-12.962,23.495,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,495,7746869,7345183,94.815,True,85.051,False,86.263,91.582,1,0,0,1787239698.129654,1787239698.129654,1787239698.289601,,,,,,42,0.689696,0.0,True,5,15,False,2,2,86.263,368,235,19,1787239695.307171,,,,,,,,,,,,,,,,,,,,,,,14424.607629427794,101.87913542234332,57.47850626702997,44.39889918256131,2.129762591280654,94.815,153.3915160838428,10.971362449949213,22.272964963164462,0,367,,
seed2,5,full,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.78,5,5,0,0.471,True,241490,0,,,,,,,,,0,,,,,,,,,,,../../tmp/guarded_3mode_recovery_n5_20260820_artifacts/seed2_run5_full.json,5377,4270,1.084,-0.972,1.703,-25.053,24.025,-25.738,24.218,220.379,7.0,0.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,525,8370587,8370587,100.0,False,0.0,True,100.0,100.0,0,0,0,,,,,,,,,0,0.0,,True,5,15,False,0,0,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,15862.341145833334,114.70325859375,65.10158671875,49.59987421875,2.2552889817708333,100.0,179.58279195686248,10.715259379997137,,0,384,,
seed3,1,full,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.49,5,5,0,0.443,True,444850,0,,,,,,,,,0,,,,,,,,,,,../../tmp/guarded_3mode_recovery_n5_20260820_artifacts/seed3_run1_full.json,6947,5584,0.539,-1.382,1.714,-25.279,24.025,-24.02,24.189,224.872,7.0,0.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,468,10250382,10250382,100.0,False,0.0,True,100.0,100.0,0,0,0,,,,,,,,,0,0.0,,True,5,15,False,0,0,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,21568.930501930503,130.9847722007722,74.70594555984556,56.276894594594594,3.4550358262548264,100.0,125.35314646436527,9.889881088681143,22.69402871730306,0,259,,
seed3,1,sector,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.59,5,5,0,0.425,True,444850,0,,,,,,,,,0,,,,,,,,,,,../../tmp/guarded_3mode_recovery_n5_20260820_artifacts/seed3_run1_sector.json,6557,5611,0.789,-1.256,1.35,-24.019,24.025,-24.676,25.125,222.885,7.0,0.0,1787239907.331825,3.873,4.378,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,451,10647795,10157681,95.397,False,0.0,False,89.579,93.615,0,0,0,,,,,,,,,0,0.0,,True,5,15,True,1,0,89.579,314,218,28,1787239907.330916,,,,,,,,,,,,,,,,,,,,,,,21749.035573122528,120.65253754940711,69.83412292490118,50.81658695652174,3.351994719367589,95.397,122.52262085873187,10.197262631082443,22.499131882957307,0,253,,
seed3,1,adaptive,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.88,5,5,0,0.472,True,444850,0,,,,,,,,,0,,,,,,,,,,,../../tmp/guarded_3mode_recovery_n5_20260820_artifacts/seed3_run1_adaptive.json,6287,5521,0.571,-1.336,1.934,-26.446,24.025,-23.984,24.045,219.477,7.0,0.0,1787239982.80422,3.801,4.3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,436,9800527,9342294,95.324,True,82.11,False,89.679,93.542,1,0,0,1787239988.620705,1787239988.620705,1787239989.980143,,,,,,36,1.140045,0.0,True,5,15,True,1,0,89.679,310,221,20,1787239982.803358,,,,,,,,,,,,,,,,,,,,,,,21214.610486891386,123.17311872659175,71.41974868913857,51.75146741573033,3.219948745318352,95.324,133.1200987418486,10.757349338831498,,0,267,,
