map,run,mode,success,mission_time_s,waypoints_reached,n_waypoints,collisions,min_clearance_m,samples,pts_mean,total_ms_mean,raycast_ms_mean,update_ms_mean,inflation_ms_mean,kept_pct,fsm_cpu_pct,filter_cpu_pct,perf_row_start,perf_row_end
seed1,1,full,True,37.18,5,5,0,0.557,3714,10333.87027027027,1.7491335459459458,0.681189672972973,1.0663364054054054,0.44118777837837836,,78.90774910431566,7.176444038094703,0,370
seed1,1,sector,True,37.69,5,5,0,0.58,3767,3242.6649484536083,0.7390181391752577,0.22773940979381443,0.5099628865979382,0.26467292525773195,31,81.3533087831911,8.513736638732299,0,388
seed1,1,adaptive,True,37.66,5,5,0,0.538,3752,3280.0526315789475,0.85832165,0.2494795236842105,0.6075594105263158,0.32266120263157894,31,82.09514681739401,7.6592446306677955,0,380
seed1,2,full,True,36.58,5,5,0,0.49,3652,10523.711590296496,1.9583132264150942,0.764760576819407,1.1920321482479783,0.5102443261455526,,84.3005837060861,7.352096257197463,0,371
seed1,2,sector,True,37.69,5,5,0,0.557,3764,3272.8229166666665,0.7964412395833333,0.23976500520833333,0.55525959375,0.2887031979166667,31,84.49483357416491,7.893896131811531,0,384
seed1,2,adaptive,True,36.68,5,5,0,0.557,3663,3333.8216216216215,0.8040547324324324,0.2558074864864865,0.5468389675675676,0.2848929864864865,32,81.55347011510007,7.890496722878148,0,370
seed1,3,full,True,36.52,5,5,0,0.534,3645,10736.153638814016,1.893441819407008,0.7479628355795148,1.1441330080862533,0.4851112075471698,,84.12771271540277,7.015684660701045,0,371
seed1,3,sector,True,36.74,5,5,0,0.543,3667,3416.796915167095,0.7889391285347044,0.24474314138817482,0.5427724035989717,0.2814877532133676,31,79.91092482245274,8.373548120707767,0,389
seed1,3,adaptive,True,36.36,5,5,0,0.576,3628,3275.766129032258,0.8430978467741935,0.24780460483870967,0.5937434758064516,0.3118438198924731,31,83.87682351679092,7.589544545688767,0,372
seed1,4,full,True,36.02,5,5,0,0.43,3594,10566.281690140846,1.9059454929577464,0.7318354845070423,1.1724816929577464,0.4990763014084507,,82.82201603972442,7.54258388642848,0,355
seed1,4,sector,True,37.1,5,5,0,0.569,3706,3206.1436170212764,0.7932329202127659,0.23860982712765957,0.5532905212765958,0.2855732260638298,31,86.6214943678693,8.19313210514922,0,376
seed1,4,adaptive,True,36.9,5,5,0,0.491,3689,3285.57217847769,0.7710084540682415,0.2318888188976378,0.5379179002624672,0.2815031627296588,31,84.73898327667399,7.785840427519342,0,381
seed1,5,full,True,37.69,5,5,0,0.589,3765,10334.722666666667,1.8640424586666666,0.7218103306666667,1.1406473786666667,0.4734923733333333,,86.25123268157299,7.505471841871801,0,375
seed1,5,sector,True,36.75,5,5,0,0.544,3666,3277.114973262032,0.7908222647058823,0.24378980213903745,0.545912820855615,0.2859452780748663,31,83.53952511215239,7.704008450398316,0,374
seed1,5,adaptive,True,36.25,5,5,0,0.519,3622,3415.1666666666665,0.7578318306010929,0.22829174043715847,0.5282821639344262,0.27714017213114756,32,80.59061699997184,8.175682252609306,0,366
seed2,1,full,True,37.52,5,5,0,0.51,3750,10292.027777777777,1.8854211388888888,0.7548576919191919,1.128960696969697,0.4683166136363637,,82.5713561939296,7.497962034855123,0,396
seed2,1,sector,True,37.37,5,5,0,0.57,3734,3220.93984962406,0.7749788020050125,0.23933945614035088,0.5342432380952381,0.27688965413533834,32,80.01148482981229,8.116642564951219,0,399
seed2,1,adaptive,True,36.68,5,5,0,0.651,3662,3257.5367088607595,0.7678829037974684,0.23969693670886075,0.5268096734177214,0.27151874430379747,32,81.38346172511704,7.895664945288095,0,395
seed2,2,full,True,37.44,5,5,0,0.652,3739,10248.339950372208,1.8332289801488835,0.7257222109181142,1.1060365310173697,0.45865560545905704,,82.77299418759704,7.379187985135994,0,403
seed2,2,sector,True,38.6,5,5,0,0.556,3856,3339.7731707317075,0.7914130512195122,0.24466161463414635,0.5453803048780488,0.27950242926829266,32,78.83092797946291,7.775312223763246,0,410
seed2,2,adaptive,True,39.14,5,5,0,0.597,3912,3132.65625,0.819766641826923,0.24502628846153848,0.5733557716346154,0.29483415625,32,81.3165951401729,7.5722072834382965,0,416
seed2,3,full,True,36.7,5,5,0,0.523,3662,10244.910941475828,1.8804660356234097,0.7466409796437659,1.1321545750636133,0.4680919185750636,,82.21381340048411,7.474695767747054,0,393
seed2,3,sector,True,37.12,5,5,0,0.463,3705,3312.8997493734337,0.7641867243107769,0.24152046365914787,0.5213999423558897,0.26694283959899745,32,81.69614262721292,8.170842630501598,0,399
seed2,3,adaptive,True,37.54,5,5,0,0.445,3753,3267.5525,0.798052445,0.23694554999999998,0.5597175674999999,0.285214605,32,75.7642404818529,7.8779978985100785,0,400
seed2,4,full,True,37.16,5,5,0,0.617,3715,9917.760204081633,1.8205088239795917,0.7111952882653061,1.107872780612245,0.4565592244897959,,83.41602415835416,7.384321662207883,0,392
seed2,4,sector,True,38.58,5,5,0,0.59,3856,3155.807785888078,0.7585706788321168,0.22540548661800486,0.5317586618004866,0.27428113381995134,32,82.44828134508491,8.500300945485886,0,411
seed2,4,adaptive,True,36.25,5,5,0,0.537,3621,3277.6124031007753,0.8332049896640827,0.2507501214470284,0.5810581421188631,0.3019797622739018,32,77.63528185186755,7.938899744067207,0,387
seed2,5,full,True,37.8,5,5,0,0.665,3775,10369.987593052108,1.8626320669975185,0.7379814441687346,1.1231763598014888,0.46923112158808933,,81.71978630229931,7.003936801315748,0,403
seed2,5,sector,True,37.8,5,5,0,0.548,3779,3350.5707196029775,0.7895916898263027,0.2432580124069479,0.5449137568238214,0.2796701464019851,32,78.56108346690793,7.681834808001022,0,403
seed2,5,adaptive,True,38.9,5,5,0,0.544,3890,3129.6739130434785,0.7895567801932367,0.23032422946859904,0.5579935603864734,0.2893852149758454,32,82.09509295158831,7.684534067721751,0,414
seed3,1,full,True,36.24,5,5,0,0.532,3622,13383.705501618122,2.3655563430420714,0.8906953074433658,1.4734522621359225,0.6431192944983819,,80.00575941977483,7.232659268857192,0,309
seed3,1,sector,True,35.56,5,5,0,0.437,3553,4315.937704918033,0.975982331147541,0.28621569836065575,0.688574724590164,0.3702001475409836,32,77.912752757555,7.890515932711607,0,305
seed3,1,adaptive,True,35.87,5,5,0,0.481,3586,4229.623003194888,1.043229712460064,0.29845531309904155,0.7433596773162939,0.40056815335463264,32,79.02879284745788,7.443790179258851,0,313
seed3,2,full,True,35.89,5,5,0,0.515,3587,13174.027027027027,2.4099998986486484,0.895109125,1.5133581486486487,0.666641875,,83.81645224369329,7.5000162062582,0,296
seed3,2,sector,True,35.5,5,5,0,0.518,3548,4288.480263157895,1.0063658388157897,0.29972698684210525,0.7050765921052632,0.3799224144736842,32,78.88673148735234,8.401379026566266,0,304
seed3,2,adaptive,True,37.16,5,5,0,0.529,3710,4184.059701492537,1.0145380746268655,0.3037264985074627,0.7093029343283582,0.37757460597014925,32,81.52514373626728,7.871091279515661,0,335
seed3,3,full,True,35.54,5,5,0,0.511,3547,13305.855218855218,2.395951515151515,0.8972710942760943,1.4972426565656567,0.6601672626262627,,81.85457889789905,7.5713077424591155,0,297
seed3,3,sector,True,35.98,5,5,0,0.522,3590,4255.958333333333,1.0036241666666665,0.2942821923076923,0.7081669775641025,0.38024732692307694,32,80.48011773960795,8.251268759431216,0,312
seed3,3,adaptive,True,35.4,5,5,0,0.535,3532,4293.932721712538,1.025601391437309,0.3076820917431193,0.716420868501529,0.384344,32,77.62471024952146,8.004663911690509,0,327
seed3,4,full,True,34.59,5,5,0,0.521,3457,13193.322916666666,2.4362143055555556,0.8892575347222222,1.5450295520833333,0.6847068993055556,,82.23794571053546,7.885345706075248,0,288
seed3,4,sector,True,35.69,5,5,0,0.56,3562,4323.707165109035,0.9752475981308412,0.2947902897196262,0.6791428847352025,0.36225095015576325,32,79.78219236105306,8.1399096402238,0,321
seed3,4,adaptive,True,35.94,5,5,0,0.519,3592,4229.159509202454,1.1618991779141103,0.3432382944785276,0.8171128711656441,0.4417026533742331,32,86.02377679343967,8.748935500880968,0,326
seed3,5,full,True,35.83,5,5,0,0.555,3577,13453.322475570032,2.525712084690554,0.9621663583061889,1.5619881368078175,0.6864031498371335,,83.60175757904436,7.781215282119699,0,307
seed3,5,sector,True,35.86,5,5,0,0.572,3580,4222.188087774294,0.9871142758620689,0.2912230564263323,0.6946401724137932,0.37001432288401254,32,79.64733955265841,8.284967443441777,0,319
seed3,5,adaptive,True,35.21,5,5,0,0.486,3514,4152.112582781457,1.02058609602649,0.28921654966887417,0.730086857615894,0.3958540066225166,32,78.6000858754933,7.8555368895834805,0,302
seed4,1,full,True,36.55,5,5,0,0.589,3644,11646.923684210526,2.184515947368421,0.8438085236842106,1.3392547289473684,0.554660697368421,,87.80898200577701,7.599281185358458,0,380
seed4,1,sector,True,37.75,5,5,0,0.54,3762,3736.392764857881,0.9423216408268734,0.279282330749354,0.6616067183462533,0.3432552403100775,31,86.14715779715274,7.9657945064496944,0,387
seed4,1,adaptive,True,37.02,5,5,0,0.661,3692,3699.002617801047,0.9605470706806283,0.2779644476439791,0.6809294685863874,0.35552117539267014,32,84.7618074553515,8.122429518285582,0,382
seed4,2,full,True,37.19,5,5,0,0.571,3712,11587.63492063492,2.196894391534392,0.8542655423280423,1.3411115105820106,0.5512259074074074,,86.94934328156837,7.715176019910811,0,378
seed4,2,sector,True,39.11,5,5,0,0.571,3879,3764.5980148883373,0.9233881687344914,0.2760795310173697,0.6458019578163772,0.33233661538461534,32,80.09738026717191,8.120350188965455,0,403
seed4,2,adaptive,True,36.68,5,5,0,0.591,3646,3776.2883116883118,0.9620517740259741,0.2951246675324675,0.6656439740259741,0.3467374233766234,32,85.02234200003737,8.187941274028285,0,385
seed4,3,full,True,38.05,5,5,0,0.659,3792,11609.981958762886,2.1585907963917528,0.8396247371134021,1.3173480077319588,0.5472084587628866,,82.81913424028866,7.7250856117123945,0,388
seed4,3,sector,True,37.6,5,5,0,0.625,3753,3740.2976501305484,0.9307809347258486,0.2732057389033942,0.6559866579634465,0.3436540731070496,32,83.80412561207258,8.451100971271513,0,383
seed4,3,adaptive,True,36.3,5,5,0,0.639,3612,3704.1878306878307,0.932568791005291,0.2713466825396825,0.6599259021164021,0.34592002116402115,32,84.23972713501708,8.334169578283799,0,378
seed4,4,full,True,37.02,5,5,0,0.653,3688,11767.419689119171,2.1984678756476685,0.8585640155440415,1.3384858549222798,0.5568358652849741,,87.062704732217,7.545274366613502,0,386
