map,mode,n,complete,completion_pct,collision_runs,collision_events,run_valid_count,speed_limit_valid_count,resource_valid_count,first_attempt_count,retry_total,resource_abort_total,algorithm_cpu_scope,end_to_end_cpu_scope,mission_time_mean_all_s,mission_time_sd_all_s,mission_time_mean_success_s,mission_time_min_s,mission_time_max_s,clearance_mean_m,clearance_min_m,clearance_below_0p20_count,effective_full_open_total,effective_full_open_mean,system_available_min_mib,system_peak_swap_max_mib,psi_some_avg10_max,psi_full_avg10_max,preflight_wait_mean_s,mission_time_s,map_compute_ms_per_frame,algorithm_cores_mean,algorithm_core_s,algorithm_cores_p95_1s,algorithm_peak_pss_mib,end_to_end_cores_mean,end_to_end_core_s,end_to_end_cores_p95_1s,end_to_end_peak_pss_mib,planner_ingress_mib_s,dds_algorithm_mib_s
occ_p_r1_nom,full,1,1,100.0,0,0.0,1,1,1,1,0,0,simulator+planner,simulator+frontend+planner+mission,58.6,0.0,58.6,58.6,58.6,0.244,0.244,0,0,,5951.734375,2047.953125,0.0,0.0,5.006358651036862,58.6,29.591494085667215,1.439398716475015,87.600424,1.7322194618464883,3447.892578125,1.4970409829727926,91.108477,1.791288714924864,3496.1533203125,5.100325398884536,
occ_p_r1_nom,sector,1,1,100.0,0,0.0,1,1,1,1,0,0,planner_only,simulator+frontend+planner+mission,60.91,0.0,60.91,60.91,60.91,0.295,0.295,0,0,0.0,6073.5,2047.953125,0.0,0.0,5.004887064977083,60.91,8.823644104595878,1.0525441878604613,66.348869,1.2463954110499111,3170.8232421875,1.3072668883882221,82.405737,1.496580816934491,3363.2509765625,1.3364257336523984,1.3364257336523984
occ_p_r1_nom,adaptive,1,1,100.0,0,0.0,1,1,1,1,0,0,planner_only,simulator+frontend+planner+mission,58.11,0.0,58.11,58.11,58.11,0.249,0.249,0,23,23.0,6077.53515625,2047.953125,0.0,0.0,5.006698491983116,58.11,18.3726393516129,1.0715133822099068,63.965215,1.2603004132052928,3157.8251953125,1.373818110804359,82.011641,1.5723529453681415,3369.1767578125,1.0772381442648842,1.0799588485872698
occ_p_r1_occ,full,1,1,100.0,0,0.0,1,1,1,1,0,0,simulator+planner,simulator+frontend+planner+mission,59.62,0.0,59.62,59.62,59.62,0.293,0.293,0,0,,5961.51953125,2047.953125,0.0,0.0,5.006143731006887,59.62,34.464341407528636,1.5086682421830335,92.47478,1.7512455389969583,3417.1884765625,1.5600388157776937,95.623572,1.8034225966576705,3465.51171875,5.331863248480202,
occ_p_r1_occ,sector,1,1,100.0,0,0.0,1,1,1,1,0,0,planner_only,simulator+frontend+planner+mission,60.49,0.0,60.49,60.49,60.49,0.263,0.263,0,0,0.0,6072.62890625,2047.953125,0.0,0.0,5.005912227963563,60.49,8.767771096774194,1.056678955239476,65.474638,1.2508475104322312,3151.154296875,1.3230928924386398,81.982354,1.5241537231864715,3344.1787109375,1.4395077655405657,1.4395077655405657
occ_p_r1_occ,adaptive,1,1,100.0,0,0.0,1,1,1,1,0,0,planner_only,simulator+frontend+planner+mission,58.31,0.0,58.31,58.31,58.31,0.26,0.26,0,24,24.0,5969.328125,2047.953125,0.0,0.0,5.007029253989458,58.31,18.065188382838286,1.0687753853826703,64.262696,1.2583697463235943,3160.9912109375,1.3707313475973935,82.418526,1.5733337925203565,3369.4541015625,1.064546519989134,1.0673020516102647
occ_p_r2_nom,full,1,1,100.0,0,0.0,1,1,1,1,0,0,simulator+planner,simulator+frontend+planner+mission,56.07,0.0,56.07,56.07,56.07,0.242,0.242,0,0,,5884.3671875,2047.953125,0.0,0.0,5.005135201965459,56.07,42.770350774526676,1.632309979997951,95.235375,1.8236651147252576,3496.74609375,1.6948432060136394,98.883809,1.8869800029963764,3544.884765625,6.856987730202794,
occ_p_r2_nom,sector,1,1,100.0,0,0.0,1,1,1,1,0,0,planner_only,simulator+frontend+planner+mission,58.38,0.0,58.38,58.38,58.38,0.388,0.388,0,0,0.0,6054.4921875,2047.953125,0.0,0.0,5.005481025960762,58.38,10.902586272878537,1.0819898178525935,64.956602,1.276750358270031,3153.314453125,1.345194810815506,80.757954,1.543468615057456,3371.84375,1.6918760654492588,1.6918760654492588
occ_p_r2_nom,adaptive,1,1,100.0,0,0.0,1,1,1,1,0,0,planner_only,simulator+frontend+planner+mission,55.86,0.0,55.86,55.86,55.86,0.33,0.33,0,21,21.0,5964.47265625,2047.953125,0.0,0.0,5.005034392001107,55.86,20.01146658753709,1.0958886710027302,63.418536,1.3173134710523717,3164.0244140625,1.3919433669927548,80.551075,1.6099032260846764,3404.169921875,1.4763033436994761,1.479081393910103
occ_p_r2_occ,full,1,1,100.0,0,0.0,1,1,1,1,0,0,simulator+planner,simulator+frontend+planner+mission,59.18,0.0,59.18,59.18,59.18,0.29,0.29,0,0,,5808.671875,2047.953125,0.0,0.0,5.0056370699894615,59.18,41.651470462046206,1.6020472685163123,98.004792,1.850308518455471,3529.6650390625,1.660520115459541,101.581852,1.9159862240712378,3577.8203125,6.8211744346502625,
