map,metric,full,sector,adaptive,sector_vs_full_comparison_valid,sector_vs_full_reduction_pct,adaptive_vs_full_comparison_valid,adaptive_vs_full_reduction_pct,adaptive_vs_sector_comparison_valid,adaptive_vs_sector_reduction_pct
seed9,mission_time_s,81.49133333333333,77.89233333333334,76.79366666666667,True,4.416420560059544,True,5.764621186711057,True,1.4104939724491585
seed9,map_compute_ms_per_frame,42.399517080242155,11.893874009696336,27.20733482761053,True,71.94809085399044,True,35.83102662202505,True,-128.75082420942144
seed9,algorithm_cores_mean,1.5513963007570983,1.0380341125181471,1.080372674470364,False,,False,,True,-4.078725490967579
seed9,algorithm_core_s,129.52427649999998,82.89119013333334,85.10806066666667,False,,False,,True,-2.674434435996663
seed9,algorithm_cores_p95_1s,1.8574348389706419,1.2741491172424466,1.3313247269892805,False,,False,,True,-4.487356226449784
seed9,algorithm_peak_pss_mib,3493.079654947917,3196.50703125,3205.12109375,False,,False,,True,-0.2694836086949345
seed9,end_to_end_cores_mean,1.6111361755654883,1.3110267468896384,1.4100317604431398,True,18.627191992043457,True,12.482148819714965,True,-7.551715766927495
seed9,end_to_end_core_s,134.5202772,104.7249346,111.10627923333334,True,22.149331848091084,True,17.405552868327472,True,-6.093433868168147
seed9,end_to_end_cores_p95_1s,1.920346318010486,1.5550739424160007,1.6724306659439518,True,19.021171971361614,True,12.909944927193099,True,-7.546697319461406
seed9,end_to_end_peak_pss_mib,3540.500944010417,3565.277897135417,3624.9128580729166,True,-0.6998148995530162,True,-2.384179962027754,True,-1.672659541782548
seed9,planner_ingress_mib_s,13.595223493495594,4.389323250802411,3.5371891840614578,True,67.71422512544639,True,73.98211816264907,True,19.413791558531823
seed9,dds_algorithm_mib_s,,4.389323250802411,3.539887088646884,False,,False,,True,19.352326397930295
seed10,mission_time_s,82.03166666666667,82.72566666666667,81.22433333333333,True,-0.8460147504012709,True,0.9841727788049318,True,1.8148337678350552
seed10,map_compute_ms_per_frame,43.72032038263353,11.892303520870215,27.515036345015886,True,72.79913912617612,True,37.0657943395462,True,-131.36843334622932
seed10,algorithm_cores_mean,1.5749601537593048,1.0097206582451048,1.0512943428149355,False,,False,,True,-4.11734515188446
seed10,algorithm_core_s,132.25183673333333,83.6027291,87.27663076666667,False,,False,,True,-4.394475761995987
seed10,algorithm_cores_p95_1s,1.8662161249809675,1.2780528197408634,1.3313772042223622,False,,False,,True,-4.172314606865058
seed10,algorithm_peak_pss_mib,3502.301725260417,3197.203548177083,3211.573697916667,False,,False,,True,-0.4494599584620425
seed10,end_to_end_cores_mean,1.6352068657021623,1.280733648275472,1.3808667580661216,True,21.677576388751184,True,15.554001941327858,True,-7.818417976718289
seed10,end_to_end_core_s,137.32253593333334,106.6302006,114.6835143,True,22.350545105163008,True,16.486020651646005,True,-7.552563583942094
seed10,end_to_end_cores_p95_1s,1.9284398172879476,1.5586255038955898,1.6724394388184616,True,19.17686567540616,True,13.274999622726673,True,-7.302198933509558
seed10,end_to_end_peak_pss_mib,3549.738802083333,3585.0400390625,3611.84404296875,True,-0.9944742119743734,True,-1.7495721332782905,True,-0.7476626094602602
seed10,planner_ingress_mib_s,13.15312490488349,4.312973885971407,3.3487925029326555,True,67.20951167756276,True,74.53994752464249,True,22.3553726159784
seed10,dds_algorithm_mib_s,,4.312973885971407,3.3514767562280303,False,,False,,True,22.293135900284256
all,mission_time_s,81.7615,80.309,79.009,True,1.7765085033909611,True,3.366498902295087,True,1.618747587443496
all,map_compute_ms_per_frame,43.05991873143785,11.893088765283276,27.36118558631321,True,72.38014117151553,True,36.45787917770283,True,-130.0595423636486
all,algorithm_cores_mean,1.5631782272582015,1.0238773853816259,1.0658335086426496,False,,False,,True,-4.09776833242445
all,algorithm_core_s,130.88805661666666,83.24695961666667,86.19234571666667,False,,False,,True,-3.538130537815227
all,algorithm_cores_p95_1s,1.8618254819758047,1.2761009684916549,1.3313509656058213,False,,False,,True,-4.329594481812178
all,algorithm_peak_pss_mib,3497.6906901041666,3196.855289713542,3208.3473958333334,False,,False,,True,-0.3594815866945694
all,end_to_end_cores_mean,1.6231715206338253,1.2958801975825551,1.3954492592546306,True,20.163693047267586,True,14.029463829569435,True,-7.683508233077412
all,end_to_end_core_s,135.92140656666666,105.6775676,112.89489676666666,True,22.25097556787913,True,16.941047316712375,True,-6.829575406187395
all,end_to_end_cores_p95_1s,1.9243930676492167,1.5568497231557952,1.6724350523812066,True,19.09918252524168,True,13.09285610635642,True,-7.424308686076358
all,end_to_end_peak_pss_mib,3545.119873046875,3575.158968098958,3618.378450520833,True,-0.8473365112550039,True,-2.066462633067346,True,-1.2088828163312797
all,planner_ingress_mib_s,13.374174199189543,4.351148568386909,3.4429908434970566,True,67.46603937123398,True,74.2564229221293,True,20.871678146961823
all,dds_algorithm_mib_s,,4.351148568386909,3.445681922437457,False,,False,,True,20.809830593422685
