map,run,mode,experiment_profile,filter_profile,success,run_valid,monitor_type,monitor_flight_cpu_pct,live_cloud_enabled,preflight_ready,preflight_cloud_messages,preflight_odom_messages,goal_messages,position_command_messages,trajectory_flag2_messages,trajectory_flag3_messages,guard_stop_detected,guard_stop_time_s,shadow_safe_candidates,shadow_unsafe_candidates,shadow_skipped_candidates,shadow_validated_candidates,shadow_geometric_unsafe,shadow_map_race,shadow_other_indeterminate,shadow_unsafe_exp,shadow_unsafe_appended_backup,shadow_unsafe_carry_backup,shadow_unsafe_stitch,shadow_validation_ms_mean,shadow_validation_ms_max,shadow_contact_events_with_epoch,shadow_contacts_with_prior_unsafe,shadow_contacts_without_prior_unsafe,shadow_geometric_unsafe_followed_by_contact,shadow_geometric_unsafe_not_followed_by_contact,shadow_nearest_prediction_error_s,shadow_correlated_segments,first_position_command_s,first_trajectory_flag2_s,first_trajectory_flag3_s,max_position_command_gap_s,first_motion_s,start_pose_error_m,start_pose_valid,odom_gap_limit_s,max_odom_gap_s,odom_gap_valid,mission_time_s,waypoints_reached,n_waypoints,collisions,min_clearance_m,static_pcd_enabled,static_pcd_point_count,static_pcd_collisions,static_pcd_min_distance_m,static_pcd_clearance_m,static_pcd_contact_r015,static_pcd_contact_r020,static_pcd_contact_r025,static_pcd_episodes_r015,static_pcd_episodes_r020,static_pcd_episodes_r025,contact_event_count,first_contact_kind,first_contact_time_s,first_contact_distance_m,first_contact_x,first_contact_y,first_contact_z,first_contact_speed_mps,first_contact_nearest_x,first_contact_nearest_y,first_contact_nearest_z,forensics_json,samples,clearance_samples,final_x,final_y,final_z,min_x,max_x,min_y,max_y,path_length_m,max_speed_mps,closest_final_goal_distance_m,observed_open_time_s,observed_open_x,observed_open_y,observed_close_time_s,observed_close_x,observed_close_y,trap_collisions,trap_min_surface_distance_m,trap_clearance_m,trap_x,trap_y,trigger_x,trigger_y,trigger_mismatch_deg,trap_count,trap_spacing_m,trap_start_offset_m,trap_first_distance_m,trap_last_distance_m,trigger_speed_mps,trap_input_time_s,trap_kept_time_s,trap_keep_delay_s,input_body_relative_deg,input_velocity_relative_deg,kept_body_relative_deg,kept_velocity_relative_deg,trigger_trap_distance_m,trigger_trap_body_relative_deg,trigger_trap_velocity_relative_deg,trigger_trap_angular_radius_deg,trigger_predicted_x,trigger_predicted_y,trigger_trap_nudge_deg,trigger_trap_nudge_lateral_m,event,valid_spawn,invalid_reasons,spawn_time_s,spawn_wall_time_s,trigger_evaluation_time_s,trigger_evaluation_wall_time_s,side,trigger_threshold_x,trigger_z,trigger_yaw_deg,trigger_velocity_yaw_deg,trigger_cruise_duration_s,trigger_cruise_qualified,min_trigger_speed_mps,min_cruise_s,max_trigger_abs_y_m,max_trigger_velocity_yaw_deg,trigger_abs_y_diagnostic_ok,trigger_velocity_yaw_diagnostic_ok,wall_x,blocker_x,blocker_y,wall_y_min,wall_y_max,short_endpoint_y,short_endpoint_x,long_endpoint_y,long_endpoint_x,short_endpoint_inner_edge_deg,long_endpoint_inner_edge_deg,barrier_frame,local_blocker_forward_m,local_short_endpoint_forward_m,local_short_endpoint_lateral_m,local_long_endpoint_forward_m,local_long_endpoint_lateral_m,wall_radius_m,wall_height_m,wall_cylinder_count,wall_center_spacing_m,wall_point_count,horizon_m,intensity,matched_prefix,filter_half_angle_deg,filter_stall_v,filter_stall_t,filter_resume_v,filter_resume_t,filter_velocity_yaw_update_v,filter_frames,filter_published_frames,filter_rate_limited_frames,filter_max_publish_hz,filter_publish_duty_pct,filter_input_points,filter_kept_points,filter_kept_pct,filter_armed,filter_armed_duty_pct,filter_open,filter_open_duty_pct,filter_open_point_duty_pct,filter_recovery_active,filter_open_burst_s,filter_open_cooldown_s,filter_near_field_radius_m,filter_near_field_speed_gain_s,filter_near_field_max_radius_m,filter_max_effective_near_field_radius_m,filter_arm_transitions,filter_open_transitions,filter_close_transitions,filter_first_transition_time_s,filter_first_arm_time_s,filter_first_stall_candidate_time_s,filter_first_open_stall_start_time_s,filter_first_open_time_s,filter_first_open_delay_s,filter_first_close_time_s,filter_first_open_duration_s,filter_stall_candidate_count,filter_max_stall_candidate_duration_s,filter_min_armed_closed_speed_mps,filter_replan_guard_en,filter_replan_guard_bounded,filter_replan_guard_active,filter_replan_guard_burst_s,filter_replan_guard_cooldown_s,filter_replan_fail_streak_open,filter_replan_ok_streak_close,filter_replan_guard_open,filter_replan_guard_open_transitions,filter_replan_guard_close_transitions,filter_replan_guard_open_duty_pct,filter_replan_status_count,filter_replan_fail_count,filter_max_replan_fail_streak,filter_first_replan_guard_open_time_s,recovery_triggered,recovery_reclosed,recovery_spawn_after_arm,recovery_open_after_spawn,recovery_open_during_hold,recovery_success,mission_driver_phase,mission_driver_start_delay_s,mission_driver_approach_radius_m,mission_driver_hold_low_speed_s,mission_driver_low_speed_v,mission_driver_approach_start_time_s,mission_driver_approach_start_wall_time_s,mission_driver_approach_start_speed_mps,mission_driver_hold_start_time_s,mission_driver_hold_start_wall_time_s,mission_driver_hold_start_speed_mps,mission_driver_hold_start_distance_m,mission_driver_release_time_s,mission_driver_release_wall_time_s,mission_driver_release_speed_mps,mission_driver_release_low_speed_duration_s,pts_mean,total_ms_mean,raycast_ms_mean,update_ms_mean,inflation_ms_mean,kept_pct,fsm_cpu_pct,filter_cpu_pct,monitor_cpu_pct,perf_row_start,perf_row_end,input_distance_m,kept_distance_m
seed3,1,adaptive,,strict-burst,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.25,5,5,0,0.458,True,444850,0,0.549,0.349,,,,,,,0,,,,,,,,,,,../../tmp/adaptive_replan060_cap5_strict_v7_seed1_10_n5_20260822_artifacts/seed3_run1_adaptive.json,7823,6661,0.663,-1.327,1.895,-26.736,24.025,-24.639,26.755,223.284,7.0,0.0,1787402707.802853,2.923,3.277,1787402708.446507,3.842,4.349,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,493,318,175,5.0,64.503,10460951,4504569,43.061,True,24.544,False,16.227,17.445,False,0.6,1.4,1.5,0.2,3.0,2.899638,1,0,0,1787402763.628505,1787402763.628505,1787402763.838446,,,,,,17,0.659673,0.0,True,True,False,0.6,1.4,3,15,False,29,29,16.227,280,212,11,1787402707.802014,,,,,,,,,,,,,,,,,,,,,,,13114.09225092251,14.09374143911439,8.886244870848708,5.205727601476015,1.6291723468634687,43.061,63.13493970444647,11.136851787116505,27.295394387796307,0,271,,
seed3,2,adaptive,,strict-burst,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.91,5,5,0,0.447,True,444850,0,0.496,0.296,,,,,,,0,,,,,,,,,,,../../tmp/adaptive_replan060_cap5_strict_v7_seed1_10_n5_20260822_artifacts/seed3_run2_adaptive.json,8189,6919,0.595,-1.375,2.223,-25.176,24.025,-24.822,24.254,223.303,7.0,0.0,1787402796.332114,2.61,2.91,1787402797.037782,3.844,4.351,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,515,320,195,5.0,62.136,11210661,4627192,41.275,False,0.0,False,19.223,19.923,False,0.6,1.4,1.5,0.2,3.0,2.89877,0,0,0,,,,,,,,,0,0.0,,True,True,False,0.6,1.4,3,15,False,30,30,19.223,319,212,12,1787402796.331062,,,,,,,,,,,,,,,,,,,,,,,13946.252631578947,15.420342245614034,9.52957,5.888851578947369,1.7849017228070176,41.275,62.617041713809385,11.189690846393935,25.949145871632627,0,285,,
seed3,3,adaptive,,strict-burst,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.73,5,5,0,0.425,True,444850,0,0.518,0.318,,,,,,,0,,,,,,,,,,,../../tmp/adaptive_replan060_cap5_strict_v7_seed1_10_n5_20260822_artifacts/seed3_run3_adaptive.json,6572,5431,0.495,-1.384,1.473,-24.195,24.025,-24.169,27.085,223.549,7.0,0.0,1787402888.701238,2.52,2.805,1787402889.326134,4.535,5.133,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,449,296,153,5.0,65.924,9596143,4345501,45.284,True,1.782,False,22.717,23.474,False,0.6,1.4,1.5,0.2,3.0,2.898936,1,0,0,1787402953.529256,1787402953.529256,1787402953.989311,,,,,,1,0.510192,0.0,True,True,False,0.6,1.4,3,15,False,27,27,22.717,349,244,12,1787402888.699214,,,,,,,,,,,,,,,,,,,,,,,14173.471042471043,15.94281108108108,9.640793667953668,6.3003427413127415,2.024446891891892,45.284,83.35660443024668,10.899509111667053,25.165626465257763,0,259,,
seed3,4,adaptive,,strict-burst,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.61,5,5,0,0.426,True,444850,0,0.437,0.237,,,,,,,0,,,,,,,,,,,../../tmp/adaptive_replan060_cap5_strict_v7_seed1_10_n5_20260822_artifacts/seed3_run4_adaptive.json,7059,6095,0.682,-1.31,1.89,-24.47,24.025,-25.074,27.643,223.638,7.0,0.0,1787402964.881401,3.011,3.381,1787402965.703804,3.826,4.326,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,434,277,157,5.0,63.825,9586422,4130608,43.088,False,0.0,False,21.198,22.172,False,0.6,1.4,1.5,0.2,3.0,2.898279,0,0,0,,,,,,,,,0,0.0,,True,True,False,0.6,1.4,3,15,False,28,28,21.198,305,213,11,1787402964.880499,,,,,,,,,,,,,,,,,,,,,,,14290.329166666666,15.074487125,9.226621708333333,5.846179958333334,1.8784737083333332,43.088,68.90432783382761,10.862644658854999,23.017852681204836,0,240,,
seed3,5,adaptive,,strict-burst,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.44,5,5,0,0.394,True,444850,0,0.424,0.224,,,,,,,0,,,,,,,,,,,../../tmp/adaptive_replan060_cap5_strict_v7_seed1_10_n5_20260822_artifacts/seed3_run5_adaptive.json,7942,6919,1.468,0.298,1.685,-27.383,24.025,-25.833,26.827,225.939,7.0,0.0,1787403045.311339,2.654,2.963,1787403046.117383,3.84,4.335,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,471,311,160,5.0,66.03,10623538,4749137,44.704,True,56.051,False,17.41,17.062,False,0.6,1.4,1.5,0.2,3.0,2.898863,1,0,0,1787403078.124362,1787403078.124362,1787403078.714435,,,,,,33,1.059933,0.0,True,True,False,0.6,1.4,3,15,False,29,29,17.41,332,214,11,1787403045.310577,,,,,,,,,,,,,,,,,,,,,,,14563.103703703704,14.76083751851852,9.267941296296296,5.491263,1.7335072555555555,44.704,63.99028966294169,11.220520165266418,21.062051182304096,0,270,,
seed4,1,adaptive,,strict-burst,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.45,5,5,0,0.367,True,444850,0,0.422,0.222,,,,,,,0,,,,,,,,,,,../../tmp/adaptive_replan060_cap5_strict_v7_seed1_10_n5_20260822_artifacts/seed4_run1_adaptive.json,7944,6840,-0.674,-1.333,1.891,-24.025,24.025,-24.419,26.242,228.66,7.0,0.0,1787403134.561899,1.127,1.431,1787403135.428552,3.12,3.993,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,527,328,199,5.0,62.239,12387377,5694675,45.972,True,72.296,False,24.858,24.46,True,0.6,1.4,1.5,0.2,3.0,2.896456,1,1,0,1787403151.57954,1787403151.57954,1787403151.779468,1787403205.138978,1787403206.348582,1.209604,,,36,1.209604,0.0,True,True,False,0.6,1.4,3,15,False,28,28,21.442,365,240,10,1787403134.560527,,,,,,,,,,,,,,,,,,,,,,,15710.768060836503,15.44699505703422,9.428319885931558,6.0170123574144485,1.9069601939163499,45.972,67.22940597964943,11.172670290214185,24.46859424360934,0,263,,
seed4,2,adaptive,,strict-burst,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.72,5,5,0,0.359,True,444850,0,0.458,0.258,,,,,,,0,,,,,,,,,,,../../tmp/adaptive_replan060_cap5_strict_v7_seed1_10_n5_20260822_artifacts/seed4_run2_adaptive.json,8369,7620,1.144,-0.906,1.829,-24.767,24.025,-26.437,24.526,231.69,7.0,0.0,1787403224.023454,2.203,3.326,1787403224.717183,2.203,3.326,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,639,378,261,5.0,59.155,16818030,7540668,44.837,True,32.864,True,28.951,28.23,True,0.6,1.4,1.5,0.2,3.0,2.898889,1,1,0,1787403278.528722,1787403278.528722,1787403279.928977,1787403279.928977,1787403281.13869,1.209713,,,1,1.209713,0.0,True,True,False,0.6,1.4,3,15,False,28,28,18.153,395,239,10,1787403224.022501,,,,,,,,,,,,,,,,,,,,,,,18182.742372881356,15.899110915254237,9.678884779661017,6.218511491525424,1.843255413559322,44.837,69.97655144487526,11.492957846869187,23.21121730949054,0,295,,
seed4,3,adaptive,,strict-burst,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.08,5,5,0,0.4,True,444850,0,0.469,0.269,,,,,,,0,,,,,,,,,,,../../tmp/adaptive_replan060_cap5_strict_v7_seed1_10_n5_20260822_artifacts/seed4_run3_adaptive.json,7705,6958,1.144,-0.893,1.034,-24.47,24.025,-24.552,26.192,231.476,7.0,0.0,1787403317.400009,1.921,3.016,1787403318.054504,3.137,3.993,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,572,348,224,5.0,60.839,14273901,6376422,44.672,True,30.944,False,20.979,20.23,False,0.6,1.4,1.5,0.2,3.0,2.897737,1,0,0,1787403370.243858,1787403370.243858,1787403370.844217,,,,,,13,1.179584,0.0,True,True,False,0.6,1.4,3,15,False,29,29,20.979,383,228,12,1787403317.399129,,,,,,,,,,,,,,,,,,,,,,,16726.9359430605,14.90352896797153,9.11743049822064,5.784442526690392,1.8279978149466192,44.672,72.79108767717413,11.304320857183917,,0,281,,
seed4,4,adaptive,,strict-burst,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.3,5,5,0,0.393,True,444850,0,0.467,0.267,,,,,,,0,,,,,,,,,,,../../tmp/adaptive_replan060_cap5_strict_v7_seed1_10_n5_20260822_artifacts/seed4_run4_adaptive.json,10806,9775,0.971,-1.11,2.08,-25.755,24.025,-24.524,25.565,237.914,6.999,0.0,1787403405.1088,2.334,3.342,1787403405.780216,3.674,4.376,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,688,450,238,5.0,65.407,18120504,8594334,47.429,True,17.151,False,14.535,12.843,False,0.6,1.4,1.5,0.2,3.0,2.898383,1,0,0,1787403493.708986,1787403493.708986,1787403493.72813,,,,,,11,1.08977,0.0,True,True,False,0.6,1.4,3,15,False,28,28,14.535,393,241,12,1787403405.107688,,,,,,,,,,,,,,,,,,,,,,,17049.434131736525,13.629382514970061,8.717379071856287,4.9103014371257485,1.4306181047904192,47.429,55.128050056515,12.014114665558196,27.635289035008178,0,334,,
seed4,5,adaptive,,strict-burst,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,5,5,0,0.397,True,444850,0,0.464,0.264,,,,,,,0,,,,,,,,,,,../../tmp/adaptive_replan060_cap5_strict_v7_seed1_10_n5_20260822_artifacts/seed4_run5_adaptive.json,7544,6609,1.066,-0.978,1.471,-24.38,24.025,-24.656,25.693,225.985,7.0,0.0,1787403523.166519,1.882,2.964,1787403524.022144,3.227,4.055,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,537,326,211,5.0,60.708,13134210,5655179,43.057,True,18.622,False,18.622,18.292,False,0.6,1.4,1.5,0.2,3.0,2.898944,1,0,0,1787403585.978712,1787403585.978712,1787403586.048711,,,,,,8,1.060007,0.0,True,True,False,0.6,1.4,3,15,False,27,27,18.622,361,212,12,1787403523.164223,,,,,,,,,,,,,,,,,,,,,,,15815.875471698113,15.466036452830188,9.552004566037736,5.912312,1.845150475471698,43.057,69.82536548063825,11.49319699318827,22.521732840171083,0,265,,
seed5,1,adaptive,,strict-burst,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.16,5,5,0,0.413,True,635500,0,0.491,0.291,,,,,,,0,,,,,,,,,,,../../tmp/adaptive_replan060_cap5_strict_v7_seed1_10_n5_20260822_artifacts/seed5_run1_adaptive.json,6815,5470,0.901,-1.002,1.954,-25.172,24.025,-26.212,25.285,228.185,7.001,0.228,1787403608.600668,3.114,3.131,1787403609.222524,4.724,4.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,537,321,216,5.0,59.777,14967527,6307370,42.14,False,0.0,False,21.788,21.835,False,0.6,1.4,1.5,0.2,3.0,2.899331,0,0,0,,,,,,,,,0,0.0,,True,True,False,0.6,1.4,3,15,False,26,26,21.788,392,246,14,1787403608.599677,,,,,,,,,,,,,,,,,,,,,,,18042.97701149425,18.205161072796937,10.96787969348659,7.235589808429118,2.394588478927203,42.14,83.02744382074083,11.329830788441726,24.588773047243865,0,261,,
seed5,2,adaptive,,strict-burst,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.21,5,5,0,0.214,True,635500,0,0.3,0.1,,,,,,,0,,,,,,,,,,,../../tmp/adaptive_replan060_cap5_strict_v7_seed1_10_n5_20260822_artifacts/seed5_run2_adaptive.json,7520,6210,0.918,-1.134,1.567,-24.574,24.025,-24.96,26.128,228.678,7.001,0.0,1787403686.880718,2.832,2.831,1787403687.566911,4.913,4.509,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,477,315,162,5.0,66.038,12846676,5824139,45.336,True,15.514,False,23.061,23.164,False,0.6,1.4,1.5,0.2,3.0,2.899294,1,0,0,1787403750.736061,1787403750.736061,1787403750.866186,,,,,,9,0.619748,0.0,True,True,False,0.6,1.4,3,15,False,30,30,23.061,340,224,9,1787403686.879864,,,,,,,,,,,,,,,,,,,,,,,16462.58870967742,16.37923495967742,9.765724435483872,6.611851814516129,2.190336157258064,45.336,66.26393274918607,11.247851531714833,,0,248,,
seed5,3,adaptive,,strict-burst,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.58,5,5,0,0.377,True,635500,0,0.456,0.256,,,,,,,0,,,,,,,,,,,../../tmp/adaptive_replan060_cap5_strict_v7_seed1_10_n5_20260822_artifacts/seed5_run3_adaptive.json,7857,6610,0.983,-1.088,2.184,-23.975,24.025,-27.389,24.662,227.823,7.0,0.0,1787403772.202713,1.525,1.507,1787403772.855129,4.367,4.525,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,499,327,172,5.0,65.531,13937382,6597665,47.338,False,0.0,False,20.842,20.625,False,0.6,1.4,1.5,0.2,3.0,2.898645,0,0,0,,,,,,,,,0,0.0,,True,True,False,0.6,1.4,3,15,False,27,27,20.842,329,225,11,1787403772.198386,,,,,,,,,,,,,,,,,,,,,,,18546.925196850392,16.37423381889764,9.931408661417322,6.441069842519685,2.1598815629921257,47.338,64.72308942079968,11.437060853892778,25.69838206057687,0,254,,
seed5,4,adaptive,,strict-burst,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.01,5,5,0,0.419,True,635500,0,0.483,0.283,,,,,,,0,,,,,,,,,,,../../tmp/adaptive_replan060_cap5_strict_v7_seed1_10_n5_20260822_artifacts/seed5_run4_adaptive.json,7300,5850,0.99,-1.125,1.662,-25.735,24.025,-24.907,24.533,228.718,7.0,0.0,1787403860.709851,3.301,3.333,1787403861.401712,4.833,4.352,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,546,334,212,5.0,61.172,15597990,6776286,43.443,True,65.568,False,21.062,21.771,False,0.6,1.4,1.5,0.2,3.0,2.896696,1,0,0,1787403885.55399,1787403885.55399,1787403885.76424,,,,,,34,0.979556,0.0,True,True,False,0.6,1.4,3,15,False,27,27,21.062,383,249,14,1787403860.708501,,,,,,,,,,,,,,,,,,,,,,,17721.19379844961,16.651243294573643,10.008199806201551,6.641481744186047,2.2248748565891474,43.443,77.52122099232689,11.133964673448613,25.346855987173864,0,258,,
seed5,5,adaptive,,strict-burst,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.28,5,5,0,0.39,True,635500,0,0.511,0.311,,,,,,,0,,,,,,,,,,,../../tmp/adaptive_replan060_cap5_strict_v7_seed1_10_n5_20260822_artifacts/seed5_run5_adaptive.json,8727,7500,1.304,-0.651,1.837,-25.426,24.364,-25.814,25.342,227.585,7.0,0.0,1787403944.078156,2.832,2.831,1787403944.760567,4.814,4.33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,546,347,199,5.0,63.553,14345701,5941296,41.415,False,0.0,False,16.3,17.521,False,0.6,1.4,1.5,0.2,3.0,2.898129,0,0,0,,,,,,,,,0,0.0,,True,True,False,0.6,1.4,3,15,False,28,28,16.3,325,214,9,1787403944.076796,,,,,,,,,,,,,,,,,,,,,,,15789.0,15.558582828282828,9.726374511784512,5.830473535353535,1.8333706161616161,41.415,56.497511378986665,12.087980060826824,,0,297,,
seed6,1,adaptive,,strict-burst,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.38,5,5,0,0.324,True,635500,0,0.326,0.126,,,,,,,0,,,,,,,,,,,../../tmp/adaptive_replan060_cap5_strict_v7_seed1_10_n5_20260822_artifacts/seed6_run1_adaptive.json,10037,9004,0.703,-1.271,1.895,-24.867,24.025,-25.027,27.502,235.053,7.0,0.0,1787404041.352084,2.374,3.191,1787404041.960247,4.074,4.788,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,575,381,194,5.0,66.261,16952044,8467079,49.947,True,48.696,False,27.826,25.269,True,0.6,1.4,1.5,0.2,3.0,2.898184,1,1,0,1787404090.329641,1787404090.329641,1787404092.04974,1787404094.249848,1787404095.449928,1.20008,,,2,1.20008,0.0,True,True,False,0.6,1.4,3,15,False,27,27,16.0,341,193,11,1787404041.350617,,,,,,,,,,,,,,,,,,,,,,,20154.43956043956,16.846168424908427,10.467490695970696,6.377001315018315,2.0608694871794873,49.947,52.674571456806504,12.260952738856803,23.07427274594513,0,273,,
seed6,2,adaptive,,strict-burst,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.18,5,5,0,0.366,True,635500,0,0.46,0.26,,,,,,,0,,,,,,,,,,,../../tmp/adaptive_replan060_cap5_strict_v7_seed1_10_n5_20260822_artifacts/seed6_run2_adaptive.json,9318,7810,0.635,-1.327,1.818,-26.606,24.324,-26.589,25.599,231.3,7.102,0.0,1787404152.016428,2.698,3.721,1787404152.730864,3.676,4.899,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,497,345,152,5.0,69.416,13614571,6524665,47.924,False,0.0,False,15.292,16.237,False,0.6,1.4,1.5,0.2,3.0,2.904457,0,0,0,,,,,,,,,0,0.0,,True,True,False,0.6,1.4,3,15,False,26,26,15.292,305,196,11,1787404152.015156,,,,,,,,,,,,,,,,,,,,,,,17016.985559566787,14.328264368231046,8.892558231046932,5.433998729241877,1.8046753610108304,47.924,53.340154470251235,11.619206670753345,,0,277,,
seed6,3,adaptive,,strict-burst,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.77,5,5,0,0.393,True,635500,0,0.447,0.247,,,,,,,0,,,,,,,,,,,../../tmp/adaptive_replan060_cap5_strict_v7_seed1_10_n5_20260822_artifacts/seed6_run3_adaptive.json,9676,8690,0.675,-1.327,1.815,-26.203,24.025,-24.659,29.612,229.309,7.0,0.0,1787404255.263376,2.519,2.663,1787404255.998768,3.156,4.262,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,566,363,203,5.0,64.134,15702472,7099099,45.21,False,0.0,False,17.845,18.077,False,0.6,1.4,1.5,0.2,3.0,2.899586,0,0,0,,,,,,,,,0,0.0,,True,True,False,0.6,1.4,3,15,False,32,32,17.845,335,215,9,1787404255.259614,,,,,,,,,,,,,,,,,,,,,,,17383.957894736843,15.004354,9.364265578947368,5.638378140350877,1.8439510315789474,45.21,56.35843582612475,11.784815895227347,24.60074045109463,0,285,,
seed6,4,adaptive,,strict-burst,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.55,5,5,0,0.41,True,635500,0,0.472,0.272,,,,,,,0,,,,,,,,,,,../../tmp/adaptive_replan060_cap5_strict_v7_seed1_10_n5_20260822_artifacts/seed6_run4_adaptive.json,8154,7375,0.83,-1.148,1.896,-24.236,24.025,-26.633,26.898,230.699,7.0,0.0,1787404362.554815,2.728,3.177,1787404363.206269,3.654,5.043,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,550,352,198,5.0,64.0,15649497,7243358,46.285,False,0.0,False,18.727,19.061,False,0.6,1.4,1.5,0.2,3.0,2.899741,0,0,0,,,,,,,,,0,0.0,,True,True,False,0.6,1.4,3,15,False,24,24,18.727,405,216,12,1787404362.553847,,,,,,,,,,,,,,,,,,,,,,,18554.185185185186,16.124144592592593,9.872156222222221,6.2501838148148146,2.1186714185185185,46.285,65.47045337153004,11.831897447230936,24.212969237724664,0,270,,
