map,run,mode,experiment_profile,success,run_valid,monitor_type,monitor_flight_cpu_pct,live_cloud_enabled,preflight_ready,preflight_cloud_messages,preflight_odom_messages,goal_messages,position_command_messages,trajectory_flag2_messages,trajectory_flag3_messages,guard_stop_detected,guard_stop_time_s,shadow_safe_candidates,shadow_unsafe_candidates,shadow_skipped_candidates,shadow_validated_candidates,shadow_geometric_unsafe,shadow_map_race,shadow_other_indeterminate,shadow_unsafe_exp,shadow_unsafe_appended_backup,shadow_unsafe_carry_backup,shadow_unsafe_stitch,shadow_validation_ms_mean,shadow_validation_ms_max,shadow_contact_events_with_epoch,shadow_contacts_with_prior_unsafe,shadow_contacts_without_prior_unsafe,shadow_geometric_unsafe_followed_by_contact,shadow_geometric_unsafe_not_followed_by_contact,shadow_nearest_prediction_error_s,shadow_correlated_segments,first_position_command_s,first_trajectory_flag2_s,first_trajectory_flag3_s,max_position_command_gap_s,first_motion_s,start_pose_error_m,start_pose_valid,odom_gap_limit_s,max_odom_gap_s,odom_gap_valid,mission_time_s,waypoints_reached,n_waypoints,collisions,min_clearance_m,static_pcd_collisions,static_pcd_min_distance_m,static_pcd_clearance_m,static_pcd_contact_r015,static_pcd_contact_r020,static_pcd_contact_r025,static_pcd_episodes_r015,static_pcd_episodes_r020,static_pcd_episodes_r025,contact_event_count,first_contact_kind,first_contact_time_s,first_contact_distance_m,first_contact_x,first_contact_y,first_contact_z,first_contact_speed_mps,first_contact_nearest_x,first_contact_nearest_y,first_contact_nearest_z,forensics_json,samples,clearance_samples,final_x,final_y,final_z,min_x,max_x,min_y,max_y,path_length_m,max_speed_mps,closest_final_goal_distance_m,observed_open_time_s,observed_open_x,observed_open_y,observed_close_time_s,observed_close_x,observed_close_y,trap_collisions,trap_min_surface_distance_m,trap_clearance_m,trap_x,trap_y,trigger_x,trigger_y,trigger_mismatch_deg,trap_count,trap_spacing_m,trap_start_offset_m,trap_first_distance_m,trap_last_distance_m,trigger_speed_mps,trap_input_time_s,trap_kept_time_s,trap_keep_delay_s,input_body_relative_deg,input_velocity_relative_deg,kept_body_relative_deg,kept_velocity_relative_deg,trigger_trap_distance_m,trigger_trap_body_relative_deg,trigger_trap_velocity_relative_deg,trigger_trap_angular_radius_deg,trigger_predicted_x,trigger_predicted_y,trigger_trap_nudge_deg,trigger_trap_nudge_lateral_m,event,valid_spawn,invalid_reasons,spawn_time_s,spawn_wall_time_s,trigger_evaluation_time_s,trigger_evaluation_wall_time_s,side,trigger_threshold_x,trigger_z,trigger_yaw_deg,trigger_velocity_yaw_deg,trigger_cruise_duration_s,trigger_cruise_qualified,min_trigger_speed_mps,min_cruise_s,max_trigger_abs_y_m,max_trigger_velocity_yaw_deg,trigger_abs_y_diagnostic_ok,trigger_velocity_yaw_diagnostic_ok,wall_x,blocker_x,blocker_y,wall_y_min,wall_y_max,short_endpoint_y,short_endpoint_x,long_endpoint_y,long_endpoint_x,short_endpoint_inner_edge_deg,long_endpoint_inner_edge_deg,barrier_frame,local_blocker_forward_m,local_short_endpoint_forward_m,local_short_endpoint_lateral_m,local_long_endpoint_forward_m,local_long_endpoint_lateral_m,wall_radius_m,wall_height_m,wall_cylinder_count,wall_center_spacing_m,wall_point_count,horizon_m,intensity,matched_prefix,filter_half_angle_deg,filter_stall_v,filter_stall_t,filter_resume_v,filter_resume_t,filter_velocity_yaw_update_v,filter_frames,filter_input_points,filter_kept_points,filter_kept_pct,filter_armed,filter_armed_duty_pct,filter_open,filter_open_duty_pct,filter_open_point_duty_pct,filter_arm_transitions,filter_open_transitions,filter_close_transitions,filter_first_transition_time_s,filter_first_arm_time_s,filter_first_stall_candidate_time_s,filter_first_open_stall_start_time_s,filter_first_open_time_s,filter_first_open_delay_s,filter_first_close_time_s,filter_first_open_duration_s,filter_stall_candidate_count,filter_max_stall_candidate_duration_s,filter_min_armed_closed_speed_mps,recovery_triggered,recovery_reclosed,recovery_spawn_after_arm,recovery_open_after_spawn,recovery_open_during_hold,recovery_success,mission_driver_phase,mission_driver_start_delay_s,mission_driver_approach_radius_m,mission_driver_hold_low_speed_s,mission_driver_low_speed_v,mission_driver_approach_start_time_s,mission_driver_approach_start_wall_time_s,mission_driver_approach_start_speed_mps,mission_driver_hold_start_time_s,mission_driver_hold_start_wall_time_s,mission_driver_hold_start_speed_mps,mission_driver_hold_start_distance_m,mission_driver_release_time_s,mission_driver_release_wall_time_s,mission_driver_release_speed_mps,mission_driver_release_low_speed_duration_s,pts_mean,total_ms_mean,raycast_ms_mean,update_ms_mean,inflation_ms_mean,kept_pct,fsm_cpu_pct,filter_cpu_pct,monitor_cpu_pct,perf_row_start,perf_row_end,input_distance_m,kept_distance_m
seed4,1,full_control_v10,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.64,5,5,1,0.18,0,,,,,,,,,1,live_cloud,6.0726,0.17985,7.764080047607422,20.90312957763672,1.3995200395584106,9.59629,7.737430095672607,20.726520538330078,1.3783799409866333,results/native_dense_shadow_fast_dt005_ab_n10_forensics/seed4_run1_full_control_v10.json,2661,2027,0.95,-1.106,1.839,-26.832,23.967,-24.811,24.174,221.87,10.0,0.42,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,141,2551419,2551419,100.0,False,0.0,True,100.0,100.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,18051.584269662922,5.385285505617977,1.0993973483146067,4.2846295393258425,2.5678124719101127,100.0,83.92619907722995,8.490096039625264,,4,93,,
seed4,1,full_shadow_v10,,True,,,,,,,,,,,,,,319,32,0,351,32,0,0,8,23,0,1,0.14762962962962964,6.246,3,3,0,11,21,0.0008161067962646484,APPENDED_BACKUP;EXP,,,,,,,,,,,28.79,5,5,3,0.105,0,,,,,,,,,3,live_cloud,4.4353,0.16694,19.413129806518555,19.191829681396484,0.8367599844932556,8.64971,19.35828971862793,19.349430084228516,0.8417199850082397,results/native_dense_shadow_fast_dt005_ab_n10_forensics/seed4_run1_full_shadow_v10.json,2872,2110,1.292,-0.754,1.26,-24.804,24.025,-25.094,31.351,223.076,9.999,0.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,191,3724684,3724684,100.0,False,0.0,True,100.0,100.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,19813.933333333334,6.468611185185185,1.4236456962962962,5.043519177777777,3.0838549333333334,100.0,103.35885909427108,10.786548223914332,26.80792943082331,0,135,,
seed4,2,full_shadow_v10,,True,,,,,,,,,,,,,,333,37,0,370,37,0,0,9,28,0,0,0.2598054054054054,10.204,0,0,0,0,37,,,,,,,,,,,,,27.74,5,5,0,0.344,0,,,,,,,,,0,,,,,,,,,,,results/native_dense_shadow_fast_dt005_ab_n10_forensics/seed4_run2_full_shadow_v10.json,2768,2225,1.463,-0.164,1.248,-24.932,24.03,-23.944,25.052,222.268,9.998,0.287,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,178,3522780,3522780,100.0,False,0.0,True,100.0,100.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,20296.137931034482,6.894054568965517,1.4423435862068965,5.450186017241379,3.3367825172413794,100.0,105.31784397033321,10.571516520800715,23.801803669057847,0,116,,
seed4,2,full_control_v10,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.88,5,5,0,0.394,0,,,,,,,,,0,,,,,,,,,,,results/native_dense_shadow_fast_dt005_ab_n10_forensics/seed4_run2_full_control_v10.json,2781,2224,1.449,-0.046,1.965,-28.131,24.024,-25.381,25.131,222.116,10.0,0.315,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,238,5109217,5109217,100.0,False,0.0,True,100.0,100.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,22630.208333333332,6.4825527604166675,1.6782664895833335,4.802544401041667,2.7818983541666666,100.0,109.39590082147105,11.465122467286676,28.034187952216953,0,192,,
seed5,1,full_control_v10,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.96,5,5,2,0.026,0,,,,,,,,,2,live_cloud,8.8579,0.1876,-11.397720336914062,21.835800170898438,2.17618989944458,9.76647,-11.524419784545898,21.972909927368164,2.1577401161193848,results/native_dense_shadow_fast_dt005_ab_n10_forensics/seed5_run1_full_control_v10.json,2787,2103,1.028,-1.049,2.007,-24.693,25.009,-26.318,25.562,225.445,10.0,0.35,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,170,3934398,3934398,100.0,False,0.0,True,100.0,100.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,23768.041666666668,8.076774499999999,1.7512396083333333,6.3239113583333335,3.7618644416666664,100.0,105.47136580138364,10.718792456658885,25.806441164137798,0,120,,
seed5,1,full_shadow_v10,,True,,,,,,,,,,,,,,298,24,0,322,24,0,0,5,19,0,0,0.1743136645962733,9.243,2,0,2,1,23,,,,,,,,,,,,,27.76,5,5,2,0.017,0,,,,,,,,,2,live_cloud,21.5681,0.1772,10.247900009155273,-23.697280883789062,2.2766799926757812,9.75123,10.389289855957031,-23.80402946472168,2.272749900817871,results/native_dense_shadow_fast_dt005_ab_n10_forensics/seed5_run1_full_shadow_v10.json,2766,2121,1.026,-1.068,2.14,-27.503,24.753,-25.68,26.295,223.187,10.0,0.319,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,142,3444090,3444090,100.0,False,0.0,True,100.0,100.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,25325.296703296703,8.7203,1.6775334835164835,7.041326065934066,4.381395494505495,100.0,108.05188647646249,10.71026814142726,27.07659891636866,0,91,,
seed5,2,full_shadow_v10,,True,,,,,,,,,,,,,,299,28,0,327,28,0,0,8,19,0,1,0.18136085626911314,8.267,6,6,0,6,22,0.6590337753295898,APPENDED_BACKUP;EXP,,,,,,,,,,,27.93,5,5,6,0.016,0,,,,,,,,,6,live_cloud,2.3924,0.17332,15.072019577026367,13.334380149841309,1.7389700412750244,9.9564,15.012999534606934,13.493610382080078,1.704300045967102,results/native_dense_shadow_fast_dt005_ab_n10_forensics/seed5_run2_full_shadow_v10.json,2786,2043,1.08,-0.96,2.38,-26.03,24.025,-24.901,25.935,220.026,9.993,0.139,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,171,4379178,4379178,100.0,False,0.0,True,100.0,100.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,25284.366972477063,7.911914311926605,1.779305862385321,6.130962871559633,3.708193486238532,100.0,106.6287755760913,10.70970378013154,25.559864026807386,0,109,,
seed5,2,full_control_v10,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.26,5,5,1,0.143,0,,,,,,,,,1,live_cloud,1.4881,0.15985,7.651710033416748,9.220370292663574,0.8686299920082092,9.8963,7.805309772491455,9.176460266113281,0.863099992275238,results/native_dense_shadow_fast_dt005_ab_n10_forensics/seed5_run2_full_control_v10.json,2819,2113,1.033,-1.06,2.371,-24.712,24.024,-25.721,26.362,222.499,9.997,0.29,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,195,4914636,4914636,100.0,False,0.0,True,100.0,100.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,25800.057142857142,7.943796142857142,1.7814334642857144,6.1608306142857145,3.672129121428571,100.0,106.67080481824121,10.719028105476154,27.37171881069677,0,140,,
seed6,1,full_control_v10,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.94,5,5,4,0.015,0,,,,,,,,,4,live_cloud,2.2448,0.17525,9.340049743652344,10.196649551391602,1.8090699911117554,9.49894,9.474320411682129,10.305609703063965,1.7805299758911133,results/native_dense_shadow_fast_dt005_ab_n10_forensics/seed6_run1_full_control_v10.json,2884,2292,0.756,-1.23,1.969,-24.324,24.027,-24.891,24.995,220.495,9.999,0.367,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,165,4169006,4169006,100.0,False,0.0,True,100.0,100.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,26306.82,8.8072468,1.8924108,6.91317317,4.296843310000001,100.0,102.62692676055828,10.342126151729397,,0,100,,
seed6,1,full_shadow_v10,,True,,,,,,,,,,,,,,294,46,0,340,46,0,0,15,31,0,0,0.2783764705882353,11.883,5,5,0,6,40,0.031142711639404297,APPENDED_BACKUP;EXP,,,,,,,,,,,29.41,5,5,5,0.006,0,,,,,,,,,5,live_cloud,1.6595,0.16388,8.348230361938477,9.406290054321289,1.4597300291061401,9.98675,8.489509582519531,9.335729598999023,1.5035500526428223,results/native_dense_shadow_fast_dt005_ab_n10_forensics/seed6_run1_full_shadow_v10.json,2932,2107,0.876,-1.208,2.252,-27.97,24.006,-24.995,26.552,222.865,10.0,0.204,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,202,5798883,5798883,100.0,False,0.0,True,100.0,100.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,28230.964285714286,7.900880642857143,1.8972042214285714,6.002053435714286,3.6468000571428574,100.0,105.0757053710575,10.727961530956987,26.553689036594697,0,140,,
