map,mode,n,complete,completion_pct,collision_runs,collision_events,run_valid_count,speed_limit_valid_count,resource_valid_count,first_attempt_count,retry_total,resource_abort_total,algorithm_cpu_scope,end_to_end_cpu_scope,mission_time_mean_all_s,mission_time_sd_all_s,mission_time_mean_success_s,mission_time_min_s,mission_time_max_s,clearance_mean_m,clearance_min_m,clearance_below_0p20_count,effective_full_open_total,effective_full_open_mean,system_available_min_mib,system_peak_swap_max_mib,psi_some_avg10_max,psi_full_avg10_max,preflight_wait_mean_s,mission_time_s,map_compute_ms_per_frame,algorithm_cores_mean,algorithm_core_s,algorithm_cores_p95_1s,algorithm_peak_pss_mib,end_to_end_cores_mean,end_to_end_core_s,end_to_end_cores_p95_1s,end_to_end_peak_pss_mib,planner_ingress_mib_s,dds_algorithm_mib_s
occ_c_r2_occ,sector,1,1,100.0,0,0.0,1,1,1,1,0,0,planner_only,simulator+frontend+planner+mission,61.67,0.0,61.67,61.67,61.67,0.226,0.226,0,0,0.0,5626.99609375,2046.578125,0.0,0.0,5.007049808045849,61.67,11.879087433489827,1.0973646750947244,70.042381,1.2748922535446405,3161.833984375,1.3663872019714616,87.213499,1.5432675827352387,3432.6484375,2.883261329102829,2.883261329102829
occ_c_r2_occ,adaptive,1,1,100.0,0,0.0,1,1,1,1,0,0,planner_only,simulator+frontend+planner+mission,66.02,0.0,66.02,66.02,66.02,0.204,0.204,0,23,23.0,5571.48046875,2046.57421875,0.0,0.0,5.00557400402613,66.02,23.773624264705884,1.122737823610362,76.248397,1.3479604015973148,3177.9375,1.4430819642551356,98.003901,1.669783460215198,3484.169921875,2.4254512295727295,2.4281891791324335
occ_c_r3_nom,full,1,1,100.0,0,0.0,1,1,1,1,0,0,simulator+planner,simulator+frontend+planner+mission,65.15,0.0,65.15,65.15,65.15,0.283,0.283,0,0,,5515.51171875,2046.57421875,0.0,0.0,5.005725952039938,65.15,47.21365269461078,1.6607262631271063,112.032859,1.8921617635968135,3492.8994140625,1.7224428231806148,116.196268,1.9579527603575688,3541.1513671875,10.97061206996212,
occ_c_r3_nom,sector,1,1,100.0,0,0.0,1,1,1,1,0,0,planner_only,simulator+frontend+planner+mission,61.82,0.0,61.82,61.82,61.82,0.268,0.268,0,0,0.0,5556.66015625,2046.57421875,0.0,0.0,5.006024114962202,61.82,12.217141347962382,1.0892986035794507,69.400137,1.2871395033032644,3160.943359375,1.352683454203075,86.180609,1.5594809289581173,3499.7841796875,2.958481923464007,2.958481923464007
occ_c_r3_nom,adaptive,1,1,100.0,0,0.0,1,1,1,1,0,0,planner_only,simulator+frontend+planner+mission,60.94,0.0,60.94,60.94,60.94,0.154,0.154,1,22,22.0,5494.1328125,2046.57421875,0.0,0.0,5.007571762020234,60.94,23.66448481792717,1.0979908238740992,68.797862,1.3099445621939003,3174.7255859375,1.4349982840346989,89.914061,1.6509411822346312,3559.6298828125,2.4720415115982424,2.474745727579125
occ_c_r3_occ,full,1,1,100.0,0,0.0,1,1,1,1,0,0,simulator+planner,simulator+frontend+planner+mission,65.47,0.0,65.47,65.47,65.47,0.27,0.27,0,0,,5534.5078125,2046.57421875,0.0,0.0,5.005554934032261,65.47,45.52902360902256,1.6374786480305643,109.919642,1.862225490994256,3459.759765625,1.6995021078747394,114.083114,1.9314116279566642,3507.8759765625,10.812921117640132,
occ_c_r3_occ,sector,1,1,100.0,0,0.0,1,1,1,1,0,0,planner_only,simulator+frontend+planner+mission,67.53,0.0,67.53,67.53,67.53,0.252,0.252,0,0,0.0,5564.98828125,2046.57421875,0.0,0.0,5.006085121014621,67.53,12.702634782608696,1.1187530548970246,77.118768,1.3063593086222356,3156.955078125,1.3940376668107082,96.094904,1.581830017003361,3456.9619140625,3.219128008085093,3.219128008085093
occ_c_r3_occ,adaptive,1,1,100.0,0,0.0,1,1,1,1,0,0,planner_only,simulator+frontend+planner+mission,66.02,0.0,66.02,66.02,66.02,0.273,0.273,0,23,23.0,5482.53125,2046.57421875,0.0,0.0,5.005587532010395,66.02,23.443379365482237,1.0957132013575483,74.46827,1.3559330703586996,3178.0439453125,1.413081550890963,96.037666,1.6833882478538993,3561.720703125,2.5244699539975013,2.527200103131109
occ_c_r4_nom,full,1,1,100.0,0,0.0,1,1,1,1,0,0,simulator+planner,simulator+frontend+planner+mission,80.09,0.0,80.09,80.09,80.09,0.286,0.286,0,0,,5478.85546875,2046.57421875,0.0,0.0,5.0049119259929284,80.09,46.59055985221675,1.584098626228955,129.961002,1.9835805605946515,3490.0224609375,1.6451902790351822,134.973021,2.0464968664777587,3538.16796875,11.648829061598914,
occ_c_r4_nom,sector,1,1,100.0,0,0.0,1,1,1,1,0,0,planner_only,simulator+frontend+planner+mission,73.49,0.0,73.49,73.49,73.49,0.288,0.288,0,0,0.0,5524.1328125,2046.57421875,0.0,0.0,5.007062928983942,73.49,13.329827933774833,1.0298774844807626,77.678955,1.3000268330130336,3187.26171875,1.3011167235541992,98.137292,1.5894834458921132,3509.1767578125,3.5634665671522594,3.5634665671522594
occ_c_r4_nom,adaptive,1,1,100.0,0,0.0,1,1,1,1,0,0,planner_only,simulator+frontend+planner+mission,60.45,0.0,60.45,60.45,60.45,0.249,0.249,0,17,17.0,5500.88671875,2046.57421875,0.0,0.0,5.007244756037835,60.45,30.819314197530865,1.142915753854763,71.596103,1.3929867390591382,3175.18359375,1.465851885539034,91.825913,1.7087874257765456,3540.4970703125,2.568667548268762,2.571388004829905
occ_c_r4_occ,full,1,1,100.0,0,0.0,1,1,1,1,0,0,simulator+planner,simulator+frontend+planner+mission,64.28,0.0,64.28,64.28,64.28,0.284,0.284,0,0,,5521.046875,2046.8828125,0.0,0.0,5.006011559045874,64.28,48.99180688073394,1.6892598289137253,111.929138,1.953894357895129,3441.8818359375,1.7470013266820663,115.755048,2.016777876949613,3489.76953125,11.747498058278737,
occ_c_r4_occ,sector,1,1,100.0,0,0.0,1,1,1,1,0,0,planner_only,simulator+frontend+planner+mission,68.07,0.0,68.07,68.07,68.07,0.27,0.27,0,0,0.0,5469.90625,2046.57421875,0.0,0.0,5.007600918004755,68.07,12.851991726105563,1.0675223902322397,74.739111,1.295968548840977,3180.2392578125,1.3412340589763234,93.902144,1.578089095470548,3558.265625,3.244354070957947,3.244354070957947
occ_c_r4_occ,adaptive,1,1,100.0,0,0.0,1,1,1,1,0,0,planner_only,simulator+frontend+planner+mission,66.17,0.0,66.17,66.17,66.17,0.218,0.218,0,21,21.0,5449.9296875,2046.8828125,0.0,0.0,5.007359010982327,66.17,30.131393542234335,1.1070166723997574,75.246531,1.3518939807124697,3174.453125,1.4301116097505226,97.208055,1.7308767216592431,3590.6513671875,2.7234984719719035,2.726217243666733
occ_c_r5_nom,full,1,1,100.0,0,0.0,1,1,1,1,0,0,simulator+planner,simulator+frontend+planner+mission,85.35,0.0,85.35,85.35,85.35,0.255,0.255,0,0,,5512.47265625,2046.8828125,0.0,0.0,5.004444300022442,85.35,46.72203174971031,1.540391926224728,134.392182,1.8622633035728058,3437.4365234375,1.5990909779476938,139.513407,1.9217819703532197,3485.6005859375,12.973860711051348,
occ_c_r5_nom,sector,1,1,100.0,0,0.0,1,1,1,1,0,0,planner_only,simulator+frontend+planner+mission,71.52,0.0,71.52,71.52,71.52,0.111,0.111,1,0,0.0,5482.66015625,2046.875,0.0,0.0,5.004497841000557,71.52,12.845273091655267,1.0751480827519917,78.542918,1.2882340008016562,3219.8310546875,1.3581232798184844,99.215138,1.5658516803368676,3506.4873046875,4.378878830263279,4.378878830263279
occ_c_r5_nom,adaptive,1,1,100.0,0,0.0,1,1,1,1,0,0,planner_only,simulator+frontend+planner+mission,73.5,0.0,73.5,73.5,73.5,0.246,0.246,0,23,23.0,5416.14453125,2046.8828125,0.0,0.0,5.00672826700611,73.5,26.237406960556843,1.0463094398525363,78.823392,1.361648172071031,3189.5947265625,1.4006870419041604,105.520317,1.749112861346441,3517.2490234375,3.4451492205769028,3.4478374143846993
occ_c_r5_occ,full,1,1,100.0,0,0.0,1,1,1,1,0,0,simulator+planner,simulator+frontend+planner+mission,68.26,0.0,68.26,68.26,68.26,0.258,0.258,0,0,,5531.609375,2046.875,0.0,0.0,5.0061365099973045,68.26,46.05462324246771,1.6314724696855432,114.880678,1.9179604897523506,3415.6220703125,1.6932304105444604,119.229384,1.9833243695370617,3463.794921875,13.804625458917133,
occ_c_r5_occ,sector,1,1,100.0,0,0.0,1,1,1,1,0,0,planner_only,simulator+frontend+planner+mission,68.99,0.0,68.99,68.99,68.99,0.278,0.278,0,0,0.0,5521.70703125,2046.87109375,0.0,0.0,5.005546059983317,68.99,13.031021404494382,1.0587209536335145,75.300464,1.296569740881,3175.0576171875,1.3330400206579471,94.811132,1.5792304847537841,3464.1640625,4.148363565980464,4.148363565980464
occ_c_r5_occ,adaptive,1,1,100.0,0,0.0,1,1,1,1,0,0,planner_only,simulator+frontend+planner+mission,81.43,0.0,81.43,81.43,81.43,0.252,0.252,0,21,21.0,5426.56640625,2046.87109375,0.0,0.0,5.00580258195987,81.43,26.470007142857142,0.9935782781369178,83.254831,1.3498723589905668,3223.98046875,1.3310489382007347,111.532485,1.689278562582801,3549.5732421875,4.0975148124746354,4.100227918113081
all,full,10,10,100.0,0,0.0,10,10,10,10,0,0,simulator+planner,simulator+frontend+planner+mission,68.116,8.479691032107242,68.116,60.15,85.35,0.2672,0.225,0,0,,5478.85546875,2046.8828125,0.0,0.0,5.005692555208225,68.116,44.08247106730936,1.6002898383695583,112.0174777,1.8739280249001007,3450.9171875,1.660185126934219,116.21678109999999,1.9373388551779895,3499.08994140625,10.535256366292922,
all,sector,10,10,100.0,0,0.0,10,10,10,10,0,0,planner_only,simulator+frontend+planner+mission,65.473,5.07929796111409,65.473,58.53,73.49,0.2566,0.111,1,0,0.0,5469.90625,2046.875,0.0,0.0,5.006024343398167,65.473,12.204464328699984,1.075151682639829,72.3161077,1.2833411064347033,3171.525,1.344278040754642,90.4610137,1.5587618344637768,3457.90009765625,3.090834872911443,3.090834872911443
all,adaptive,10,10,100.0,0,0.0,10,10,10,10,0,0,planner_only,simulator+frontend+planner+mission,64.88,7.679690387277632,64.88,56.96,81.43,0.2258,0.136,2,221,22.1,5416.14453125,2046.8828125,0.0,0.0,5.0062129980069585,64.88,24.585130802957064,1.0900989933581786,72.5391509,1.3351583705509282,3180.1478515625,1.4143692273667645,94.2619292,1.6712539526912298,3506.84716796875,2.585442606616442,2.5881647835319037
