map,mode,n,complete,completion_pct,collision_runs,collision_events,run_valid_count,speed_limit_valid_count,resource_valid_count,first_attempt_count,retry_total,resource_abort_total,algorithm_cpu_scope,end_to_end_cpu_scope,mission_time_mean_all_s,mission_time_sd_all_s,mission_time_mean_success_s,mission_time_min_s,mission_time_max_s,clearance_mean_m,clearance_min_m,clearance_below_0p20_count,effective_full_open_total,effective_full_open_mean,system_available_min_mib,system_peak_swap_max_mib,psi_some_avg10_max,psi_full_avg10_max,preflight_wait_mean_s,mission_time_s,map_compute_ms_per_frame,algorithm_cores_mean,algorithm_core_s,algorithm_cores_p95_1s,algorithm_peak_pss_mib,end_to_end_cores_mean,end_to_end_core_s,end_to_end_cores_p95_1s,end_to_end_peak_pss_mib,planner_ingress_mib_s,dds_algorithm_mib_s
occ_c_r1_nom,full,1,1,100.0,0,0.0,1,1,1,1,0,0,simulator+planner,simulator+frontend+planner+mission,60.15,0.0,60.15,60.15,60.15,0.287,0.287,0,0,,5545.24609375,2046.58203125,0.0,0.0,5.00741887598997,60.15,34.36015986949429,1.5026305166242988,92.710294,1.7994206943466002,3528.349609375,1.5579277439694164,96.122059,1.8591465393983113,3576.5859375,7.115272433185023,
occ_c_r1_nom,sector,1,1,100.0,0,0.0,1,1,1,1,0,0,planner_only,simulator+frontend+planner+mission,58.53,0.0,58.53,58.53,58.53,0.292,0.292,0,0,0.0,5738.265625,2046.58203125,0.0,0.0,5.005419860011898,58.53,10.790158,1.0637263436282438,64.194689,1.2653987979828374,3155.2255859375,1.3105550343336896,79.090523,1.539362792823817,3370.0029296875,1.9911158783464742,1.9911158783464742
occ_c_r1_nom,adaptive,1,1,100.0,0,0.0,1,1,1,1,0,0,planner_only,simulator+frontend+planner+mission,57.44,0.0,57.44,57.44,57.44,0.265,0.265,0,24,24.0,5669.0234375,2046.58203125,0.0,0.0,5.005393854982685,57.44,20.42780674267101,1.1077057477741845,65.77617,1.2594814221335304,3165.212890625,1.4107090171819545,83.768669,1.5686598618116525,3395.755859375,1.5508647084568206,1.5536111709467217
occ_c_r1_occ,full,1,1,100.0,0,0.0,1,1,1,1,0,0,simulator+planner,simulator+frontend+planner+mission,61.2,0.0,61.2,61.2,61.2,0.258,0.258,0,0,,5546.0703125,2046.58203125,0.0,0.0,5.006420116988011,61.2,38.818753503184716,1.5585836036691918,98.195744,1.7884463320582566,3499.6865234375,1.6193386670508754,102.023507,1.8524141883740177,3548.0283203125,7.211452590094672,
occ_c_r1_occ,sector,1,1,100.0,0,0.0,1,1,1,1,0,0,planner_only,simulator+frontend+planner+mission,60.75,0.0,60.75,60.75,60.75,0.307,0.307,0,0,0.0,5730.8984375,2046.58203125,0.0,0.0,5.005006010993384,60.75,10.819290477707007,1.0611032744517759,66.598827,1.2631832443208426,3154.509765625,1.3316643766612322,83.580258,1.5305859987862864,3379.4013671875,1.9023804213284465,1.9023804213284465
occ_c_r1_occ,adaptive,1,1,100.0,0,0.0,1,1,1,1,0,0,planner_only,simulator+frontend+planner+mission,59.87,0.0,59.87,59.87,59.87,0.136,0.136,1,24,24.0,5693.91796875,2046.58203125,0.0,0.0,5.0046978300088085,59.87,18.61976643678161,1.061942296020194,65.428494,1.2957633497796572,3164.69140625,1.3709030727588747,84.464216,1.5995369769448797,3411.4892578125,1.7037862367058152,1.7065273136453039
occ_c_r2_nom,full,1,1,100.0,0,0.0,1,1,1,1,0,0,simulator+planner,simulator+frontend+planner+mission,60.49,0.0,60.49,60.49,60.49,0.225,0.225,0,0,,5678.19921875,2046.58203125,0.0,0.0,5.005451634002384,60.49,43.936927126805784,1.6309453905211766,102.6962,1.8509732581838283,3346.123046875,1.6902310357130863,106.429256,1.9161848423161367,3394.359375,9.33216733171006,
occ_c_r2_nom,sector,1,1,100.0,0,0.0,1,1,1,1,0,0,planner_only,simulator+frontend+planner+mission,62.36,0.0,62.36,62.36,62.36,0.274,0.274,0,0,0.0,5669.97265625,2046.58203125,0.0,0.0,5.005950770981144,62.36,11.578217089201878,1.0900019636485638,69.544827,1.2556388330365462,3163.392578125,1.3539385905593,86.384638,1.5204363178776354,3402.1083984375,2.618918134433631,2.618918134433631
occ_c_r2_nom,adaptive,1,1,100.0,0,0.0,1,1,1,1,0,0,planner_only,simulator+frontend+planner+mission,56.96,0.0,56.96,56.96,56.96,0.261,0.261,0,23,23.0,5642.328125,2046.58203125,0.0,0.0,5.00617038103519,56.96,22.26412455882353,1.1250798967014237,65.751459,1.3260996486129741,3177.6552734375,1.4432189091515666,84.344009,1.6621742264870059,3457.7353515625,2.342982372541106,2.345703759889924
occ_c_r2_occ,full,1,1,100.0,0,0.0,1,1,1,1,0,0,simulator+planner,simulator+frontend+planner+mission,70.72,0.0,70.72,70.72,70.72,0.266,0.266,0,0,,5594.890625,2046.58203125,0.0,0.0,5.0048497439711355,70.72,42.6071721448468,1.5673111106702937,113.457038,1.828353998006316,3397.390625,1.627895897344054,117.842747,1.887897510059543,3445.5654296875,9.735324830491079,
