map,run,mode,experiment_profile,success,run_valid,monitor_type,monitor_flight_cpu_pct,live_cloud_enabled,preflight_ready,preflight_cloud_messages,preflight_odom_messages,goal_messages,position_command_messages,trajectory_flag2_messages,trajectory_flag3_messages,guard_stop_detected,guard_stop_time_s,first_position_command_s,first_trajectory_flag2_s,first_trajectory_flag3_s,max_position_command_gap_s,first_motion_s,start_pose_error_m,start_pose_valid,odom_gap_limit_s,max_odom_gap_s,odom_gap_valid,mission_time_s,waypoints_reached,n_waypoints,collisions,min_clearance_m,static_pcd_collisions,static_pcd_min_distance_m,static_pcd_clearance_m,static_pcd_contact_r015,static_pcd_contact_r020,static_pcd_contact_r025,static_pcd_episodes_r015,static_pcd_episodes_r020,static_pcd_episodes_r025,contact_event_count,first_contact_kind,first_contact_time_s,first_contact_distance_m,first_contact_x,first_contact_y,first_contact_z,first_contact_speed_mps,first_contact_nearest_x,first_contact_nearest_y,first_contact_nearest_z,forensics_json,samples,clearance_samples,final_x,final_y,final_z,min_x,max_x,min_y,max_y,path_length_m,max_speed_mps,closest_final_goal_distance_m,observed_open_time_s,observed_open_x,observed_open_y,observed_close_time_s,observed_close_x,observed_close_y,trap_collisions,trap_min_surface_distance_m,trap_clearance_m,trap_x,trap_y,trigger_x,trigger_y,trigger_mismatch_deg,trap_count,trap_spacing_m,trap_start_offset_m,trap_first_distance_m,trap_last_distance_m,trigger_speed_mps,trap_input_time_s,trap_kept_time_s,trap_keep_delay_s,input_body_relative_deg,input_velocity_relative_deg,kept_body_relative_deg,kept_velocity_relative_deg,trigger_trap_distance_m,trigger_trap_body_relative_deg,trigger_trap_velocity_relative_deg,trigger_trap_angular_radius_deg,trigger_predicted_x,trigger_predicted_y,trigger_trap_nudge_deg,trigger_trap_nudge_lateral_m,event,valid_spawn,invalid_reasons,spawn_time_s,spawn_wall_time_s,trigger_evaluation_time_s,trigger_evaluation_wall_time_s,side,trigger_threshold_x,trigger_z,trigger_yaw_deg,trigger_velocity_yaw_deg,trigger_cruise_duration_s,trigger_cruise_qualified,min_trigger_speed_mps,min_cruise_s,max_trigger_abs_y_m,max_trigger_velocity_yaw_deg,trigger_abs_y_diagnostic_ok,trigger_velocity_yaw_diagnostic_ok,wall_x,blocker_x,blocker_y,wall_y_min,wall_y_max,short_endpoint_y,short_endpoint_x,long_endpoint_y,long_endpoint_x,short_endpoint_inner_edge_deg,long_endpoint_inner_edge_deg,barrier_frame,local_blocker_forward_m,local_short_endpoint_forward_m,local_short_endpoint_lateral_m,local_long_endpoint_forward_m,local_long_endpoint_lateral_m,wall_radius_m,wall_height_m,wall_cylinder_count,wall_center_spacing_m,wall_point_count,horizon_m,intensity,matched_prefix,filter_half_angle_deg,filter_stall_v,filter_stall_t,filter_resume_v,filter_resume_t,filter_velocity_yaw_update_v,filter_frames,filter_input_points,filter_kept_points,filter_kept_pct,filter_armed,filter_armed_duty_pct,filter_open,filter_open_duty_pct,filter_open_point_duty_pct,filter_arm_transitions,filter_open_transitions,filter_close_transitions,filter_first_transition_time_s,filter_first_arm_time_s,filter_first_stall_candidate_time_s,filter_first_open_stall_start_time_s,filter_first_open_time_s,filter_first_open_delay_s,filter_first_close_time_s,filter_first_open_duration_s,filter_stall_candidate_count,filter_max_stall_candidate_duration_s,filter_min_armed_closed_speed_mps,recovery_triggered,recovery_reclosed,recovery_spawn_after_arm,recovery_open_after_spawn,recovery_open_during_hold,recovery_success,mission_driver_phase,mission_driver_start_delay_s,mission_driver_approach_radius_m,mission_driver_hold_low_speed_s,mission_driver_low_speed_v,mission_driver_approach_start_time_s,mission_driver_approach_start_wall_time_s,mission_driver_approach_start_speed_mps,mission_driver_hold_start_time_s,mission_driver_hold_start_wall_time_s,mission_driver_hold_start_speed_mps,mission_driver_hold_start_distance_m,mission_driver_release_time_s,mission_driver_release_wall_time_s,mission_driver_release_speed_mps,mission_driver_release_low_speed_duration_s,pts_mean,total_ms_mean,raycast_ms_mean,update_ms_mean,inflation_ms_mean,kept_pct,fsm_cpu_pct,filter_cpu_pct,monitor_cpu_pct,perf_row_start,perf_row_end,input_distance_m,kept_distance_m
seed1,4,sector,,True,,,,,,,,,,,,,,,,,,,,,,,,77.76,5,5,0,0.433,0,,,,,,,,,0,,,,,,,,,,,,7760,6196,1.221,-0.826,1.82,-24.514,24.301,-25.902,25.259,224.233,3.005,1.244,1786092816.238247,18.263,-25.543,1786092817.157843,20.712,-25.422,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,662,8201963,3513820,42.841,False,0.0,False,1.511,1.419,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5387.451104100946,1.1022490694006308,0.35115086750788643,0.7497970993690852,0.3979519621451104,42.841,89.88807344153466,9.306575587747966,,6,640,,
seed1,4,adaptive,,True,,,,,,,,,,,,,,,,,,,,,,,,77.68,5,5,0,0.4,0,,,,,,,,,0,,,,,,,,,,,,7692,6020,1.426,-0.374,1.722,-24.518,24.172,-25.215,25.136,224.786,3.001,0.088,1786092847.625444,13.109,14.074,1786092850.188028,18.907,18.58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,742,9615251,4954829,51.531,True,93.261,False,12.129,14.788,1,0,0,1786092842.623818,1786092842.623818,1786092888.334045,,,,,,1,0.079871,0.431821,,,,,,,,,,,,,,,,,,,,,,,6741.726760563381,1.7071441830985914,0.5820767535211268,1.1236394661971831,0.589817161971831,51.531,100.68353021594963,11.569709102164047,20.928675397429746,0,710,,
seed1,5,full,,True,,,,,,,,,,,,,,,,,,,,,,,,77.4,5,5,0,0.309,0,,,,,,,,,0,,,,,,,,,,,,7737,6268,1.355,-0.611,1.82,-25.904,24.114,-27.466,24.189,223.972,3.002,1.486,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,662,8222743,8222743,100.0,False,0.0,True,100.0,100.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,12279.98524590164,2.5002592786885245,0.8746744967213115,1.6243380459016394,0.7431265131147541,100.0,88.69584035227624,7.548650877948673,17.29872266603648,5,615,,
seed1,5,sector,,True,,,,,,,,,,,,,,,,,,,,,,,,78.15,5,5,0,0.46,0,,,,,,,,,0,,,,,,,,,,,,7810,6095,1.317,-0.697,1.59,-28.477,24.193,-27.271,27.056,225.164,3.005,1.258,1786093087.625666,10.886,-11.809,1786093089.069379,7.965,-8.884,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,730,8924159,3991959,44.732,False,0.0,False,1.918,1.991,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5546.068376068376,1.0301764387464387,0.33087565954415954,0.6978902977207977,0.3648792934472935,44.732,90.79233438948505,10.039263533097104,18.170607803464545,6,708,,
seed1,5,adaptive,,True,,,,,,,,,,,,,,,,,,,,,,,,78.25,5,5,0,0.396,0,,,,,,,,,0,,,,,,,,,,,,7822,6168,1.112,-0.99,1.904,-24.044,24.156,-27.354,27.547,225.388,3.001,1.386,1786093178.46824,3.72,-5.801,1786093179.730873,1.609,-2.914,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,679,8331431,3672457,44.08,True,94.109,False,1.915,2.051,1,0,0,1786093103.838962,1786093103.838962,,,,,,,0,0.0,0.715429,,,,,,,,,,,,,,,,,,,,,,,5489.509984639017,1.1226150307219662,0.3634402688172043,0.7579931367127496,0.4026325161290322,44.08,89.44229073309039,9.331466872959634,17.032871485196548,6,657,,
seed2,1,full,,True,,,,,,,,,,,,,,,,,,,,,,,,79.68,5,5,0,0.44,0,,,,,,,,,0,,,,,,,,,,,,7962,6335,1.226,-0.857,1.977,-24.651,24.404,-24.277,27.512,229.066,3.098,1.408,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,742,9572083,9572083,100.0,False,0.0,True,100.0,100.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,12970.17689015692,2.5013160342368046,0.9160629686162625,1.584069509272468,0.6960689800285307,100.0,92.42554207183738,7.769231542730852,17.130497824990773,5,706,,
seed2,1,sector,,True,,,,,,,,,,,,,,,,,,,,,,,,77.92,5,5,0,0.481,0,,,,,,,,,0,,,,,,,,,,,,7790,5739,1.083,-1.037,1.661,-24.328,24.256,-25.909,24.499,224.86,3.01,1.392,1786093309.320354,-23.553,23.747,1786093310.672394,-21.827,20.387,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,745,9599260,4032868,42.012,False,0.0,False,1.879,1.678,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5520.676429567643,1.1380659762900975,0.3723346262203626,0.7645219679218969,0.3932675648535565,42.012,93.06976911692799,9.748809141343408,14.731992300162107,5,722,,
seed2,1,adaptive,,True,,,,,,,,,,,,,,,,,,,,,,,,78.53,5,5,0,0.249,0,,,,,,,,,0,,,,,,,,,,,,7851,6209,1.09,-1.029,1.859,-24.651,24.16,-27.858,28.251,226.408,3.001,1.379,,,,1786093369.658967,6.606,7.97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,736,9522593,4178094,43.876,True,93.207,False,3.533,3.931,1,0,0,1786093367.941663,1786093367.941663,1786093431.374827,,,,,,2,0.160047,0.128296,,,,,,,,,,,,,,,,,,,,,,,5744.32107496464,1.1701358698727016,0.38118714710042434,0.7878578231966054,0.4101393267326733,43.876,90.66005200178125,9.901723685089443,17.444769513026706,6,713,,
seed2,2,full,,True,,,,,,,,,,,,,,,,,,,,,,,,80.01,5,5,0,0.485,0,,,,,,,,,0,,,,,,,,,,,,7998,6078,1.074,-1.029,1.834,-24.703,24.272,-27.288,26.69,227.211,3.005,0.037,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,748,9535880,9535880,100.0,False,0.0,True,100.0,100.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,12796.57730496454,2.502833794326241,0.9087395971631206,1.5929171773049644,0.7085783304964539,100.0,91.76076466165307,7.423194828509765,17.49982365120739,5,710,,
seed2,2,sector,,True,,,,,,,,,,,,,,,,,,,,,,,,79.89,5,5,0,0.428,0,,,,,,,,,0,,,,,,,,,,,,7983,6325,1.296,-0.722,1.763,-24.853,24.587,-27.1,28.898,230.055,3.016,1.47,1786093576.102647,-23.529,23.59,1786093577.679607,-21.85,19.777,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,756,9672840,4253586,43.975,False,0.0,False,3.968,3.842,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5736.580246913581,1.162674063100137,0.3829216255144033,0.7786193305898491,0.4046138010973937,43.975,92.98782006344067,9.21164456836275,16.920164107258078,5,734,,
seed2,2,adaptive,,True,,,,,,,,,,,,,,,,,,,,,,,,79.8,5,5,0,0.523,0,,,,,,,,,0,,,,,,,,,,,,7978,6369,1.133,-0.977,2.135,-24.501,24.36,-27.176,28.449,230.116,3.059,1.308,1786093700.984529,24.02,-23.961,1786093703.385837,20.102,-20.171,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,776,9904774,4199502,42.399,True,93.428,False,2.835,2.627,1,0,0,1786093634.968382,1786093634.968382,1786093645.508636,,,,,,2,0.110097,0.24715,,,,,,,,,,,,,,,,,,,,,,,5515.131016042781,1.1423661510695189,0.3726207219251337,0.7685827473262031,0.397602929144385,42.399,94.37848145554625,9.65653297907953,17.439704338853854,6,754,,
seed2,3,full,,True,,,,,,,,,,,,,,,,,,,,,,,,78.05,5,5,0,0.425,0,,,,,,,,,0,,,,,,,,,,,,7803,6299,1.068,-1.017,1.605,-24.186,23.96,-26.98,27.734,224.347,3.002,1.475,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,731,9420092,9420092,100.0,False,0.0,True,100.0,100.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,12965.200867052023,2.504315809248555,0.921058510115607,1.5820844768786126,0.7022675549132948,100.0,91.64091365260066,7.738284119876215,17.564350016816242,6,698,,
seed2,3,sector,,True,,,,,,,,,,,,,,,,,,,,,,,,78.68,5,5,0,0.438,0,,,,,,,,,0,,,,,,,,,,,,7867,5889,1.077,-1.033,1.421,-24.785,24.189,-26.755,27.72,226.641,3.002,1.351,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,754,9637924,3970070,41.192,False,0.0,False,0.0,0.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5366.286501377411,1.1335492272727272,0.3654145055096419,0.7668912493112947,0.3950434049586777,41.192,93.85142842949907,9.61397424238918,16.994190127839456,6,732,,
seed2,3,adaptive,,True,,,,,,,,,,,,,,,,,,,,,,,,78.32,5,5,0,0.409,0,,,,,,,,,0,,,,,,,,,,,,7830,6049,1.083,-1.033,1.583,-24.722,24.025,-27.087,25.464,223.86,3.008,1.301,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,741,9624451,4008844,41.653,True,93.117,False,0.0,0.0,1,0,0,1786093899.977164,1786093899.977164,1786093928.237556,,,,,,3,0.529516,0.0,,,,,,,,,,,,,,,,,,,,,,,5518.325385694249,1.1202458695652173,0.3647837854137448,0.7543164670406731,0.39589698457223005,41.653,87.82632765575552,9.83930973376697,17.232423862679326,6,719,,
