map,run,mode,experiment_profile,success,run_valid,monitor_type,monitor_flight_cpu_pct,live_cloud_enabled,preflight_ready,preflight_cloud_messages,preflight_odom_messages,goal_messages,position_command_messages,trajectory_flag2_messages,trajectory_flag3_messages,guard_stop_detected,guard_stop_time_s,first_position_command_s,first_trajectory_flag2_s,first_trajectory_flag3_s,max_position_command_gap_s,first_motion_s,start_pose_error_m,start_pose_valid,odom_gap_limit_s,max_odom_gap_s,odom_gap_valid,mission_time_s,waypoints_reached,n_waypoints,collisions,min_clearance_m,static_pcd_collisions,static_pcd_min_distance_m,static_pcd_clearance_m,static_pcd_contact_r015,static_pcd_contact_r020,static_pcd_contact_r025,static_pcd_episodes_r015,static_pcd_episodes_r020,static_pcd_episodes_r025,contact_event_count,first_contact_kind,first_contact_time_s,first_contact_distance_m,first_contact_x,first_contact_y,first_contact_z,first_contact_speed_mps,first_contact_nearest_x,first_contact_nearest_y,first_contact_nearest_z,forensics_json,samples,clearance_samples,final_x,final_y,final_z,min_x,max_x,min_y,max_y,path_length_m,max_speed_mps,closest_final_goal_distance_m,observed_open_time_s,observed_open_x,observed_open_y,observed_close_time_s,observed_close_x,observed_close_y,trap_collisions,trap_min_surface_distance_m,trap_clearance_m,trap_x,trap_y,trigger_x,trigger_y,trigger_mismatch_deg,trap_count,trap_spacing_m,trap_start_offset_m,trap_first_distance_m,trap_last_distance_m,trigger_speed_mps,trap_input_time_s,trap_kept_time_s,trap_keep_delay_s,input_body_relative_deg,input_velocity_relative_deg,kept_body_relative_deg,kept_velocity_relative_deg,trigger_trap_distance_m,trigger_trap_body_relative_deg,trigger_trap_velocity_relative_deg,trigger_trap_angular_radius_deg,trigger_predicted_x,trigger_predicted_y,trigger_trap_nudge_deg,trigger_trap_nudge_lateral_m,event,valid_spawn,invalid_reasons,spawn_time_s,spawn_wall_time_s,trigger_evaluation_time_s,trigger_evaluation_wall_time_s,side,trigger_threshold_x,trigger_z,trigger_yaw_deg,trigger_velocity_yaw_deg,trigger_cruise_duration_s,trigger_cruise_qualified,min_trigger_speed_mps,min_cruise_s,max_trigger_abs_y_m,max_trigger_velocity_yaw_deg,trigger_abs_y_diagnostic_ok,trigger_velocity_yaw_diagnostic_ok,wall_x,blocker_x,blocker_y,wall_y_min,wall_y_max,short_endpoint_y,short_endpoint_x,long_endpoint_y,long_endpoint_x,short_endpoint_inner_edge_deg,long_endpoint_inner_edge_deg,barrier_frame,local_blocker_forward_m,local_short_endpoint_forward_m,local_short_endpoint_lateral_m,local_long_endpoint_forward_m,local_long_endpoint_lateral_m,wall_radius_m,wall_height_m,wall_cylinder_count,wall_center_spacing_m,wall_point_count,horizon_m,intensity,matched_prefix,filter_half_angle_deg,filter_stall_v,filter_stall_t,filter_resume_v,filter_resume_t,filter_velocity_yaw_update_v,filter_frames,filter_input_points,filter_kept_points,filter_kept_pct,filter_armed,filter_armed_duty_pct,filter_open,filter_open_duty_pct,filter_open_point_duty_pct,filter_arm_transitions,filter_open_transitions,filter_close_transitions,filter_first_transition_time_s,filter_first_arm_time_s,filter_first_stall_candidate_time_s,filter_first_open_stall_start_time_s,filter_first_open_time_s,filter_first_open_delay_s,filter_first_close_time_s,filter_first_open_duration_s,filter_stall_candidate_count,filter_max_stall_candidate_duration_s,filter_min_armed_closed_speed_mps,recovery_triggered,recovery_reclosed,recovery_spawn_after_arm,recovery_open_after_spawn,recovery_open_during_hold,recovery_success,mission_driver_phase,mission_driver_start_delay_s,mission_driver_approach_radius_m,mission_driver_hold_low_speed_s,mission_driver_low_speed_v,mission_driver_approach_start_time_s,mission_driver_approach_start_wall_time_s,mission_driver_approach_start_speed_mps,mission_driver_hold_start_time_s,mission_driver_hold_start_wall_time_s,mission_driver_hold_start_speed_mps,mission_driver_hold_start_distance_m,mission_driver_release_time_s,mission_driver_release_wall_time_s,mission_driver_release_speed_mps,mission_driver_release_low_speed_duration_s,pts_mean,total_ms_mean,raycast_ms_mean,update_ms_mean,inflation_ms_mean,kept_pct,fsm_cpu_pct,filter_cpu_pct,monitor_cpu_pct,perf_row_start,perf_row_end,input_distance_m,kept_distance_m
seed1,1,full,,True,,,,,,,,,,,,,,,,,,,,,,,,77.57,5,5,0,0.335,0,,,,,,,,,0,,,,,,,,,,,,7757,6080,1.421,-0.47,1.401,-24.583,24.088,-25.834,24.927,224.46,3.002,1.496,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,713,9222795,9222795,100.0,False,0.0,True,100.0,100.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,12751.044546850999,2.6435451152073735,0.9454724316436252,1.6967747910906297,0.7708248033794163,100.0,96.1790638596433,9.622190991522515,18.65217029722304,5,656,,
seed1,1,sector,,True,,,,,,,,,,,,,,,,,,,,,,,,77.91,5,5,0,0.439,0,,,,,,,,,0,,,,,,,,,,,,7651,5868,1.381,-0.545,1.736,-24.174,24.309,-26.401,24.348,223.824,3.001,0.049,1786091961.116728,4.124,6.665,1786091964.458929,11.685,12.719,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,718,8991994,4121797,45.839,False,0.0,False,5.71,5.498,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5829.206946454414,1.2652837945007236,0.41137737481910275,0.8526541794500723,0.44779777858176556,45.839,96.86458183143786,10.166065071104747,18.550964875278847,0,691,,
seed1,1,adaptive,,True,,,,,,,,,,,,,,,,,,,,,,,,77.48,5,5,0,0.448,0,,,,,,,,,0,,,,,,,,,,,,7449,5739,1.301,-0.694,1.643,-24.647,24.108,-27.514,24.133,223.169,3.001,1.379,1786092110.355681,23.837,-24.046,1786092111.948081,21.52,-21.98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,686,8453167,4102614,48.533,True,93.878,False,10.496,10.125,1,0,0,1786092046.629467,1786092046.629467,1786092110.559235,,,,,,2,0.299972,0.0,,,,,,,,,,,,,,,,,,,,,,,6048.719512195122,1.299007705792683,0.4101218201219512,0.8877418536585366,0.4649248841463415,48.533,88.4802928986561,9.609695782460436,17.020498200183717,6,662,,
seed1,2,full,,True,,,,,,,,,,,,,,,,,,,,,,,,79.09,5,5,0,0.391,0,,,,,,,,,0,,,,,,,,,,,,7908,6119,1.37,-0.554,1.761,-25.08,24.115,-24.627,28.7,227.881,3.001,1.296,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,698,8557659,8557659,100.0,False,0.0,True,100.0,100.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,12213.543644716692,2.467571450229709,0.8906068422664625,1.5757545191424196,0.7072636110260336,100.0,94.07684771708425,7.678780026141641,16.832092467351934,6,659,,
seed1,2,sector,,True,,,,,,,,,,,,,,,,,,,,,,,,78.85,5,5,0,0.389,0,,,,,,,,,0,,,,,,,,,,,,7883,6319,1.272,-0.757,1.582,-25.104,24.616,-24.604,27.287,226.948,3.002,1.34,1786092228.290267,15.291,15.37,1786092230.375037,19.871,19.356,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,687,8565512,3775536,44.078,False,0.0,False,3.057,2.302,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5579.740515933232,1.1382715781487103,0.3677594886191199,0.7694376130500759,0.4040220273141123,44.078,89.48236317708161,9.202069001921133,16.519937564110958,6,665,,
seed1,2,adaptive,,True,,,,,,,,,,,,,,,,,,,,,,,,79.25,5,5,0,0.436,0,,,,,,,,,0,,,,,,,,,,,,7922,6138,0.978,-1.124,1.945,-25.214,24.223,-27.591,25.484,228.154,3.001,1.49,1786092386.46435,3.578,-5.754,1786092387.704386,1.673,-2.883,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,693,8561606,3737681,43.656,True,94.517,False,1.732,1.905,1,0,0,1786092310.599212,1786092310.599212,1786092389.069427,,,,,,1,0.460214,0.0,,,,,,,,,,,,,,,,,,,,,,,5469.62012012012,1.085737484984985,0.3422550735735736,0.7422478903903903,0.3946102627627628,43.656,87.09417820893184,9.421316840761566,17.475083573499777,6,672,,
seed1,3,full,,True,,,,,,,,,,,,,,,,,,,,,,,,79.35,5,5,0,0.446,0,,,,,,,,,0,,,,,,,,,,,,7932,5987,1.374,-0.592,1.849,-24.076,24.344,-26.633,27.02,228.427,3.004,1.497,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,707,8829924,8829924,100.0,False,0.0,True,100.0,100.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,12369.620060790274,2.4832366261398175,0.8901804908814589,1.5918707765957447,0.7158375866261398,100.0,90.59694692665053,7.571839806108413,17.04465311943882,5,663,,
seed1,3,sector,,True,,,,,,,,,,,,,,,,,,,,,,,,80.29,5,5,0,0.452,0,,,,,,,,,0,,,,,,,,,,,,8028,6179,1.339,-0.673,1.881,-24.423,24.188,-25.154,26.941,227.514,3.003,1.315,1786092516.639904,-17.883,26.275,1786092517.910311,-20.932,26.271,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,684,8395443,3679074,43.822,False,0.0,False,3.509,2.522,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5458.02743902439,1.117385987804878,0.3553526798780488,0.7609092987804879,0.3978909618902439,43.822,87.08755542085387,9.113550304188445,16.945696029822304,6,662,,
seed1,3,adaptive,,True,,,,,,,,,,,,,,,,,,,,,,,,78.52,5,5,0,0.469,0,,,,,,,,,0,,,,,,,,,,,,7850,6079,1.407,-0.52,1.713,-24.111,24.181,-25.817,26.827,225.213,3.001,0.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,692,8456603,3594303,42.503,True,93.064,False,0.0,0.0,1,0,0,1786092579.674507,1786092579.674507,1786092643.384585,,,,,,2,0.320152,0.0,,,,,,,,,,,,,,,,,,,,,,,5263.891729323308,1.0653358466165415,0.3373760932330827,0.726819060150376,0.38857882556390977,42.503,88.70136248852808,9.3390645509924,17.481612658280508,5,670,,
seed1,4,full,,True,,,,,,,,,,,,,,,,,,,,,,,,78.05,5,5,0,0.428,0,,,,,,,,,0,,,,,,,,,,,,7802,6348,0.876,-1.213,2.141,-24.431,24.307,-27.493,24.217,225.769,3.002,1.496,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,681,8494846,8494846,100.0,False,0.0,True,100.0,100.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,12414.99375,2.462870359375,0.873073921875,1.5885645390624998,0.7255727171874999,100.0,88.60885349895858,7.763730565249649,16.552832479678248,6,646,,
