map,run,order,control_mission_time_s,shadow_mission_time_s,delta_mission_time_s,control_path_length_m,shadow_path_length_m,delta_path_length_m,control_fsm_cpu_pct,shadow_fsm_cpu_pct,delta_fsm_cpu_pct,control_monitor_cpu_pct,shadow_monitor_cpu_pct,delta_monitor_cpu_pct,control_total_ms_mean,shadow_total_ms_mean,delta_total_ms_mean,control_raycast_ms_mean,shadow_raycast_ms_mean,delta_raycast_ms_mean,control_update_ms_mean,shadow_update_ms_mean,delta_update_ms_mean,control_inflation_ms_mean,shadow_inflation_ms_mean,delta_inflation_ms_mean,control_success,shadow_success,delta_success,control_contact_event_count,shadow_contact_event_count,delta_contact_event_count
seed4,1,control_shadow,26.64,28.79,2.1499999999999986,221.87,223.076,1.2059999999999889,83.92619907722995,103.35885909427108,19.43266001704113,,26.80792943082331,,5.385285505617977,6.468611185185185,1.0833256795672073,1.0993973483146067,1.4236456962962962,0.32424834798168956,4.2846295393258425,5.043519177777777,0.7588896384519348,2.5678124719101127,3.0838549333333334,0.5160424614232206,True,True,0,1,3,2
seed4,2,shadow_control,27.88,27.74,-0.14000000000000057,222.116,222.268,0.1519999999999868,109.39590082147105,105.31784397033321,-4.078056851137831,28.034187952216953,23.801803669057847,-4.2323842831591065,6.4825527604166675,6.894054568965517,0.41150180854884955,1.6782664895833335,1.4423435862068965,-0.23592290337643695,4.802544401041667,5.450186017241379,0.6476416161997127,2.7818983541666666,3.3367825172413794,0.5548841630747128,True,True,0,0,0,0
seed5,1,control_shadow,27.96,27.76,-0.1999999999999993,225.445,223.187,-2.2579999999999814,105.47136580138364,108.05188647646249,2.5805206750788443,25.806441164137798,27.07659891636866,1.2701577522308618,8.076774499999999,8.7203,0.6435255000000009,1.7512396083333333,1.6775334835164835,-0.0737061248168498,6.3239113583333335,7.041326065934066,0.7174147076007324,3.7618644416666664,4.381395494505495,0.6195310528388283,True,True,0,2,2,0
seed5,2,shadow_control,28.26,27.93,-0.33000000000000185,222.499,220.026,-2.4729999999999848,106.67080481824121,106.6287755760913,-0.04202924214990844,27.37171881069677,25.559864026807386,-1.811854783889384,7.943796142857142,7.911914311926605,-0.03188183093053709,1.7814334642857144,1.779305862385321,-0.0021276019003932944,6.1608306142857145,6.130962871559633,-0.029867742726081836,3.672129121428571,3.708193486238532,0.036064364809961,True,True,0,1,6,5
seed6,1,control_shadow,28.94,29.41,0.46999999999999886,220.495,222.865,2.3700000000000045,102.62692676055828,105.0757053710575,2.448778610499218,,26.553689036594697,,8.8072468,7.900880642857143,-0.9063661571428563,1.8924108,1.8972042214285714,0.0047934214285714205,6.91317317,6.002053435714286,-0.9111197342857142,4.296843310000001,3.6468000571428574,-0.6500432528571434,True,True,0,4,5,1
seed6,2,shadow_control,29.31,31.02,1.7100000000000009,223.073,224.855,1.7819999999999823,102.71625910458623,103.24280029955851,0.5265411949722818,24.168246746713812,24.88407272431222,0.7158259775984064,8.38835180851064,7.969446328125,-0.41890548038564024,1.7483492765957447,1.9195431093750002,0.17119383277925548,6.638448287234043,6.04834328125,-0.5901050059840429,4.073411180851064,3.6583660234375,-0.41504515741356407,True,True,0,4,1,-3
seed7,1,control_shadow,30.88,31.49,0.6099999999999994,223.987,221.902,-2.085000000000008,108.75571696404582,103.66766780178634,-5.08804916225948,,28.12388218185249,,9.417517279411765,10.74759357142857,1.3300762920168054,2.5904520588235296,2.3704744047619046,-0.21997765406162495,6.825328772058824,8.375397678571428,1.550068906512604,4.141006617647059,5.39849269047619,1.2574860728291313,True,True,0,4,5,1
seed7,2,shadow_control,30.42,32.48,2.059999999999995,223.956,225.091,1.1350000000000193,103.66363103768512,105.58549154682584,1.9218605091407142,26.47338553272123,,,10.510684457831326,10.507420714285713,-0.003263743545613096,2.4023872289156625,2.52045869047619,0.11807146156052761,8.106724783132531,7.985247500000001,-0.12147728313253037,5.105704204819277,5.081515357142857,-0.024188847676420266,True,True,0,10,9,-1
seed8,1,control_shadow,29.09,31.63,2.539999999999999,223.378,227.544,4.166000000000025,103.6253203531133,105.34741326707025,1.7220929139569563,26.65107008940894,,,10.69663212121212,10.856740129870131,0.16010800865801045,2.1872754545454547,2.1742537662337664,-0.013021688311688262,8.507720909090908,8.68079974025974,0.17307883116883183,5.4881284848484855,5.527295844155844,0.03916735930735893,True,True,0,2,2,0
seed8,2,shadow_control,29.24,28.69,-0.5499999999999972,220.355,220.537,0.18200000000001637,101.53396755309716,105.80733230620986,4.273364753112702,28.23009960659451,27.8377170525796,-0.39238255401491173,9.843789826086956,9.93123595505618,0.08744612896922455,2.3037486434782606,2.2234279775280896,-0.08032066595017096,7.538265217391304,7.706157191011236,0.16789197361993224,4.646358069565217,4.8071576404494385,0.1607995708842216,True,True,0,1,4,3
