map,run,mode,success,mission_time_s,waypoints_reached,n_waypoints,collisions,min_clearance_m,samples,pts_mean,total_ms_mean,raycast_ms_mean,update_ms_mean,inflation_ms_mean,kept_pct,fsm_cpu_pct,filter_cpu_pct,perf_row_start,perf_row_end
seed1,1,full,True,76.42,5,5,0,0.598,7630,10992.618733509235,2.0237816596306066,0.7530774986807387,1.2691909604221636,0.5611874736147757,,90.09779283668182,7.619543232814102,0,758
seed1,1,sector,True,75.0,5,5,0,0.586,7495,3553.359625668449,0.8299041951871658,0.25681489171122995,0.5717984772727273,0.3004568676470588,33,87.62590558959987,8.28643867993609,0,748
seed1,1,adaptive,True,77.27,5,5,0,0.459,7722,3521.9584415584413,0.8525001155844156,0.2644001064935065,0.5865505038961039,0.307505925974026,32,87.31928067015966,7.433652244820465,0,770
seed1,2,full,False,300.0,0,5,0,3.407,29991,7934.666666666667,5.232473333333334,0.941977,4.288743333333334,2.82085,,,12.957769039093561,0,3
seed1,2,sector,True,74.27,5,5,0,0.475,7427,3546.9865951742627,0.7515625107238606,0.22588852680965146,0.5243463538873995,0.26925096246648794,32,77.96549056221203,7.066463586936583,0,746
seed1,2,adaptive,True,73.98,5,5,0,0.493,7397,3488.7834912043304,0.8513344330175914,0.24615715561569687,0.6039644397834912,0.32301221786197565,31,84.55746601382705,7.9900562188173385,0,739
seed1,3,full,True,75.48,5,5,0,0.54,7546,11035.351752021563,2.1357297493261456,0.7969725458221024,1.3372927857142856,0.6019516644204852,,90.01337775001898,7.250049557895731,0,742
seed1,3,sector,True,76.27,5,5,0,0.572,7622,3511.446949602122,0.8188517705570292,0.2484324190981432,0.5692442334217507,0.302018575596817,32,86.11700743079115,7.786852915770902,0,754
seed1,3,adaptive,True,76.27,5,5,0,0.52,7625,3477.6675461741424,0.8347582717678099,0.24885817150395775,0.5845397849604222,0.3113282968337731,32,87.60439036011326,7.546632095249262,0,758
seed1,4,full,True,76.35,5,5,0,0.597,7626,10802.834210526316,2.021509322368421,0.7561660842105263,1.2638127710526315,0.5635454328947368,,89.80657018939151,6.942293836497022,0,760
seed1,4,sector,True,76.42,5,5,0,0.515,7632,3494.446173800259,0.8327912438391699,0.25510318677042804,0.5762744202334631,0.30356612191958493,32,86.84068657278202,7.547969664756211,0,771
seed1,4,adaptive,True,75.27,5,5,0,0.472,7526,3393.7540106951874,0.8596158114973262,0.2539278489304813,0.6042744318181819,0.3235866871657754,32,88.47232315781392,7.8942442260655,0,748
