map,run,mode,experiment_profile,filter_profile,filter_backend,success,run_valid,monitor_type,monitor_flight_cpu_pct,live_cloud_enabled,preflight_ready,preflight_cloud_messages,preflight_odom_messages,goal_messages,position_command_messages,trajectory_flag2_messages,trajectory_flag3_messages,guard_stop_detected,guard_stop_time_s,shadow_safe_candidates,shadow_unsafe_candidates,shadow_skipped_candidates,shadow_validated_candidates,shadow_geometric_unsafe,shadow_map_race,shadow_other_indeterminate,shadow_unsafe_exp,shadow_unsafe_appended_backup,shadow_unsafe_carry_backup,shadow_unsafe_stitch,shadow_validation_ms_mean,shadow_validation_ms_max,shadow_contact_events_with_epoch,shadow_contacts_with_prior_unsafe,shadow_contacts_without_prior_unsafe,shadow_geometric_unsafe_followed_by_contact,shadow_geometric_unsafe_not_followed_by_contact,shadow_nearest_prediction_error_s,shadow_correlated_segments,first_position_command_s,first_trajectory_flag2_s,first_trajectory_flag3_s,max_position_command_gap_s,first_motion_s,start_pose_error_m,start_pose_valid,odom_gap_limit_s,max_odom_gap_s,odom_gap_valid,mission_time_s,waypoints_reached,n_waypoints,collisions,min_clearance_m,static_pcd_enabled,static_pcd_point_count,static_pcd_collisions,static_pcd_min_distance_m,static_pcd_clearance_m,static_pcd_contact_r015,static_pcd_contact_r020,static_pcd_contact_r025,static_pcd_episodes_r015,static_pcd_episodes_r020,static_pcd_episodes_r025,contact_event_count,first_contact_kind,first_contact_time_s,first_contact_distance_m,first_contact_x,first_contact_y,first_contact_z,first_contact_speed_mps,first_contact_nearest_x,first_contact_nearest_y,first_contact_nearest_z,forensics_json,samples,clearance_samples,final_x,final_y,final_z,min_x,max_x,min_y,max_y,path_length_m,max_speed_mps,closest_final_goal_distance_m,observed_open_time_s,observed_open_x,observed_open_y,observed_close_time_s,observed_close_x,observed_close_y,trap_collisions,trap_min_surface_distance_m,trap_clearance_m,trap_x,trap_y,trigger_x,trigger_y,trigger_mismatch_deg,trap_count,trap_spacing_m,trap_start_offset_m,trap_first_distance_m,trap_last_distance_m,trigger_speed_mps,trap_input_time_s,trap_kept_time_s,trap_keep_delay_s,input_body_relative_deg,input_velocity_relative_deg,kept_body_relative_deg,kept_velocity_relative_deg,trigger_trap_distance_m,trigger_trap_body_relative_deg,trigger_trap_velocity_relative_deg,trigger_trap_angular_radius_deg,trigger_predicted_x,trigger_predicted_y,trigger_trap_nudge_deg,trigger_trap_nudge_lateral_m,event,valid_spawn,invalid_reasons,spawn_time_s,spawn_wall_time_s,trigger_evaluation_time_s,trigger_evaluation_wall_time_s,side,trigger_threshold_x,trigger_z,trigger_yaw_deg,trigger_velocity_yaw_deg,trigger_cruise_duration_s,trigger_cruise_qualified,min_trigger_speed_mps,min_cruise_s,max_trigger_abs_y_m,max_trigger_velocity_yaw_deg,trigger_abs_y_diagnostic_ok,trigger_velocity_yaw_diagnostic_ok,wall_x,blocker_x,blocker_y,wall_y_min,wall_y_max,short_endpoint_y,short_endpoint_x,long_endpoint_y,long_endpoint_x,short_endpoint_inner_edge_deg,long_endpoint_inner_edge_deg,barrier_frame,local_blocker_forward_m,local_short_endpoint_forward_m,local_short_endpoint_lateral_m,local_long_endpoint_forward_m,local_long_endpoint_lateral_m,wall_radius_m,wall_height_m,wall_cylinder_count,wall_center_spacing_m,wall_point_count,horizon_m,intensity,matched_prefix,filter_half_angle_deg,filter_stall_v,filter_stall_t,filter_resume_v,filter_resume_t,filter_velocity_yaw_update_v,filter_frames,filter_published_frames,filter_rate_limited_frames,filter_max_publish_hz,filter_publish_duty_pct,filter_input_points,filter_kept_points,filter_kept_pct,filter_armed,filter_armed_duty_pct,filter_open,filter_open_duty_pct,filter_open_point_duty_pct,filter_recovery_active,filter_open_burst_s,filter_open_cooldown_s,filter_near_field_radius_m,filter_near_field_speed_gain_s,filter_near_field_max_radius_m,filter_max_effective_near_field_radius_m,filter_arm_transitions,filter_open_transitions,filter_close_transitions,filter_first_transition_time_s,filter_first_arm_time_s,filter_first_stall_candidate_time_s,filter_first_open_stall_start_time_s,filter_first_open_time_s,filter_first_open_delay_s,filter_first_close_time_s,filter_first_open_duration_s,filter_stall_candidate_count,filter_max_stall_candidate_duration_s,filter_min_armed_closed_speed_mps,filter_replan_guard_en,filter_replan_guard_bounded,filter_replan_guard_active,filter_replan_guard_burst_s,filter_replan_guard_cooldown_s,filter_replan_fail_streak_open,filter_replan_ok_streak_close,filter_replan_guard_open,filter_replan_guard_open_transitions,filter_replan_guard_close_transitions,filter_replan_guard_open_duty_pct,filter_replan_status_count,filter_replan_fail_count,filter_max_replan_fail_streak,filter_first_replan_guard_open_time_s,recovery_triggered,recovery_reclosed,recovery_spawn_after_arm,recovery_open_after_spawn,recovery_open_during_hold,recovery_success,mission_driver_phase,mission_driver_start_delay_s,mission_driver_approach_radius_m,mission_driver_hold_low_speed_s,mission_driver_low_speed_v,mission_driver_approach_start_time_s,mission_driver_approach_start_wall_time_s,mission_driver_approach_start_speed_mps,mission_driver_hold_start_time_s,mission_driver_hold_start_wall_time_s,mission_driver_hold_start_speed_mps,mission_driver_hold_start_distance_m,mission_driver_release_time_s,mission_driver_release_wall_time_s,mission_driver_release_speed_mps,mission_driver_release_low_speed_duration_s,pts_mean,total_ms_mean,raycast_ms_mean,update_ms_mean,inflation_ms_mean,kept_pct,fsm_cpu_pct,filter_cpu_pct,monitor_cpu_pct,perf_row_start,perf_row_end,input_distance_m,kept_distance_m
seed1,1,adaptive,,strict-burst,cpp,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.44,5,5,0,0.39,True,241490,0,0.486,0.286,,,,,,,0,,,,,,,,,,,,6572,5010,1.06,-0.994,1.166,-26.454,24.025,-25.738,24.867,223.113,7.0,0.0,1787422319.963982,1.954,1.824,1787422320.642748,2.506,2.962,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0.6,1.2,1.5,2,1.5,580,330,250,5,56.897,8775478,3414964,38.915,False,0,False,19.31,20.977,False,0.6,1.4,1.5,0.2,3,2.898397,0,0,0,,,,,,,,,0,0,,True,True,False,0.6,1.4,3,15,False,25,25,19.31,289,199,10,1787422319.96,,,,,,,,,,,,,,,,,,,,,,,10731.585284280936,16.704392408026756,10.86785829431438,5.8344564381270905,1.8304370568561874,38.915,96.5699660932089,2.975299518259349,33.62668388314688,0,299,,
seed1,2,adaptive,,strict-burst,cpp,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.15,5,5,0,0.394,True,241490,0,0.475,0.275,,,,,,,0,,,,,,,,,,,,7060,5736,1.062,-0.997,1.146,-26.46,24.025,-23.98,26.681,225.688,7.0,0.0,1787422397.427736,2.462,0.886,1787422398.446771,5.332,2.971,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0.6,1.2,1.5,2,1.5,556,335,221,5,60.252,8703277,3757462,43.173,False,0,False,22.302,23.829,False,0.6,1.4,1.5,0.2,3,2.898925,0,0,0,,,,,,,,,0,0,,True,True,False,0.6,1.4,3,15,False,29,29,22.302,286,218,13,1787422397.43,,,,,,,,,,,,,,,,,,,,,,,11535.42857142857,16.72787023255814,10.783836943521594,5.942141146179401,1.8708231096345513,43.173,93.22733414322238,2.9353201065821257,30.922802299496663,0,301,,
seed1,3,adaptive,,strict-burst,cpp,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.25,5,5,0,0.423,True,241490,0,0.515,0.315,,,,,,,0,,,,,,,,,,,,7048,5550,1.127,-0.856,1.684,-24.451,24.025,-24.368,25.566,225.79,7.001,0.0,1787422478.217373,2.102,2.099,1787422478.852156,2.604,3.126,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0.6,1.2,1.5,2,1.5,601,341,260,5,56.739,9360231,3578666,38.233,False,0,False,20.3,21.064,False,0.6,1.4,1.5,0.2,3,2.899421,0,0,0,,,,,,,,,0,0,,True,True,False,0.6,1.4,3,15,False,27,27,20.3,335,227,9,1787422478.22,,,,,,,,,,,,,,,,,,,,,,,10723.187702265372,17.00842436893204,11.02895915857605,5.977398961165049,1.8589437864077671,38.233,98.50078019098838,2.827016677279568,,0,309,,
seed1,4,adaptive,,strict-burst,cpp,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.3,5,5,0,0.341,True,241490,0,0.367,0.167,,,,,,,0,,,,,,,,,,,,6874,5300,0.654,-1.049,1.895,-25.626,24.027,-24.18,25.263,228.097,7.001,0.0,1787422560.143137,2.512,2.912,1787422560.817262,3.004,3.737,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0.6,1.2,1.5,2,1.5,559,324,235,5,57.961,8566446,3644120,42.539,True,57.424,True,29.696,33.095,True,0.6,1.4,1.5,0.2,3,2.898052,1,1,0,1787422583.71,1787422583.71,1787422584.59,1787422604,1787422605.21,1.20997,,,15,1.20997,0,True,True,False,0.6,1.4,3,15,False,25,25,19.32,318,206,10,1787422560.14,,,,,,,,,,,,,,,,,,,,,,,11716.591836734693,19.272689149659865,12.509691292517006,6.7610035374149655,2.02253518707483,42.539,97.05057713205596,2.892126771392443,31.90506921867876,0,294,,
seed1,5,adaptive,,strict-burst,cpp,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.72,5,5,0,0.391,True,241490,0,0.5,0.3,,,,,,,0,,,,,,,,,,,,6518,4950,1.071,-0.994,1.596,-26.503,24.025,-24.114,24.932,222.516,7.0,0.0,1787422639.966564,2.318,2.561,1787422640.591908,2.596,3.09,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0.6,1.2,1.5,2,1.5,576,318,258,5,55.208,8757793,3315590,37.859,False,0,False,20.66,22.664,False,0.6,1.4,1.5,0.2,3,2.899483,0,0,0,,,,,,,,,0,0,,True,True,False,0.6,1.4,3,15,False,26,26,20.66,293,213,12,1787422639.97,,,,,,,,,,,,,,,,,,,,,,,10868.572413793103,17.530749310344827,11.358541724137933,6.170237724137931,1.9386513034482757,37.859,101.568010178332,2.8725653040644152,33.61990200497471,0,290,,
seed2,1,adaptive,,strict-burst,cpp,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.34,5,5,0,0.384,True,241490,0,0.392,0.192,,,,,,,0,,,,,,,,,,,,6491,4960,1.08,-0.989,1.713,-24.816,24.025,-24.497,24.523,224.212,7.0,0.0,1787422716.454673,3.852,4.069,1787422717.060236,4.061,4.269,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0.6,1.2,1.5,2,1.5,605,335,270,5,55.372,9250136,3506897,37.912,False,0,False,21.322,24.332,False,0.6,1.4,1.5,0.2,3,2.899912,0,0,0,,,,,,,,,0,0,,True,True,False,0.6,1.4,3,15,False,26,26,21.322,276,198,11,1787422716.45,,,,,,,,,,,,,,,,,,,,,,,10747.1875,18.176574440789476,11.817564769736842,6.3570042006578955,1.9434556743421054,37.912,99.74669210886906,2.8885810044225675,34.190287647516556,0,304,,
seed2,2,adaptive,,strict-burst,cpp,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.77,5,5,0,0.437,True,241490,0,0.547,0.347,,,,,,,0,,,,,,,,,,,,6326,5185,1.057,-1.013,1.942,-25.005,24.025,-25.477,24.103,220.929,7.0,0.0,1787422793.131637,3.992,4.134,1787422793.830653,3.893,4.058,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0.6,1.2,1.5,2,1.5,567,316,251,5,55.732,8605924,3198196,37.163,False,0,False,20.106,20.742,False,0.6,1.4,1.5,0.2,3,2.89974,0,0,0,,,,,,,,,0,0,,True,True,False,0.6,1.4,3,15,False,26,26,20.106,252,185,9,1787422793.13,,,,,,,,,,,,,,,,,,,,,,,10641.64827586207,18.085996068965517,11.660799862068966,6.423160344827586,1.9910001517241378,37.163,99.83226857914237,2.9448439769120625,33.86007974098557,0,290,,
seed2,3,adaptive,,strict-burst,cpp,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.86,5,5,0,0.511,True,241490,0,0.6,0.4,,,,,,,0,,,,,,,,,,,,6158,4850,1.072,-0.979,1.888,-24.95,24.025,-25.188,24.032,220.921,7.028,0.0,1787422867.920978,4.413,4.789,1787422868.564634,4.535,4.984,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0.6,1.2,1.5,2,1.5,527,303,224,5,57.495,8000380,3131423,39.141,False,0,False,22.201,23.051,False,0.6,1.4,1.5,0.2,3,2.90011,0,0,0,,,,,,,,,0,0,,True,True,False,0.6,1.4,3,15,False,24,24,22.201,278,195,11,1787422867.92,,,,,,,,,,,,,,,,,,,,,,,10785.39483394834,18.19496143911439,11.661953505535056,6.530868856088561,2.0748489003690036,39.141,99.26334308890485,2.9604667966845475,33.906639097325645,0,271,,
seed2,4,adaptive,,strict-burst,cpp,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.82,5,5,0,0.351,True,241490,0,0.431,0.231,,,,,,,0,,,,,,,,,,,,5853,4506,0.956,-0.962,1.796,-25.848,24.025,-25.084,24.848,220.17,7.0,0.0,1787422940.644641,4.15,4.423,1787422941.428666,5.419,6.23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0.6,1.2,1.5,2,1.5,531,296,235,5,55.744,8023936,3058679,38.119,False,0,False,23.729,25.882,False,0.6,1.4,1.5,0.2,3,2.898771,0,0,0,,,,,,,,,0,0,,True,True,False,0.6,1.4,3,15,False,25,25,23.729,288,190,11,1787422940.64,,,,,,,,,,,,,,,,,,,,,,,10899.205223880597,19.397876268656717,12.499791119402985,6.895992425373135,2.189235567164179,38.119,102.4874234551278,2.845885529111652,,0,268,,
seed2,5,adaptive,,strict-burst,cpp,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.69,5,5,0,0.42,True,241490,0,0.49,0.29,,,,,,,0,,,,,,,,,,,,6024,4870,0.93,-1.107,0.983,-25.055,24.025,-25.398,24.187,221.384,7.0,0.0,1787423010.670492,4.055,4.277,1787423011.329502,4.919,5.351,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0.6,1.2,1.5,2,1.5,526,305,221,5,57.985,8051347,3183080,39.535,False,0,False,20.152,21.321,False,0.6,1.4,1.5,0.2,3,2.899993,0,0,0,,,,,,,,,0,0,,True,True,False,0.6,1.4,3,15,False,23,23,20.152,268,189,10,1787423010.67,,,,,,,,,,,,,,,,,,,,,,,10728.977859778597,18.10449372693727,11.75124409594096,6.351195018450184,2.05023526199262,39.535,101.02174552301781,3.0387116527952256,,0,271,,
