Total, Raycast, Update_cache, Inflation, PointCloudNumber, CacheNumber, InflationNumber
0.00027579, 0.000177943, 9.6791e-05, 9.224e-06, 1546, 1152, 369
0.000371774, 0.000238525, 0.000132268, 8.776e-06, 1562, 1160, 246
0.000350785, 0.000222016, 0.000127702, 4.991e-06, 1541, 1148, 123
0.000290737, 0.000193065, 9.6339e-05, 3.583e-06, 1573, 1182, 123
0.00035628, 0.000221512, 0.000133737, 9.798e-06, 1556, 1165, 369
0.000201881, 0.000135192, 6.5803e-05, 0, 1549, 1152, 0
0.000242591, 0.000154727, 8.705e-05, 4.019e-06, 1557, 1157, 123
0.000353384, 0.000208477, 0.000143172, 3.654e-06, 1544, 1155, 123
0.000333666, 0.000211005, 0.000121132, 9.56e-06, 1544, 1143, 246
0.000249799, 0.000153569, 9.4896e-05, 6.609e-06, 1560, 1156, 246
0.000207846, 0.000125075, 8.1848e-05, 3.596e-06, 1552, 1159, 123
0.000337989, 0.000220474, 0.000115325, 4.901e-06, 1561, 1166, 123
0.000334494, 0.000207688, 0.000125262, 3.528e-06, 1547, 1147, 123
0.000140568, 9.2936e-05, 4.7027e-05, 0, 1559, 1159, 0
0.00019103, 0.000117943, 7.2297e-05, 3.009e-06, 1549, 1151, 123
0.000306516, 0.000197319, 0.000107914, 0, 1562, 1156, 0
0.000313152, 0.000203421, 0.000107687, 0, 1554, 1161, 0
0.00023558, 0.0001525, 8.1892e-05, 0, 1559, 1168, 0
0.000321702, 0.00020927, 0.000110519, 0, 1557, 1152, 0
0.000157326, 9.9617e-05, 5.7021e-05, 4.279e-06, 1564, 1170, 246
0.000199606, 0.000127746, 7.0956e-05, 0, 1545, 1148, 0
0.000335114, 0.000202948, 0.000129955, 0, 1550, 1143, 0
0.000141373, 9.5091e-05, 4.53e-05, 0, 1574, 1175, 0
0.000317769, 0.000210735, 0.000104988, 5.086e-06, 1560, 1158, 123
0.000323399, 0.000209637, 0.00011187, 0, 1560, 1156, 0
0.000318028, 0.00021021, 0.000106109, 4.832e-06, 1541, 1154, 123
0.000200244, 0.000129124, 7.0108e-05, 0, 1573, 1161, 0
0.000206255, 0.000134795, 7.0116e-05, 0, 1563, 1157, 0
0.000337792, 0.000223804, 0.000111915, 0, 1552, 1150, 0
0.000337708, 0.000227297, 0.000108927, 0, 1548, 1157, 0
0.000311298, 0.000206657, 0.000102727, 4.251e-06, 1555, 1153, 123
0.000337283, 0.000227672, 0.000106975, 0, 1557, 1148, 0
0.00037029, 0.000252657, 0.000115804, 0, 1569, 1164, 0
0.000305077, 0.000192612, 0.000110494, 0, 1554, 1144, 0
0.000204936, 0.000129452, 7.4051e-05, 0, 1527, 1132, 0
0.000203735, 0.000132896, 6.9761e-05, 0, 1544, 1149, 0
0.00030212, 0.000194966, 0.000105586, 0, 1555, 1146, 0
0.000340543, 0.000233839, 0.000104816, 0, 1538, 1141, 0
0.000232108, 0.000139166, 9.089e-05, 4.468e-06, 1545, 1143, 123
0.000217246, 0.000128751, 8.7254e-05, 3.964e-06, 1547, 1151, 123
0.000340426, 0.000213835, 0.000124773, 8.17e-06, 1556, 1149, 246
0.000212313, 0.00012622, 8.4921e-05, 5.96e-06, 1557, 1151, 246
0.000344663, 0.000215099, 0.000128402, 8.752e-06, 1569, 1169, 246
0.000327209, 0.000214154, 0.000111582, 0, 1547, 1156, 0
0.000413045, 0.000275352, 0.000136256, 6.441e-06, 1552, 1158, 123
0.00020454, 0.00013227, 7.1351e-05, 0, 1545, 1144, 0
0.000307475, 0.000193455, 0.000112644, 5.121e-06, 1532, 1140, 123
0.00019726, 0.000125239, 7.0624e-05, 0, 1561, 1157, 0
0.000241718, 0.000146012, 9.4388e-05, 9.946e-06, 1545, 1152, 492
0.000346362, 0.000222421, 0.000122504, 4.254e-06, 1539, 1137, 123
0.000333694, 0.000224834, 0.000107778, 8.286e-06, 1548, 1149, 369
0.000329478, 0.000204288, 0.00012327, 8.013e-06, 1556, 1161, 246
0.000244505, 0.000157027, 8.6628e-05, 5.163e-06, 1562, 1160, 246
0.000212666, 0.000134352, 7.7148e-05, 3.407e-06, 1564, 1155, 123
0.000212073, 0.000132521, 7.8969e-05, 6.746e-06, 1550, 1152, 246
0.000377157, 0.000251572, 0.000124232, 9.293e-06, 1535, 1136, 246
0.000323939, 0.000203754, 0.000118215, 5.233e-06, 1562, 1157, 123
0.000339093, 0.000205153, 0.000132546, 4.711e-06, 1539, 1141, 123
0.000331941, 0.00025095, 7.8963e-05, 0, 1564, 1166, 0
0.000352115, 0.000211447, 0.000138961, 0, 1564, 1168, 0
0.000220795, 0.000146203, 7.307e-05, 3.216e-06, 1546, 1141, 123
0.000352254, 0.000234917, 0.000115722, 5.89e-06, 1562, 1170, 123
0.000323007, 0.000200233, 0.000121095, 0, 1546, 1146, 0
0.000477479, 0.000337318, 0.000138606, 1.225e-05, 1552, 1150, 246
0.000221298, 0.000136532, 8.2838e-05, 7.39e-06, 1570, 1174, 246
0.000254198, 0.000170646, 8.2727e-05, 5.67e-06, 1565, 1163, 246
0.000313313, 0.000196669, 0.000115342, 9.032e-06, 1559, 1157, 246
0.000267778, 0.000162618, 0.000103183, 1.615e-05, 1545, 1146, 615
0.00022949, 0.000131122, 9.7298e-05, 4.012e-06, 1555, 1152, 123
0.000318793, 0.000201209, 0.000115298, 0, 1541, 1137, 0
0.000217269, 0.000144238, 7.2286e-05, 0, 1544, 1145, 0
0.000237526, 0.000154426, 8.1093e-05, 0, 1548, 1158, 0
0.000340432, 0.000222248, 0.000116846, 0, 1568, 1159, 0
0.000318689, 0.000210899, 0.000105598, 5.016e-06, 1556, 1160, 123
0.000321486, 0.000221811, 9.7261e-05, 0, 1554, 1160, 0
0.000354059, 0.000208129, 0.000144295, 0, 1545, 1153, 0
0.000339683, 0.000230665, 0.000106779, 0, 1565, 1170, 0
0.000320832, 0.000204234, 0.000114427, 0, 1544, 1146, 0
0.000231572, 0.000149006, 7.2727e-05, 0, 1554, 1153, 0
0.000264038, 0.000166687, 9.6261e-05, 0, 1552, 1162, 0
0.000307969, 0.000200867, 0.00010567, 4.126e-06, 1542, 1142, 123
0.000219619, 0.000134691, 8.4011e-05, 0, 1563, 1166, 0
0.00021996, 0.00013585, 8.2604e-05, 4.587e-06, 1542, 1155, 123
0.00032806, 0.000223326, 0.00010338, 0, 1550, 1152, 0
0.000337746, 0.000212228, 0.000124221, 5.075e-06, 1564, 1168, 123
0.000146436, 9.2387e-05, 5.3302e-05, 4.586e-06, 1549, 1160, 246
0.000221982, 0.00013366, 8.7034e-05, 3.723e-06, 1558, 1170, 123
0.000350518, 0.000219357, 0.000129819, 1.4751e-05, 1566, 1165, 492
0.000164998, 0.000110398, 5.3537e-05, 2.285e-06, 1553, 1169, 123
0.00020469, 0.000129719, 7.3961e-05, 0, 1560, 1161, 0
0.000323985, 0.000208902, 0.000113285, 8.066e-06, 1554, 1165, 246
0.000206203, 0.000131406, 7.1396e-05, 0, 1555, 1162, 0
0.000356416, 0.000235592, 0.000119281, 9.647e-06, 1556, 1159, 369
0.00029079, 0.000216695, 7.2426e-05, 0, 1552, 1156, 0
0.000352344, 0.00023448, 0.000116836, 8.69e-06, 1544, 1151, 246
0.00021912, 0.000138029, 7.977e-05, 0, 1557, 1164, 0
0.000210088, 0.0001262, 8.1891e-05, 0, 1542, 1148, 0
0.000263147, 0.00018353, 7.8335e-05, 3.341e-06, 1572, 1178, 123
0.000316522, 0.000208668, 0.000106204, 0, 1546, 1152, 0
0.00025465, 0.000161926, 9.145e-05, 0, 1553, 1155, 0
0.000213252, 0.000130014, 8.2249e-05, 3.812e-06, 1570, 1168, 123
0.000191341, 0.000119114, 7.156e-05, 1.25e-05, 1551, 1148, 861
0.000257603, 0.00014109, 0.00011554, 2.891e-05, 1553, 1152, 1353
0.000357165, 0.000204813, 0.000150663, 2.9093e-05, 1546, 1155, 1230
0.000282853, 0.000159024, 0.000122842, 2.8503e-05, 1530, 1141, 1230
0.000172272, 9.2351e-05, 7.8622e-05, 1.2683e-05, 1542, 1148, 738
0.000301237, 0.000155908, 0.000143917, 3.3631e-05, 1569, 1165, 1599
0.000386079, 0.000212528, 0.000171234, 4.1964e-05, 1536, 1141, 1722
0.00023768, 0.000129783, 0.000106448, 2.5444e-05, 1557, 1157, 1230
0.000319287, 0.000167062, 0.000151445, 3.2303e-05, 1550, 1158, 1599
0.000287372, 0.000156329, 0.000129593, 3.482e-05, 1538, 1143, 1845
0.000354502, 0.000214985, 0.000137703, 4.1989e-05, 1538, 1154, 2337
0.000384043, 0.000195451, 0.000187526, 5.6241e-05, 1547, 1150, 3198
0.000269894, 0.000133069, 0.00013592, 3.8088e-05, 1547, 1141, 1845
0.000273558, 0.000140081, 0.000132212, 3.5682e-05, 1553, 1156, 2214
0.000413341, 0.000232942, 0.00017907, 2.2372e-05, 1551, 1156, 738
0.000319545, 0.000204142, 0.000113966, 1.5979e-05, 1544, 1147, 738
0.000153275, 9.0393e-05, 6.207e-05, 5.139e-06, 1553, 1164, 246
0.000357819, 0.000220908, 0.000135367, 1.3306e-05, 1555, 1158, 492
0.000208451, 0.000132442, 7.4741e-05, 8.881e-06, 1544, 1154, 369
0.000203571, 0.000128816, 7.4085e-05, 0, 1542, 1143, 0
0.000222734, 0.000145481, 7.6252e-05, 3.93e-06, 1567, 1161, 123
0.000220746, 0.000137021, 8.2349e-05, 4.032e-06, 1549, 1155, 123
0.000224141, 0.000148086, 7.465e-05, 0, 1556, 1161, 0
0.000313016, 0.000201352, 0.000110021, 0, 1542, 1142, 0
0.000312107, 0.000199936, 0.000110238, 3.247e-06, 1537, 1141, 123
0.000213075, 0.000130971, 8.0403e-05, 3.863e-06, 1548, 1150, 123
0.000228944, 0.000135184, 9.2861e-05, 1.5521e-05, 1551, 1151, 1353
0.000212808, 0.000125707, 8.6267e-05, 5.435e-06, 1575, 1167, 246
0.000324876, 0.000199853, 0.000123357, 1.2031e-05, 1534, 1138, 369
0.000394946, 0.000204918, 0.000188308, 1.2706e-05, 1554, 1153, 492
0.000363674, 0.000221852, 0.000140017, 1.7771e-05, 1565, 1160, 861
0.000340633, 0.000202877, 0.000136096, 1.8096e-05, 1558, 1159, 738
0.000365005, 0.000202688, 0.000160842, 3.2057e-05, 1551, 1169, 1599
0.000166011, 9.4598e-05, 6.9994e-05, 1.085e-05, 1547, 1154, 738
0.000220982, 0.000128703, 9.1371e-05, 1.0279e-05, 1545, 1149, 369
0.000214348, 0.00012885, 8.4629e-05, 8.488e-06, 1552, 1152, 369
0.00022824, 0.000124088, 0.00010337, 1.5553e-05, 1552, 1148, 738
0.00033271, 0.000218155, 0.000113299, 4.315e-06, 1558, 1149, 123
0.000317865, 0.000207402, 0.000108867, 7.027e-06, 1552, 1138, 246
0.000282377, 0.000175333, 0.000105535, 6.162e-06, 1551, 1150, 246
0.000330159, 0.000217231, 0.000111374, 4.251e-06, 1548, 1147, 123
0.000292174, 0.00021576, 7.4129e-05, 0, 1551, 1152, 0
0.000310507, 0.000205907, 0.000103009, 0, 1555, 1148, 0
0.000310929, 0.000209957, 9.9182e-05, 0, 1551, 1159, 0
0.000141851, 9.4235e-05, 4.6945e-05, 0, 1543, 1142, 0
0.000373998, 0.000247716, 0.000125155, 5.189e-06, 1558, 1153, 123
0.000200214, 0.00013371, 6.5122e-05, 0, 1558, 1157, 0
0.000222902, 0.000147345, 7.4266e-05, 0, 1560, 1160, 0
0.000221051, 0.000124414, 9.5264e-05, 0, 1563, 1174, 0
0.000224459, 0.000151229, 7.0045e-05, 0, 1555, 1161, 0
0.000275351, 0.000202875, 7.1048e-05, 0, 1550, 1156, 0
0.000259281, 0.000156891, 0.000100774, 0, 1554, 1158, 0
0.000316964, 0.000238294, 7.7368e-05, 3.485e-06, 1549, 1154, 123
0.000202437, 0.00012721, 7.4318e-05, 3.276e-06, 1570, 1167, 123
0.000198728, 0.000126408, 7.14e-05, 0, 1565, 1159, 0
0.000233944, 0.000153449, 7.913e-05, 3.561e-06, 1565, 1166, 123
0.000270891, 0.000185112, 8.4486e-05, 3.619e-06, 1559, 1173, 123
0.000245989, 0.000173251, 7.1395e-05, 0, 1541, 1146, 0
0.000189789, 0.00013976, 4.8643e-05, 2.239e-06, 1540, 1148, 123
0.000138563, 9.2111e-05, 4.5652e-05, 0, 1548, 1152, 0
0.000237491, 0.000163553, 7.3072e-05, 0, 1565, 1161, 0
0.000161362, 0.000109558, 4.8471e-05, 0, 1552, 1157, 0
0.000353843, 0.000242041, 0.000110105, 4.692e-06, 1557, 1163, 123
0.000308654, 0.000202637, 0.000104837, 4.371e-06, 1548, 1144, 123
0.000227492, 0.000149998, 7.6256e-05, 3.286e-06, 1557, 1162, 123
0.000356184, 0.000271353, 8.3077e-05, 0, 1558, 1161, 0
0.000340698, 0.000214044, 0.000124644, 5.066e-06, 1550, 1152, 123
0.000310642, 0.000207674, 0.000101293, 0, 1533, 1143, 0
0.000232024, 0.000155854, 7.4901e-05, 0, 1562, 1167, 0
0.000201427, 0.000130708, 6.8592e-05, 0, 1562, 1166, 0
0.000387747, 0.000258958, 0.000127097, 5.679e-06, 1564, 1168, 123
0.000221524, 0.000144433, 7.6121e-05, 0, 1543, 1145, 0
0.000199921, 0.000133592, 6.4769e-05, 0, 1542, 1139, 0
0.000225651, 0.000150988, 7.3068e-05, 0, 1558, 1151, 0
0.000363275, 0.000245646, 0.000116036, 0, 1549, 1142, 0
0.000216933, 0.000145194, 7.0514e-05, 0, 1561, 1159, 0
0.000342703, 0.000251505, 8.9053e-05, 4.053e-06, 1553, 1144, 123
0.000337302, 0.000220637, 0.000114518, 3.959e-06, 1559, 1154, 123
0.000230113, 0.000149149, 7.9951e-05, 3.42e-06, 1575, 1171, 123
0.000438227, 0.000334872, 0.000101569, 1.2419e-05, 1562, 1159, 492
0.000302715, 0.000213948, 8.7295e-05, 6.568e-06, 1559, 1151, 246
0.00023936, 0.000154862, 8.3061e-05, 3.001e-06, 1555, 1155, 123
0.000162653, 0.000108269, 5.3106e-05, 2.464e-06, 1554, 1151, 123
0.00028208, 0.00019718, 8.3312e-05, 0, 1555, 1156, 0
0.000308493, 0.000205526, 0.000101837, 0, 1560, 1154, 0
0.000235506, 0.000158697, 7.5302e-05, 0, 1556, 1159, 0
0.00019736, 0.000125808, 6.9703e-05, 0, 1542, 1153, 0
0.000238027, 0.000162199, 7.5111e-05, 3.461e-06, 1559, 1159, 123
0.000328128, 0.000223552, 0.00010284, 0, 1545, 1148, 0
0.000239284, 0.000163543, 7.4292e-05, 0, 1530, 1135, 0
0.000206616, 0.000136323, 6.9603e-05, 0, 1549, 1147, 0
0.000222434, 0.000170823, 5.051e-05, 0, 1549, 1151, 0
0.000320226, 0.000214723, 0.000104113, 0, 1559, 1162, 0
0.000159626, 0.000103151, 5.5661e-05, 2.868e-06, 1534, 1138, 123
0.000288173, 0.000219037, 6.7633e-05, 0, 1536, 1142, 0
0.00014064, 9.227e-05, 4.7492e-05, 0, 1550, 1146, 0
0.000195536, 0.000145301, 4.8626e-05, 0, 1553, 1151, 0
0.000222344, 0.000150382, 7.0897e-05, 0, 1534, 1139, 0
0.00019257, 0.000123334, 6.7585e-05, 0, 1548, 1152, 0
0.000445902, 0.000320452, 0.000123384, 0, 1548, 1147, 0
0.000322772, 0.000200373, 0.00012058, 0, 1548, 1149, 0
0.000205358, 0.000134902, 6.897e-05, 0, 1554, 1162, 0
0.000373897, 0.000259789, 0.000112255, 0, 1529, 1135, 0
0.000303081, 0.000204134, 9.7675e-05, 0, 1561, 1153, 0
0.000204205, 0.0001548, 4.8278e-05, 0, 1547, 1147, 0
0.000317786, 0.00021858, 9.7585e-05, 9.216e-06, 1540, 1145, 369
0.000198972, 0.000132965, 6.4601e-05, 0, 1538, 1139, 0
0.000225972, 0.000149824, 7.4916e-05, 4.029e-06, 1549, 1150, 123
0.000269006, 0.000187519, 8.0108e-05, 3.945e-06, 1568, 1163, 123
0.000310676, 0.00019809, 0.000110744, 0, 1548, 1159, 0
0.000209105, 0.000140748, 6.7035e-05, 0, 1567, 1170, 0
0.000357078, 0.000254184, 0.000101262, 0, 1560, 1167, 0
0.000206358, 0.00013472, 7.0593e-05, 0, 1547, 1152, 0
0.000211927, 0.000136204, 7.4731e-05, 3.19e-06, 1544, 1144, 123
0.000351126, 0.000226771, 0.000123199, 4.793e-06, 1557, 1151, 123
0.000242607, 0.000146443, 9.5017e-05, 1.2668e-05, 1556, 1155, 492
0.000274369, 0.000196347, 7.7245e-05, 3.404e-06, 1556, 1155, 123
0.000218296, 0.000155215, 6.1579e-05, 7.714e-06, 1549, 1155, 492
0.000278399, 0.000178762, 9.811e-05, 1.0038e-05, 1554, 1156, 369
0.000351088, 0.000207687, 0.00014226, 2.4027e-05, 1562, 1166, 738
0.000373279, 0.000237242, 0.000134827, 5.488e-06, 1566, 1167, 123
0.000207064, 0.000131815, 7.3772e-05, 3.196e-06, 1550, 1149, 123
0.000199411, 0.000129525, 6.8675e-05, 2.753e-06, 1557, 1161, 123
0.000347926, 0.000227284, 0.000119323, 4.649e-06, 1572, 1167, 123
0.000349606, 0.000227554, 0.000120503, 7.408e-06, 1556, 1156, 246
0.00020149, 0.000132829, 6.7546e-05, 0, 1553, 1148, 0
0.000311034, 0.000204855, 0.000104115, 0, 1566, 1168, 0
0.000275103, 0.000187318, 8.6476e-05, 6.861e-06, 1544, 1143, 246
0.000308375, 0.00020391, 0.000102393, 0, 1544, 1146, 0
0.000197072, 0.000131801, 6.3971e-05, 5.579e-06, 1567, 1164, 246
0.00426789, 0.000435978, 0.00383073, 0.00234165, 3575, 2772, 185976
0.00185713, 0.000711619, 0.00114347, 0.000580742, 3577, 2784, 41451
0.00180346, 0.000702626, 0.00109926, 0.000465669, 3567, 2782, 24600
0.000833353, 0.000324974, 0.000507511, 0.000228904, 3554, 2765, 17958
0.00110289, 0.000449638, 0.000651724, 0.000306139, 3583, 2793, 18081
0.00100994, 0.000423553, 0.000585352, 0.000245496, 3590, 2780, 13653
0.00138939, 0.00068865, 0.000698751, 0.000245095, 3560, 2762, 10332
0.00131377, 0.000720073, 0.000591731, 0.000213095, 3566, 2774, 8979
0.00106005, 0.000584686, 0.000474273, 0.000153469, 3579, 2797, 7257
0.000845073, 0.000425911, 0.000417843, 0.000126438, 3596, 2791, 6519
0.000876224, 0.000551278, 0.000323827, 0.000113208, 3580, 2780, 7134
0.00149547, 0.000703418, 0.000790463, 0.00030984, 3574, 2786, 14391
0.00113147, 0.000643439, 0.000485926, 0.000172264, 3592, 2796, 9840
0.00131252, 0.000666715, 0.000644271, 0.000183787, 3568, 2765, 7872
0.00141208, 0.000721907, 0.000688672, 0.000212711, 3580, 2777, 8856
0.000799175, 0.000400053, 0.000397746, 0.000125431, 3578, 2781, 6273
0.000776273, 0.000438663, 0.000336412, 7.3053e-05, 3589, 2786, 3690
0.000975469, 0.000507527, 0.000466682, 0.00011239, 3602, 2807, 6273
0.0012591, 0.000720577, 0.000532711, 0.000122504, 3565, 2771, 3936
0.00119273, 0.000703045, 0.000488191, 8.0033e-05, 3578, 2781, 2952
0.00114104, 0.000642382, 0.000497346, 8.4081e-05, 3541, 2755, 3075
0.00111652, 0.000726183, 0.000388314, 6.1269e-05, 3577, 2781, 2091
0.000519768, 0.000306149, 0.000212743, 3.8852e-05, 3565, 2773, 2091
0.00110973, 0.000645631, 0.000462417, 6.4612e-05, 3593, 2795, 2091
0.000676063, 0.000406605, 0.000268602, 2.8024e-05, 3548, 2759, 984
0.000810487, 0.000478671, 0.00033038, 7.5358e-05, 3583, 2788, 3198
0.00111886, 0.000574863, 0.000542476, 0.000113377, 3573, 2775, 4182
0.000609441, 0.000306946, 0.000301489, 0.000110202, 3585, 2782, 7626
0.00117187, 0.000469712, 0.000700315, 0.00033983, 3559, 2770, 20418
0.000847935, 0.000311988, 0.000534647, 0.000274431, 3592, 2802, 22140
0.00133986, 0.000464687, 0.000873784, 0.000404901, 3562, 2772, 21525
0.00156166, 0.000714991, 0.000845216, 0.000426029, 3597, 2804, 25092
0.00120323, 0.000429944, 0.000772046, 0.000374446, 3586, 2799, 22386
0.00124722, 0.000603499, 0.000641861, 0.000235024, 3589, 2789, 11070
0.00108987, 0.000409444, 0.000679539, 0.000190502, 3572, 2776, 7749
0.0013212, 0.000701132, 0.000618494, 0.000247001, 3569, 2785, 11931
0.000967577, 0.000435682, 0.000530956, 0.000209981, 3590, 2797, 11562
0.000977981, 0.000469938, 0.000506855, 0.000194512, 3560, 2772, 12054
0.00121763, 0.000678564, 0.000536919, 0.000161107, 3559, 2761, 6765
0.00121513, 0.000681275, 0.000532403, 0.000164364, 3591, 2789, 7872
0.0008306, 0.000418344, 0.000410671, 0.0001198, 3570, 2771, 5412
0.00131292, 0.000680009, 0.000631123, 0.000150924, 3582, 2782, 5043
0.00126081, 0.000698869, 0.00055957, 0.000124622, 3546, 2752, 4797
0.00132136, 0.000666203, 0.000652552, 0.000124803, 3575, 2780, 3444
0.000809362, 0.000423542, 0.000385042, 9.7899e-05, 3590, 2794, 4182
0.0012805, 0.000738149, 0.000534759, 0.000110195, 3581, 2788, 4182
0.000748597, 0.000409968, 0.000337016, 7.9444e-05, 3576, 2761, 3444
0.00120121, 0.000679227, 0.000520502, 9.1848e-05, 3583, 2786, 3321
0.00109367, 0.000671352, 0.000420596, 0.00010702, 3580, 2778, 4797
0.00081387, 0.000402587, 0.000410255, 0.000129999, 3585, 2790, 7257
0.000803002, 0.000432412, 0.00036977, 8.9131e-05, 3587, 2788, 4428
0.00115585, 0.000652723, 0.000500521, 9.223e-05, 3557, 2762, 3567
0.00107077, 0.000668141, 0.000400553, 6.7623e-05, 3565, 2779, 3444
0.000835923, 0.000461631, 0.000372756, 7.7324e-05, 3597, 2797, 3075
0.00122452, 0.000674799, 0.000547493, 0.000103952, 3573, 2778, 3567
0.00114017, 0.000688675, 0.000449656, 6.2666e-05, 3575, 2785, 1968
0.000841387, 0.00048505, 0.000355339, 5.4446e-05, 3562, 2771, 2583
0.00158132, 0.000944712, 0.000633882, 4.883e-05, 3594, 2794, 1599
0.000511915, 0.00031267, 0.000198126, 2.4551e-05, 3579, 2787, 1476
0.00091396, 0.000568961, 0.000343054, 3.5568e-05, 3585, 2793, 1353
0.00111518, 0.000705299, 0.000407961, 1.9484e-05, 3587, 2780, 615
0.00112536, 0.000723237, 0.000400555, 2.1569e-05, 3568, 2776, 615
0.00104752, 0.000756343, 0.000289595, 2.3186e-05, 3588, 2797, 861
0.000984211, 0.00066707, 0.000315397, 1.1513e-05, 3594, 2801, 369
0.000764648, 0.0005083, 0.000255239, 1.1868e-05, 3570, 2772, 369
0.00102854, 0.000657461, 0.000369407, 2.3766e-05, 3552, 2754, 369
0.000662541, 0.000411944, 0.000249586, 1.2166e-05, 3554, 2759, 369
0.000681077, 0.000445739, 0.000232983, 7.043e-06, 3601, 2804, 246
0.000639054, 0.000402011, 0.00023592, 7.637e-06, 3589, 2791, 246
0.000955581, 0.000664111, 0.000289739, 1.3307e-05, 3555, 2760, 492
0.000716318, 0.000462192, 0.000253133, 2.2621e-05, 3554, 2773, 738
0.00101062, 0.000693089, 0.000316108, 2.0021e-05, 3580, 2785, 615
0.000992684, 0.000626382, 0.000364412, 3.4918e-05, 3582, 2787, 1107
0.000661531, 0.000411493, 0.000249065, 1.7085e-05, 3556, 2771, 615
0.00105903, 0.000643022, 0.000414021, 4.1915e-05, 3575, 2783, 1353
0.00100102, 0.000614291, 0.000385082, 3.2348e-05, 3557, 2767, 1230
0.000995384, 0.000601789, 0.000391657, 3.3831e-05, 3572, 2788, 1107
0.0010551, 0.000635013, 0.000418505, 5.0034e-05, 3567, 2772, 1599
0.00103324, 0.000619693, 0.000412028, 5.1299e-05, 3568, 2771, 1968
0.00107085, 0.000630511, 0.000438878, 7.2691e-05, 3547, 2766, 1845
0.00114135, 0.000657532, 0.000482231, 5.9597e-05, 3550, 2758, 2091
0.00103204, 0.000625504, 0.000405147, 3.9834e-05, 3591, 2788, 1353
0.00107127, 0.000647204, 0.000422109, 6.0503e-05, 3625, 2823, 1845
0.00114246, 0.000685987, 0.000454814, 5.3243e-05, 3569, 2785, 1722
0.00070782, 0.000406016, 0.000301148, 5.5146e-05, 3576, 2783, 2337
0.00104604, 0.000635776, 0.000408929, 4.2551e-05, 3575, 2784, 1599
0.00108763, 0.000619071, 0.000466643, 7.1138e-05, 3558, 2769, 2829
0.000678594, 0.000392336, 0.000285184, 4.6092e-05, 3556, 2766, 2091
0.00102181, 0.000614736, 0.000405503, 4.1042e-05, 3560, 2762, 1599
0.00109947, 0.000692893, 0.000405111, 5.4514e-05, 3569, 2779, 2091
0.000637616, 0.000392489, 0.000243971, 2.2607e-05, 3580, 2777, 861
0.000616062, 0.000371353, 0.000243274, 1.8352e-05, 3566, 2766, 738
0.000662388, 0.000390396, 0.000270779, 3.6282e-05, 3589, 2793, 1476
0.00120468, 0.000721473, 0.000481152, 7.0445e-05, 3576, 2782, 2214
0.000664373, 0.000380456, 0.000283138, 5.1358e-05, 3582, 2776, 3198
0.000826046, 0.000461478, 0.000363354, 6.5245e-05, 3548, 2759, 2706
0.00111452, 0.000666839, 0.000445597, 6.144e-05, 3561, 2762, 1722
0.00107045, 0.000740345, 0.000328387, 6.5484e-05, 3578, 2792, 2952
0.000833763, 0.000478085, 0.000354486, 5.9301e-05, 3589, 2796, 1845
0.000675944, 0.000398236, 0.000276682, 3.4237e-05, 3585, 2779, 1476
0.00114403, 0.000676829, 0.000465369, 8.2728e-05, 3576, 2768, 2337
0.00102098, 0.000619011, 0.000400709, 3.6991e-05, 3573, 2774, 1353
0.000712607, 0.000410478, 0.000301089, 4.2747e-05, 3577, 2784, 2460
0.000835919, 0.000405785, 0.000428736, 0.000117848, 3604, 2807, 6765
0.000801257, 0.000400965, 0.000399284, 0.000118873, 3554, 2762, 6150
0.00104678, 0.000624034, 0.000421064, 9.8182e-05, 3588, 2787, 4182
0.000748335, 0.000399465, 0.000348141, 8.511e-05, 3577, 2774, 4920
0.00101265, 0.000635537, 0.000375307, 7.008e-05, 3570, 2777, 3444
0.000908023, 0.000548764, 0.000358312, 6.5233e-05, 3561, 2755, 2460
0.000666492, 0.000409666, 0.000255818, 2.4523e-05, 3594, 2793, 861
0.00106531, 0.000771883, 0.000291996, 2.789e-05, 3579, 2780, 984
0.000985964, 0.000627034, 0.000357422, 3.9233e-05, 3576, 2774, 1107
0.000607659, 0.000376848, 0.000229731, 1.6671e-05, 3569, 2780, 738
0.000912739, 0.00062741, 0.000283891, 7.345e-06, 3574, 2765, 246
0.000949078, 0.00059921, 0.000348246, 1.344e-05, 3580, 2795, 369
0.000622139, 0.000392938, 0.000228409, 1.0147e-05, 3567, 2771, 369
0.000983277, 0.000652403, 0.000329447, 4.572e-06, 3556, 2773, 123
0.000969346, 0.000629391, 0.000338469, 8.21e-06, 3590, 2795, 246
0.000987727, 0.00061696, 0.000369293, 2.3075e-05, 3552, 2771, 615
0.000651125, 0.00041462, 0.000235695, 1.1743e-05, 3587, 2788, 369
0.000619949, 0.000389976, 0.000229098, 1.7406e-05, 3554, 2767, 615
0.000931441, 0.000634438, 0.000295722, 2.0696e-05, 3567, 2769, 738
0.00077492, 0.000486664, 0.000287393, 2.2886e-05, 3575, 2784, 861
0.00100857, 0.000665283, 0.000341161, 1.6639e-05, 3591, 2781, 492
0.000974607, 0.000632621, 0.000340749, 1.9436e-05, 3569, 2775, 615
0.000963839, 0.000596947, 0.000364605, 2.6202e-05, 3593, 2796, 984
0.000932532, 0.000595672, 0.000335634, 1.4487e-05, 3574, 2773, 492
0.000688481, 0.000441247, 0.000246279, 1.0218e-05, 3595, 2791, 369
0.000976289, 0.000622695, 0.000351193, 2.2024e-05, 3572, 2774, 738
