map,run,mode,success,mission_time_s,waypoints_reached,n_waypoints,collisions,min_clearance_m,samples,pts_mean,total_ms_mean,raycast_ms_mean,update_ms_mean,inflation_ms_mean,kept_pct,fsm_cpu_pct,filter_cpu_pct,perf_row_start,perf_row_end
seed7,3,full,True,38.81,5,5,0,0.563,3876,8021.27602905569,1.4879203559322034,0.5858627215496368,0.9006383849878935,0.3656950629539952,,85.70322220654178,7.128176221230371,0,413
seed7,3,sector,True,38.84,5,5,0,0.581,3879,2460.7226277372265,0.6043372919708029,0.18315516301703164,0.4199421703163017,0.21401370559610705,31,85.85622256348658,7.830837616073266,0,411
seed7,3,adaptive,True,37.97,5,5,0,0.532,3795,2438.089330024814,0.6299939181141438,0.18392944913151366,0.44476061042183623,0.23103689330024815,31,85.03945348959559,7.950882378555671,0,403
seed7,4,full,True,38.36,5,5,0,0.464,3829,8168.226044226044,1.5047091056511057,0.5990179041769043,0.904027167076167,0.36487322113022114,,87.0333295667199,7.412347644197926,0,407
seed7,4,sector,True,37.96,5,5,0,0.538,3789,2444.8987654320986,0.5977931333333333,0.1771651283950617,0.4193876024691358,0.21297425679012344,31,83.77926310844636,7.652198333843336,0,405
seed7,4,adaptive,True,39.55,5,5,0,0.531,3952,2480.906474820144,0.6139625539568345,0.1812822206235012,0.4314782086330935,0.22307024700239808,31,84.24434089727798,7.793757545093742,0,417
seed7,5,full,True,38.58,5,5,0,0.558,3852,8059.9126213592235,1.506419131067961,0.5877878640776699,0.9169850388349514,0.36364372330097083,,85.64231624292144,7.198684627557144,0,412
seed7,5,sector,True,38.14,5,5,0,0.527,3812,2344.8627450980393,0.6213203235294118,0.17920822549019608,0.44079285539215685,0.2276769019607843,30,87.83743489039709,7.782017968000478,0,408
seed7,5,adaptive,True,39.84,5,5,0,0.687,3983,2355.62441314554,0.6298475258215962,0.18614007276995304,0.44233232863849764,0.22710390845070422,30,86.27147530370596,8.083595903323564,0,426
seed8,1,full,True,40.6,5,5,0,0.649,4052,7963.340375586855,1.4533603708920189,0.5808673427230047,0.871104072769953,0.34362830985915493,,87.31241056409469,7.2509616907962045,0,426
seed8,1,sector,True,40.41,5,5,0,0.694,4039,2284.867441860465,0.6003840069767442,0.17569163023255815,0.4234440953488372,0.21571192325581395,29,86.00461703598053,7.999112285177318,0,430
seed8,1,adaptive,True,38.54,5,5,0,0.712,3853,2416.268765133172,0.6184730823244552,0.18104689830508475,0.4362277239709443,0.22827545278450365,30,85.69551688050304,7.793766175024265,0,413
seed8,2,full,True,39.54,5,5,0,0.607,3952,7811.125295508275,1.4928650449172578,0.595211073286052,0.8961468321513002,0.35157901654846335,,89.49844591186965,7.646104239295614,0,423
seed8,2,sector,True,39.16,5,5,0,0.423,3913,2380.8740920096852,0.6058663292978208,0.18227848668280872,0.42221494188861985,0.21647721307506052,31,85.8326266399924,7.962215911163848,0,413
seed8,2,adaptive,True,38.82,5,5,0,0.589,3880,2440.4576271186443,0.6258776053268764,0.18917253026634384,0.43535699273607753,0.22417857384987894,31,86.8610376627581,7.956572298682444,0,413
seed8,3,full,True,39.23,5,5,0,0.703,3919,7748.909307875895,1.4459209403341289,0.5716602243436755,0.8728172482100238,0.35181336992840095,,87.31776338379396,7.3208034506356725,0,419
seed8,3,sector,True,40.79,5,5,0,0.713,4076,2494.8078703703704,0.6127009768518519,0.18914992361111113,0.42228322916666666,0.21135322685185184,31,81.36988838097996,7.93445558351296,0,432
seed8,3,adaptive,True,39.0,5,5,0,0.661,3892,2534.778313253012,0.6560339325301205,0.19309853975903613,0.4616833421686747,0.2372058795180723,31,86.8330602050914,8.04245427413409,0,415
seed8,4,full,True,38.32,5,5,0,0.698,3832,7876.9951219512195,1.4686658390243903,0.5852408536585365,0.8818872585365854,0.3526698268292683,,88.19088178684811,7.371309399906633,0,410
seed8,4,sector,True,39.95,5,5,0,0.659,3992,2438.1317647058822,0.5945953247058824,0.18084665411764705,0.4124899223529412,0.20957892470588235,30,81.50915546990588,8.000564196295905,0,425
seed8,4,adaptive,True,38.56,5,5,0,0.757,3848,2528.6796116504856,0.6323965339805825,0.18857361165048542,0.44251525485436893,0.22861865291262137,31,84.33946116676327,8.53599976454985,0,412
seed8,5,full,True,39.47,5,5,0,0.667,3939,7828.083333333333,1.4454887404761905,0.5796628380952381,0.864411680952381,0.34620943333333337,,85.24884100482504,7.063598944433921,0,420
seed8,5,sector,True,39.69,5,5,0,0.537,3962,2300.60663507109,0.6159597914691943,0.18100007582938388,0.4337042890995261,0.22142653317535543,29,88.52992599060245,7.814502271562342,0,422
seed8,5,adaptive,True,38.87,5,5,0,0.654,3884,2408.8265060240965,0.6017035228915663,0.1810773734939759,0.4192732120481928,0.21360998072289156,31,86.93909047646535,7.735880767917459,0,415
seed9,1,full,True,37.05,5,5,0,0.655,3702,8896.918987341773,1.5938582455696202,0.6415302759493671,0.9507601113924051,0.38797626582278477,,87.4534383344298,7.352264928145728,0,395
seed9,1,sector,True,37.36,5,5,0,0.602,3732,2601.5373134328356,0.6250520621890547,0.18991095273631842,0.4340277935323383,0.22366825621890546,29,85.2098720650709,8.142099310048586,0,402
seed9,1,adaptive,True,37.09,5,5,0,0.701,3704,2705.965,0.656141955,0.1995351325,0.45528992749999997,0.2332471775,31,83.67331199296108,7.883690272835766,0,400
seed9,2,full,True,36.94,5,5,0,0.702,3693,8982.740554156171,1.5940016624685138,0.6714290780856423,0.9209990075566751,0.36998323173803527,,86.96777139781717,7.423739007568745,0,397
seed9,2,sector,True,37.79,5,5,0,0.599,3774,2651.2266009852215,0.613857,0.19373638916256156,0.4188332857142857,0.2106976945812808,30,83.09340037472585,7.648402131287336,0,406
seed9,2,adaptive,True,37.12,5,5,0,0.585,3707,2755.6962025316457,0.6497675037974684,0.19963111392405064,0.4485868481012658,0.22888239746835443,30,80.95195037747203,7.698334674276435,0,395
