map,run,mode,success,mission_time_s,waypoints_reached,n_waypoints,collisions,min_clearance_m,samples,pts_mean,total_ms_mean,raycast_ms_mean,update_ms_mean,inflation_ms_mean,kept_pct,perf_row_start,perf_row_end
seed9,2,sector,True,26.63,5,5,0,0.584,2602,5045.768817204301,1.198138930107527,0.3179469946236559,0.8789964731182797,0.47819355913978495,30,0,186
seed9,2,adaptive,True,25.9,5,5,0,0.595,2554,4856.797385620915,1.3677351699346405,0.332845,1.033529980392157,0.5947324248366013,31,0,153
seed9,3,full,True,26.16,5,5,0,0.529,2598,15880.436241610738,3.1959481208053693,1.0685546644295303,2.125671275167785,0.9932398791946309,,0,149
seed9,3,sector,True,26.3,5,5,0,0.632,2537,4921.458064516129,1.2754571161290322,0.3224670451612903,0.9516583161290322,0.5315104903225806,31,0,155
seed9,3,adaptive,True,26.56,5,5,0,0.57,2578,4963.707602339181,1.3226661812865497,0.3283398421052632,0.9928664912280701,0.5602310877192982,31,0,171
seed9,4,full,True,26.78,5,5,0,0.537,2642,16241.094339622641,2.9981645911949686,1.0231422264150942,1.973545364779874,0.8939752641509434,,0,159
seed9,4,sector,True,26.43,5,5,0,0.534,2613,4838.74213836478,1.2443925534591194,0.31538430817610064,0.927705855345912,0.5214321383647799,31,0,159
seed9,4,adaptive,True,26.46,5,5,0,0.585,2590,4880.208860759493,1.308062829113924,0.31766503164556964,0.9890584367088608,0.5590843101265822,31,0,158
seed9,5,full,True,26.5,5,5,0,0.596,2608,15121.704,3.0832408,0.94310404,2.138699936,1.025585168,,0,125
seed9,5,sector,True,26.83,5,5,0,0.557,2656,5239.476415094339,1.2333766226415095,0.3567353396226415,0.8752109198113207,0.4616410283018868,31,0,212
seed9,5,adaptive,True,26.7,5,5,0,0.537,2640,5060.126506024097,1.2664647289156625,0.32217756024096383,0.9428515542168675,0.525718608433735,31,0,166
seed10,1,full,True,27.61,5,5,0,0.542,2698,15864.81512605042,3.3940129411764706,0.985324369747899,2.4073541512605043,1.2547492605042017,,0,119
seed10,1,sector,True,27.21,5,5,0,0.563,2709,5334.95744680851,1.3271672269503545,0.3300742836879433,0.9956840638297874,0.5687891985815603,32,0,141
seed10,1,adaptive,True,26.7,5,5,0,0.577,2614,5299.05223880597,1.3894923358208957,0.3358223432835821,1.052244432835821,0.6067190597014925,31,0,134
seed10,2,full,True,27.77,5,5,0,0.568,2733,15245.542372881357,3.0085857627118644,0.9258336779661017,2.0810817627118645,1.0061720677966102,,0,118
seed10,2,sector,True,27.44,5,5,0,0.597,2715,5100.863636363636,1.3065683484848485,0.3068887121212121,0.9984446363636363,0.5815515227272727,31,0,132
seed10,2,adaptive,True,26.55,5,5,0,0.631,2627,5373.748427672956,1.4029385911949686,0.3652338176100629,1.0364761949685535,0.5782113081761007,31,0,159
seed10,3,full,True,27.31,5,5,0,0.584,2718,15960.333333333334,3.2227698550724635,1.022282115942029,2.1987414057971013,1.0799069782608695,,0,138
