map,metric,full,sector,adaptive,sector_vs_full_comparison_valid,sector_vs_full_reduction_pct,adaptive_vs_full_comparison_valid,adaptive_vs_full_reduction_pct,adaptive_vs_sector_comparison_valid,adaptive_vs_sector_reduction_pct
seed9,mission_time_s,79.55333333333334,77.80666666666666,78.34,True,2.195592055644034,True,1.525182267661114,True,-0.6854596864022093
seed9,map_compute_ms_per_frame,41.6736563821876,11.860948994051482,27.16044383306257,True,71.53849692171201,True,34.825867968063285,True,-128.990478305607
seed9,algorithm_cores_mean,1.5505760568003346,1.0309206198678602,1.0760429315326392,False,,False,,True,-4.376894864180969
seed9,algorithm_core_s,127.01386866666667,82.23143766666666,86.308743,False,,False,,True,-4.958329136675326
seed9,algorithm_cores_p95_1s,1.850248145878133,1.2669412717187991,1.338480337724362,False,,False,,True,-5.646596855157237
seed9,algorithm_peak_pss_mib,3531.4222005208335,3194.087890625,3204.6988932291665,False,,False,,True,-0.3322075962690625
seed9,end_to_end_cores_mean,1.6085156471897941,1.297410700086298,1.4068881847890875,True,19.341120345768562,True,12.535001617980276,True,-8.43815182775258
seed9,end_to_end_core_s,131.7633,103.49776766666666,112.83743333333334,True,21.45174895690479,True,14.363534206161088,True,-9.024026196146341
seed9,end_to_end_cores_p95_1s,1.9109686811139268,1.5460667237788779,1.6824691892951473,True,19.095130178812934,True,11.957259900543445,True,-8.822547139678173
seed9,end_to_end_peak_pss_mib,3578.4475911458335,3574.6259765625,3613.7229817708335,True,0.10679532076393464,True,-0.9857735715420852,True,-1.0937369521924274
seed9,planner_ingress_mib_s,13.534729789600508,4.402562083036427,3.59929352823371,True,67.47210951770045,True,73.40697905177797,True,18.24547932890719
seed9,dds_algorithm_mib_s,,4.402562083036427,3.601971176883391,False,,False,,True,18.184659092890573
all,mission_time_s,79.55333333333334,77.80666666666666,78.34,True,2.195592055644034,True,1.525182267661114,True,-0.6854596864022093
all,map_compute_ms_per_frame,41.6736563821876,11.860948994051482,27.16044383306257,True,71.53849692171201,True,34.825867968063285,True,-128.990478305607
all,algorithm_cores_mean,1.5505760568003346,1.0309206198678602,1.0760429315326392,False,,False,,True,-4.376894864180969
all,algorithm_core_s,127.01386866666667,82.23143766666666,86.308743,False,,False,,True,-4.958329136675326
all,algorithm_cores_p95_1s,1.850248145878133,1.2669412717187991,1.338480337724362,False,,False,,True,-5.646596855157237
all,algorithm_peak_pss_mib,3531.4222005208335,3194.087890625,3204.6988932291665,False,,False,,True,-0.3322075962690625
all,end_to_end_cores_mean,1.6085156471897941,1.297410700086298,1.4068881847890875,True,19.341120345768562,True,12.535001617980276,True,-8.43815182775258
all,end_to_end_core_s,131.7633,103.49776766666666,112.83743333333334,True,21.45174895690479,True,14.363534206161088,True,-9.024026196146341
all,end_to_end_cores_p95_1s,1.9109686811139268,1.5460667237788779,1.6824691892951473,True,19.095130178812934,True,11.957259900543445,True,-8.822547139678173
all,end_to_end_peak_pss_mib,3578.4475911458335,3574.6259765625,3613.7229817708335,True,0.10679532076393464,True,-0.9857735715420852,True,-1.0937369521924274
all,planner_ingress_mib_s,13.534729789600508,4.402562083036427,3.59929352823371,True,67.47210951770045,True,73.40697905177797,True,18.24547932890719
all,dds_algorithm_mib_s,,4.402562083036427,3.601971176883391,False,,False,,True,18.184659092890573
