seed,run,success,waypoints_reached,n_waypoints,mission_time_s,static_pcd_enabled,static_pcd_point_count,static_pcd_collisions,static_pcd_min_distance_m,static_pcd_clearance_m,contact_event_count,path_length_m,max_speed_mps
seed10,post_tighten_smoke,true,5,5,83.92,true,1042220,0,0.462,0.262,0,240.927,6.999
