map,run,mode,experiment_profile,filter_profile,filter_backend,success,run_valid,monitor_type,monitor_flight_cpu_pct,live_cloud_enabled,preflight_ready,preflight_cloud_messages,preflight_odom_messages,goal_messages,position_command_messages,trajectory_flag2_messages,trajectory_flag3_messages,guard_stop_detected,guard_stop_time_s,shadow_safe_candidates,shadow_unsafe_candidates,shadow_skipped_candidates,shadow_validated_candidates,shadow_geometric_unsafe,shadow_map_race,shadow_other_indeterminate,shadow_unsafe_exp,shadow_unsafe_appended_backup,shadow_unsafe_carry_backup,shadow_unsafe_stitch,shadow_validation_ms_mean,shadow_validation_ms_max,shadow_contact_events_with_epoch,shadow_contacts_with_prior_unsafe,shadow_contacts_without_prior_unsafe,shadow_geometric_unsafe_followed_by_contact,shadow_geometric_unsafe_not_followed_by_contact,shadow_nearest_prediction_error_s,shadow_correlated_segments,first_position_command_s,first_trajectory_flag2_s,first_trajectory_flag3_s,max_position_command_gap_s,first_motion_s,start_pose_error_m,start_pose_valid,odom_gap_limit_s,max_odom_gap_s,odom_gap_valid,mission_time_s,waypoints_reached,n_waypoints,collisions,min_clearance_m,static_pcd_enabled,static_pcd_point_count,static_pcd_collisions,static_pcd_min_distance_m,static_pcd_clearance_m,static_pcd_contact_r015,static_pcd_contact_r020,static_pcd_contact_r025,static_pcd_episodes_r015,static_pcd_episodes_r020,static_pcd_episodes_r025,contact_event_count,first_contact_kind,first_contact_time_s,first_contact_distance_m,first_contact_x,first_contact_y,first_contact_z,first_contact_speed_mps,first_contact_nearest_x,first_contact_nearest_y,first_contact_nearest_z,forensics_json,samples,clearance_samples,final_x,final_y,final_z,min_x,max_x,min_y,max_y,path_length_m,max_speed_mps,closest_final_goal_distance_m,observed_open_time_s,observed_open_x,observed_open_y,observed_close_time_s,observed_close_x,observed_close_y,trap_collisions,trap_min_surface_distance_m,trap_clearance_m,trap_x,trap_y,trigger_x,trigger_y,trigger_mismatch_deg,trap_count,trap_spacing_m,trap_start_offset_m,trap_first_distance_m,trap_last_distance_m,trigger_speed_mps,trap_input_time_s,trap_kept_time_s,trap_keep_delay_s,input_body_relative_deg,input_velocity_relative_deg,kept_body_relative_deg,kept_velocity_relative_deg,trigger_trap_distance_m,trigger_trap_body_relative_deg,trigger_trap_velocity_relative_deg,trigger_trap_angular_radius_deg,trigger_predicted_x,trigger_predicted_y,trigger_trap_nudge_deg,trigger_trap_nudge_lateral_m,event,valid_spawn,invalid_reasons,spawn_time_s,spawn_wall_time_s,trigger_evaluation_time_s,trigger_evaluation_wall_time_s,side,trigger_threshold_x,trigger_z,trigger_yaw_deg,trigger_velocity_yaw_deg,trigger_cruise_duration_s,trigger_cruise_qualified,min_trigger_speed_mps,min_cruise_s,max_trigger_abs_y_m,max_trigger_velocity_yaw_deg,trigger_abs_y_diagnostic_ok,trigger_velocity_yaw_diagnostic_ok,wall_x,blocker_x,blocker_y,wall_y_min,wall_y_max,short_endpoint_y,short_endpoint_x,long_endpoint_y,long_endpoint_x,short_endpoint_inner_edge_deg,long_endpoint_inner_edge_deg,barrier_frame,local_blocker_forward_m,local_short_endpoint_forward_m,local_short_endpoint_lateral_m,local_long_endpoint_forward_m,local_long_endpoint_lateral_m,wall_radius_m,wall_height_m,wall_cylinder_count,wall_center_spacing_m,wall_point_count,horizon_m,intensity,matched_prefix,filter_half_angle_deg,filter_stall_v,filter_stall_t,filter_resume_v,filter_resume_t,filter_velocity_yaw_update_v,filter_frames,filter_published_frames,filter_rate_limited_frames,filter_max_publish_hz,filter_publish_duty_pct,filter_input_points,filter_kept_points,filter_kept_pct,filter_armed,filter_armed_duty_pct,filter_open,filter_open_duty_pct,filter_open_point_duty_pct,filter_recovery_active,filter_open_burst_s,filter_open_cooldown_s,filter_near_field_radius_m,filter_near_field_speed_gain_s,filter_near_field_max_radius_m,filter_max_effective_near_field_radius_m,filter_arm_transitions,filter_open_transitions,filter_close_transitions,filter_first_transition_time_s,filter_first_arm_time_s,filter_first_stall_candidate_time_s,filter_first_open_stall_start_time_s,filter_first_open_time_s,filter_first_open_delay_s,filter_first_close_time_s,filter_first_open_duration_s,filter_stall_candidate_count,filter_max_stall_candidate_duration_s,filter_min_armed_closed_speed_mps,filter_replan_guard_en,filter_replan_guard_bounded,filter_replan_guard_active,filter_replan_guard_burst_s,filter_replan_guard_cooldown_s,filter_replan_fail_streak_open,filter_replan_ok_streak_close,filter_replan_guard_open,filter_replan_guard_open_transitions,filter_replan_guard_close_transitions,filter_replan_guard_open_duty_pct,filter_replan_status_count,filter_replan_fail_count,filter_max_replan_fail_streak,filter_first_replan_guard_open_time_s,recovery_triggered,recovery_reclosed,recovery_spawn_after_arm,recovery_open_after_spawn,recovery_open_during_hold,recovery_success,mission_driver_phase,mission_driver_start_delay_s,mission_driver_approach_radius_m,mission_driver_hold_low_speed_s,mission_driver_low_speed_v,mission_driver_approach_start_time_s,mission_driver_approach_start_wall_time_s,mission_driver_approach_start_speed_mps,mission_driver_hold_start_time_s,mission_driver_hold_start_wall_time_s,mission_driver_hold_start_speed_mps,mission_driver_hold_start_distance_m,mission_driver_release_time_s,mission_driver_release_wall_time_s,mission_driver_release_speed_mps,mission_driver_release_low_speed_duration_s,pts_mean,total_ms_mean,raycast_ms_mean,update_ms_mean,inflation_ms_mean,kept_pct,fsm_cpu_pct,filter_cpu_pct,monitor_cpu_pct,perf_row_start,perf_row_end,input_distance_m,kept_distance_m
seed1,1,adaptive,,strict-burst,cpp,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.7,5,5,0,0.383,True,241490,0,0.46,0.26,,,,,,,0,,,,,,,,,,,,6309,4870,1.124,-0.904,1.444,-25.983,24.025,-25.532,25.419,225.189,7.0,0.0,1787434216.601062,6.252,6.123,1787434217.211274,7.05,7.35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0.6,1.2,1.5,2,1.5,553,319,234,5,57.685,8837182,3549366,40.164,False,0,False,18.807,19.99,False,0.6,1.4,1.5,0.2,3,2.899712,0,0,0,,,,,,,,,0,0,,True,True,False,0.6,1.4,3,15,False,22,22,18.807,351,221,7,1787434216.6,,,,,,,,,,,,,,,,,,,,,,,11319.087108013937,17.117627700348432,11.05880212543554,6.056829986062718,1.9540446898954704,40.164,103.53911921150716,3.068036221786761,33.207058744895065,0,287,,
seed2,1,adaptive,,strict-burst,cpp,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.84,5,5,0,0.442,True,241490,0,0.506,0.306,,,,,,,0,,,,,,,,,,,,5952,4660,1.031,-1.061,1.075,-24.801,24.025,-25.25,24.025,220.803,7.001,0.0,1787434288.377369,3.725,3.94,1787434289.031739,4.074,4.314,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0.6,1.2,1.5,2,1.5,564,311,253,5,55.142,8719083,3228921,37.033,False,0,False,20.922,21.733,False,0.6,1.4,1.5,0.2,3,2.900218,0,0,0,,,,,,,,,0,0,,True,True,False,0.6,1.4,3,15,False,23,23,20.922,319,207,7,1787434288.38,,,,,,,,,,,,,,,,,,,,,,,10749.217081850535,18.341394946619218,11.885451850533808,6.453932206405693,2.045754590747331,37.033,105.66192823617656,3.0233446060030924,,0,281,,
seed3,1,adaptive,,strict-burst,cpp,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.5,5,5,0,0.384,True,444850,0,0.466,0.266,,,,,,,0,,,,,,,,,,,,6895,5770,0.422,-1.432,2.277,-24.272,24.025,-24.267,25.958,226.164,7.0,0.0,1787434359.310957,3.809,4.249,1787434360.05348,4.548,4.962,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0.6,1.2,1.5,2,1.5,543,331,212,5,60.958,12660713,5306788,41.915,False,0,False,17.311,18.612,False,0.6,1.4,1.5,0.2,3,2.899213,0,0,0,,,,,,,,,0,0,,True,True,False,0.6,1.4,3,15,False,22,22,17.311,350,218,6,1787434359.31,,,,,,,,,,,,,,,,,,,,,,,16226.126712328767,20.85338647260274,13.52597537671233,7.3253664383561645,2.572925832191781,41.915,96.68011945704573,3.1721080857905894,33.81228112917638,0,292,,
seed4,1,adaptive,,strict-burst,cpp,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.43,5,5,0,0.345,True,444850,0,0.373,0.173,,,,,,,0,,,,,,,,,,,,6502,5650,1.031,-1.006,1.311,-24.419,24.025,-24.165,24.719,223.114,7.011,0.0,1787434439.815978,3.485,4.272,1787434440.450907,3.604,4.372,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0.6,1.2,1.5,2,1.5,551,328,223,5,59.528,13387526,5763760,43.053,False,0,False,19.056,22.187,False,0.6,1.4,1.5,0.2,3,2.899188,0,0,0,,,,,,,,,0,0,,True,True,False,0.6,1.4,3,15,False,23,23,19.056,346,223,7,1787434439.82,,,,,,,,,,,,,,,,,,,,,,,17712.378571428573,21.721490321428572,14.016945750000001,7.702517642857143,2.719741925,43.053,100.0357767774597,3.2517998519579483,34.4080107616963,0,280,,
seed5,1,adaptive,,strict-burst,cpp,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.62,5,5,0,0.375,True,635500,0,0.436,0.236,,,,,,,0,,,,,,,,,,,,7104,5560,0.983,-1.122,1.524,-24.714,24.025,-25.873,25.492,225.545,7.0,0.0,1787434516.011182,4.006,4.062,1787434516.641071,4.818,4.482,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0.6,1.2,1.5,2,1.5,550,339,211,5,61.636,15066154,6379835,42.345,False,0,False,20.182,21.515,False,0.6,1.4,1.5,0.2,3,2.898961,0,0,0,,,,,,,,,0,0,,True,True,False,0.6,1.4,3,15,False,26,26,20.182,361,221,9,1787434516.01,,,,,,,,,,,,,,,,,,,,,,,18729.167235494882,24.711153174061437,16.202134607508533,8.506905883959044,3.0831959215017064,42.345,98.32538696963697,3.357943162854413,36.79615390421081,0,293,,
seed6,1,adaptive,,strict-burst,cpp,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.4,5,5,0,0.391,True,635500,0,0.397,0.197,,,,,,,0,,,,,,,,,,,,7945,7134,0.921,-1.184,2.138,-24.25,24.025,-23.975,26.582,227.657,7.001,0.0,1787434598.265677,3.137,4.482,1787434598.898919,3.543,5.049,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0.6,1.2,1.5,2,1.5,571,360,211,5,63.047,16851674,7606859,45.14,False,0,False,18.039,18.971,False,0.6,1.4,1.5,0.2,3,2.898343,0,0,0,,,,,,,,,0,0,,True,True,False,0.6,1.4,3,15,False,29,29,18.039,352,239,8,1787434598.26,,,,,,,,,,,,,,,,,,,,,,,21033.345276872966,21.928891954397393,14.446446742671009,7.480405504885993,2.7298029120521172,45.14,89.39221127721906,3.387267409613309,37.37705885346256,0,307,,
seed7,1,adaptive,,strict-burst,cpp,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.23,5,5,0,0.402,True,838860,0,0.485,0.285,,,,,,,0,,,,,,,,,,,,10563,9251,1.248,-0.753,2.149,-25.782,24.025,-23.975,26.093,242.415,7.001,0.0,1787434689.699813,3.803,4.293,1787434690.758709,4.537,5.132,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0.6,1.2,1.5,2,1.5,685,439,246,5,64.088,26567059,12551481,47.245,False,0,False,19.124,19.61,False,0.6,1.4,1.5,0.2,3,2.898457,0,0,0,,,,,,,,,0,0,,True,True,False,0.6,1.4,3,15,False,35,35,19.124,425,291,9,1787434689.7,,,,,,,,,,,,,,,,,,,,,,,27393.845272206305,22.402985902578795,14.89067005730659,7.5102586532951285,2.8811780200573067,47.245,77.34451132663102,3.446072510394822,,0,349,,
seed8,1,adaptive,,strict-burst,cpp,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.01,5,5,0,0.429,True,838860,0,0.505,0.305,,,,,,,0,,,,,,,,,,,,8057,6840,1.069,-0.985,1.602,-26.924,24.025,-26.987,24.025,223.421,7.001,0.0,1787434806.104853,3.724,5.222,1787434806.747226,3.752,5.677,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0.6,1.2,1.5,2,1.5,421,292,129,5,69.359,13643835,6470878,47.427,False,0,False,19.002,20.265,False,0.6,1.4,1.5,0.2,3,2.898401,0,0,0,,,,,,,,,0,0,,True,True,False,0.6,1.4,3,15,False,24,24,19.002,304,184,7,1787434806.1,,,,,,,,,,,,,,,,,,,,,,,21866.216,25.159066640000002,16.25825928,8.898000600000001,3.612577992,47.427,75.99916987719216,3.143526682689439,36.40251629002367,0,250,,
seed9,1,adaptive,,strict-burst,cpp,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.45,5,5,0,0.384,True,1042220,0,0.428,0.228,,,,,,,0,,,,,,,,,,,,10665,9645,1.001,-1.067,1.407,-25.674,24.025,-29.697,25.092,247.081,7.0,0.0,1787434897.428785,0.0,0.0,1787434898.036335,-0.351,0.754,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0.6,1.2,1.5,2,1.5,573,402,171,5,70.157,24476555,12839259,52.455,False,0,False,18.674,18.871,False,0.6,1.4,1.5,0.2,3,2.896309,0,0,0,,,,,,,,,0,0,,True,True,False,0.6,1.4,3,15,False,33,33,18.674,422,272,9,1787434897.4,,,,,,,,,,,,,,,,,,,,,,,31437.151612903224,24.334270903225804,15.954886419354837,8.377324548387096,3.4496943967741935,52.455,74.21876021118113,3.467709759177672,,0,310,,
seed10,1,adaptive,,strict-burst,cpp,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.69,5,5,0,0.348,True,1042220,0,0.356,0.156,,,,,,,0,,,,,,,,,,,,11003,10197,1.37,-0.559,1.48,-25.668,25.272,-24.744,25.215,255.846,7.001,0.0,1787435016.681729,3.749,2.85,1787435017.362791,4.628,4.204,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0.6,1.2,1.5,2,1.5,685,460,225,5,67.153,29086520,14241066,48.961,False,0,False,18.248,19.691,False,0.6,1.4,1.5,0.2,3,2.898472,0,0,0,,,,,,,,,0,0,,True,True,False,0.6,1.4,3,15,False,34,34,18.248,440,292,8,1787435016.68,,,,,,,,,,,,,,,,,,,,,,,30115.059139784946,23.211721612903226,15.62346994623656,7.586240698924731,3.004867440860215,48.961,73.58657971916911,3.6263917746514576,33.810248029520515,0,372,,
