map,run,mode,success,mission_time_s,waypoints_reached,n_waypoints,collisions,min_clearance_m,static_pcd_collisions,static_pcd_min_distance_m,static_pcd_clearance_m,contact_event_count,first_contact_kind,first_contact_time_s,first_contact_distance_m,first_contact_x,first_contact_y,first_contact_z,first_contact_speed_mps,first_contact_nearest_x,first_contact_nearest_y,first_contact_nearest_z,forensics_json,samples,clearance_samples,final_x,final_y,final_z,min_x,max_x,min_y,max_y,path_length_m,max_speed_mps,closest_final_goal_distance_m,observed_open_time_s,observed_open_x,observed_open_y,observed_close_time_s,observed_close_x,observed_close_y,trap_collisions,trap_min_surface_distance_m,trap_clearance_m,trap_x,trap_y,trigger_x,trigger_y,trigger_mismatch_deg,trap_count,trap_spacing_m,trap_start_offset_m,trap_first_distance_m,trap_last_distance_m,trigger_speed_mps,trap_input_time_s,trap_kept_time_s,trap_keep_delay_s,input_body_relative_deg,input_velocity_relative_deg,kept_body_relative_deg,kept_velocity_relative_deg,trigger_trap_distance_m,trigger_trap_body_relative_deg,trigger_trap_velocity_relative_deg,trigger_trap_angular_radius_deg,trigger_predicted_x,trigger_predicted_y,trigger_trap_nudge_deg,trigger_trap_nudge_lateral_m,event,valid_spawn,invalid_reasons,spawn_time_s,spawn_wall_time_s,trigger_evaluation_time_s,trigger_evaluation_wall_time_s,side,trigger_threshold_x,trigger_z,trigger_yaw_deg,trigger_velocity_yaw_deg,trigger_cruise_duration_s,trigger_cruise_qualified,min_trigger_speed_mps,min_cruise_s,max_trigger_abs_y_m,max_trigger_velocity_yaw_deg,trigger_abs_y_diagnostic_ok,trigger_velocity_yaw_diagnostic_ok,wall_x,blocker_x,blocker_y,wall_y_min,wall_y_max,short_endpoint_y,short_endpoint_x,long_endpoint_y,long_endpoint_x,short_endpoint_inner_edge_deg,long_endpoint_inner_edge_deg,barrier_frame,local_blocker_forward_m,local_short_endpoint_forward_m,local_short_endpoint_lateral_m,local_long_endpoint_forward_m,local_long_endpoint_lateral_m,wall_radius_m,wall_height_m,wall_cylinder_count,wall_center_spacing_m,wall_point_count,horizon_m,intensity,matched_prefix,filter_half_angle_deg,filter_stall_v,filter_stall_t,filter_resume_v,filter_resume_t,filter_velocity_yaw_update_v,filter_frames,filter_input_points,filter_kept_points,filter_kept_pct,filter_armed,filter_armed_duty_pct,filter_open,filter_open_duty_pct,filter_open_point_duty_pct,filter_arm_transitions,filter_open_transitions,filter_close_transitions,filter_first_transition_time_s,filter_first_arm_time_s,filter_first_stall_candidate_time_s,filter_first_open_stall_start_time_s,filter_first_open_time_s,filter_first_open_delay_s,filter_first_close_time_s,filter_first_open_duration_s,filter_stall_candidate_count,filter_max_stall_candidate_duration_s,filter_min_armed_closed_speed_mps,recovery_triggered,recovery_reclosed,recovery_spawn_after_arm,recovery_open_after_spawn,recovery_open_during_hold,recovery_success,mission_driver_phase,mission_driver_start_delay_s,mission_driver_approach_radius_m,mission_driver_hold_low_speed_s,mission_driver_low_speed_v,mission_driver_approach_start_time_s,mission_driver_approach_start_wall_time_s,mission_driver_approach_start_speed_mps,mission_driver_hold_start_time_s,mission_driver_hold_start_wall_time_s,mission_driver_hold_start_speed_mps,mission_driver_hold_start_distance_m,mission_driver_release_time_s,mission_driver_release_wall_time_s,mission_driver_release_speed_mps,mission_driver_release_low_speed_duration_s,pts_mean,total_ms_mean,raycast_ms_mean,update_ms_mean,inflation_ms_mean,kept_pct,fsm_cpu_pct,filter_cpu_pct,monitor_cpu_pct,perf_row_start,perf_row_end,input_distance_m,kept_distance_m
seed11,14,adaptive,True,72.61,2,2,1,0.061,1,0.179,-0.021,2,live_cloud,9.7317,0.18278,-2.024660110473633,-22.762630462646484,2.028369903564453,3.00002,-1.986649990081787,-22.60416030883789,2.111140012741089,results/native_seed11_raw_adaptive_n30_forensics/seed11_run14_adaptive.json,6999,6936,0.588,-48.101,1.944,-4.754,2.11,-48.101,50.008,211.303,3.015,1.988,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,214,13249998,4257083,32.129,True,89.72,False,0.0,0.0,1,0,0,1785904204.526528,1785904204.526528,1785904240.436211,,,,,,1,0.100026,0.07499,,,,,,,,,,,,,,,,,,,,,,,21030.94845360825,6.636060824742269,1.98949037628866,4.64490893814433,2.4203875773195875,32.129,88.73376855840351,8.584808148006001,57.220396189939706,5,199,,
seed11,14,raw,True,74.02,2,2,1,0.005,1,0.024,-0.176,2,static_pcd,6.3042,0.18277,-0.021859999746084213,-31.935049057006836,1.9807599782943726,2.98717,-0.05195000022649765,-31.795259475708008,2.094589948654175,results/native_seed11_raw_adaptive_n30_forensics/seed11_run14_raw.json,7120,7080,0.326,-48.044,1.189,-1.632,3.143,-48.044,50.021,212.964,3.001,1.983,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69685.70466321244,13.387859170984456,5.26985103626943,8.116360103626944,3.654502808290155,,92.29462862076204,,54.2200260182279,3,196,,
seed11,15,raw,True,73.45,2,2,5,0.01,2,0.02,-0.18,7,static_pcd,4.0048,0.19612,1.8596800565719604,-36.539451599121094,0.8961799740791321,2.99711,1.7314800024032593,-36.438411712646484,0.7874600291252136,results/native_seed11_raw_adaptive_n30_forensics/seed11_run15_raw.json,7042,6973,0.602,-48.093,1.8,-4.399,3.682,-48.093,50.09,212.97,3.003,2.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65524.50632911392,14.436811348101266,5.2716605506329115,9.16335683544304,4.288663924050633,,90.58930932597708,,55.71098971861297,8,166,,
seed11,15,adaptive,True,72.51,2,2,0,0.24,0,0.346,0.146,0,,,,,,,,,,,results/native_seed11_raw_adaptive_n30_forensics/seed11_run15_adaptive.json,6930,6790,0.629,-48.112,2.017,-6.173,2.097,-48.112,50.09,210.047,3.001,1.99,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,230,14142879,4601032,32.532,True,83.043,False,0.0,0.0,1,0,0,1785904454.762977,1785904454.762977,1785904482.032706,,,,,,2,0.150101,0.111864,,,,,,,,,,,,,,,,,,,,,,,20884.222222222223,6.757468212560386,2.065221169082126,4.690453516908212,2.4341457487922704,32.532,90.3542421652916,9.300374701855837,56.87049701319869,6,213,,
seed11,16,adaptive,True,72.54,2,2,3,0.004,5,0.021,-0.179,8,live_cloud,5.6731,0.17029,3.617140054702759,-32.71747970581055,1.3430299758911133,2.97282,3.5780599117279053,-32.551998138427734,1.3335700035095215,results/native_seed11_raw_adaptive_n30_forensics/seed11_run16_adaptive.json,6950,6867,0.595,-48.094,1.786,-1.068,5.968,-48.094,50.017,212.933,3.003,1.997,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,164,10361905,3330957,32.146,True,90.244,False,0.0,0.0,1,0,0,1785904535.655489,1785904535.655489,,,,,,,0,0.0,0.913816,,,,,,,,,,,,,,,,,,,,,,,21669.64539007092,6.7828624113475176,1.844870631205674,4.936389929078015,2.6718195744680853,32.146,88.7222468085194,8.718659186813767,58.03630265416312,6,147,,
seed11,16,raw,True,71.48,2,2,0,0.282,2,0.023,-0.177,2,static_pcd,1.2461,0.02312,1.1157900094985962,-42.9357795715332,1.7938400506973267,2.99973,1.1243900060653687,-42.95655059814453,1.7884199619293213,results/native_seed11_raw_adaptive_n30_forensics/seed11_run16_raw.json,6857,6580,0.313,-48.034,1.828,-7.443,1.413,-48.034,50.015,208.941,3.001,1.991,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61412.27868852459,14.38718868852459,4.858373770491803,9.527009262295083,4.646260819672132,,92.40324851788166,,58.78548440633833,4,126,,
seed11,17,raw,True,72.88,2,2,1,0.014,3,0.014,-0.186,4,static_pcd,0.3341,0.1976,-2.0333800315856934,-46.38700866699219,2.50888991355896,3.00036,-2.140010118484497,-46.2861213684082,2.376620054244995,results/native_seed11_raw_adaptive_n30_forensics/seed11_run17_raw.json,6998,6869,0.339,-48.079,2.024,-7.025,2.237,-48.079,50.01,211.247,3.002,1.951,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58706.60476190476,12.847105819047618,4.8977485142857144,7.94762772857143,3.6578399523809524,,90.15495333626542,,56.0341018052591,6,216,,
seed11,17,adaptive,True,73.83,2,2,0,0.258,0,0.307,0.107,0,,,,,,,,,,,results/native_seed11_raw_adaptive_n30_forensics/seed11_run17_adaptive.json,7074,7063,0.318,-48.043,1.505,-3.661,3.154,-48.243,50.028,212.421,3.005,1.814,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,170,10321712,3312392,32.091,True,80.588,False,0.0,0.0,1,0,0,1785904785.561371,1785904785.561371,1785904819.101256,,,,,,2,0.109826,0.078123,,,,,,,,,,,,,,,,,,,,,,,20879.92,7.100858059999999,1.9709231266666667,5.128168293333333,2.7677465333333333,32.091,88.9513818808143,7.724826081201423,55.927119579730615,6,156,,
seed11,18,adaptive,True,73.38,2,2,5,0.011,5,0.02,-0.18,10,static_pcd,2.3151,0.18931,1.130579948425293,-43.39181137084961,1.4901800155639648,2.99989,1.192710041999817,-43.22679901123047,1.4212700128555298,results/native_seed11_raw_adaptive_n30_forensics/seed11_run18_adaptive.json,6980,6964,0.576,-48.121,1.862,-4.546,3.532,-48.555,50.025,212.614,3.005,1.512,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,176,11169207,3602848,32.257,True,86.932,False,0.0,0.0,1,0,0,1785904866.830591,1785904866.830591,1785904901.229846,,,,,,2,0.359733,0.0,,,,,,,,,,,,,,,,,,,,,,,21190.852112676057,7.073698042253521,1.885033661971831,5.187109802816901,2.848620985915493,32.257,87.21367384574705,8.723356566624046,58.49541870939512,4,146,,
seed11,18,raw,True,76.52,2,2,0,0.23,0,0.304,0.104,0,,,,,,,,,,,results/native_seed11_raw_adaptive_n30_forensics/seed11_run18_raw.json,7329,7297,0.588,-48.092,2.018,-7.391,3.147,-48.092,50.008,216.745,3.001,1.997,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68243.6909090909,13.56536918181818,5.324955,8.238467272727272,3.7287495,,90.86909099111413,,54.20840309335885,6,226,,
seed11,19,raw,True,72.53,2,2,0,0.32,0,0.393,0.193,0,,,,,,,,,,,results/native_seed11_raw_adaptive_n30_forensics/seed11_run19_raw.json,6941,6868,0.608,-48.107,1.85,-6.154,2.397,-48.107,49.999,209.972,3.001,1.989,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66706.09047619048,12.80181218095238,5.059465480952381,7.7407733952380955,3.4660406190476194,,91.72427085826659,,55.41473044858512,6,216,,
seed11,19,adaptive,True,74.01,2,2,0,0.28,0,0.354,0.154,0,,,,,,,,,,,results/native_seed11_raw_adaptive_n30_forensics/seed11_run19_adaptive.json,7108,7061,0.315,-48.063,1.189,-3.19,3.787,-48.389,50.01,213.681,3.002,1.624,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,300,19335154,6266292,32.409,True,89.667,False,0.0,0.0,1,0,0,1785905117.820523,1785905117.820523,1785905153.524137,,,,,,1,0.119942,0.016503,,,,,,,,,,,,,,,,,,,,,,,21281.837735849058,5.766653396226415,1.8564328490566038,3.9086022452830185,1.9907670188679247,32.409,90.3857867837855,8.896553244780433,56.045419547296035,6,271,,
seed11,20,adaptive,True,75.99,2,2,1,0.055,1,0.143,-0.057,2,live_cloud,2.2814,0.16571,0.04368999972939491,-42.03969955444336,1.424180030822754,2.83646,0.05050000175833702,-41.87726974487305,1.3920999765396118,results/native_seed11_raw_adaptive_n30_forensics/seed11_run20_adaptive.json,7262,7157,0.571,-48.105,1.901,-4.326,3.611,-48.105,50.018,216.331,3.001,1.979,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,305,19876271,6441102,32.406,True,93.115,False,0.0,0.0,1,0,0,1785905200.840281,1785905200.840281,1785905207.380322,,,,,,5,0.229873,0.0,,,,,,,,,,,,,,,,,,,,,,,21687.647272727274,6.348901498181818,2.0388058945454546,4.308317909090909,2.197835,32.406,90.36480786046779,8.302595112446998,56.79707110658024,6,281,,
seed11,20,raw,True,74.71,2,2,0,0.271,0,0.371,0.171,0,,,,,,,,,,,results/native_seed11_raw_adaptive_n30_forensics/seed11_run20_raw.json,7106,7076,0.299,-48.026,1.336,-6.038,7.005,-48.026,50.03,215.936,3.002,1.996,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62381.85810810811,14.173743932432432,4.800360033783784,9.371732925675676,4.56970445945946,,88.4643228015198,,53.38867032994347,5,153,,
seed11,21,raw,True,72.81,2,2,0,0.313,0,0.365,0.165,0,,,,,,,,,,,results/native_seed11_raw_adaptive_n30_forensics/seed11_run21_raw.json,6965,6926,0.587,-48.101,2.029,-3.203,3.166,-48.101,50.065,211.456,3.001,1.987,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65710.22310756972,12.988596350597609,5.251022231075697,7.735709581673307,3.3660739760956173,,93.5960657559315,,55.0336588576957,6,257,,
seed11,21,adaptive,True,73.45,2,2,0,0.266,0,0.376,0.176,0,,,,,,,,,,,results/native_seed11_raw_adaptive_n30_forensics/seed11_run21_adaptive.json,7061,7036,0.61,-48.106,1.89,-1.278,3.276,-48.344,50.025,212.323,3.001,1.673,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,262,17383455,5600242,32.216,True,94.656,False,0.0,0.0,1,0,0,1785905452.934057,1785905452.934057,1785905459.405406,,,,,,2,0.349905,0.0,,,,,,,,,,,,,,,,,,,,,,,21598.872881355932,6.525348220338984,2.069680805084746,4.453934491525423,2.285953563559322,32.216,89.9015735571028,9.08375578393261,55.02392723931891,1,237,,
seed11,22,adaptive,True,74.05,2,2,4,0.005,2,0.023,-0.177,6,live_cloud,1.615,0.18186,1.0522199869155884,-43.306419372558594,1.6856900453567505,2.98928,1.071810007095337,-43.15235900878906,1.5910700559616089,results/native_seed11_raw_adaptive_n30_forensics/seed11_run22_adaptive.json,7123,6895,0.657,-48.14,1.874,-3.61,4.55,-48.14,50.025,214.248,3.001,1.973,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,273,17162074,5580498,32.516,True,93.04,False,0.0,0.0,1,0,0,1785905535.926988,1785905535.926988,1785905553.191667,,,,,,3,0.439719,0.0,,,,,,,,,,,,,,,,,,,,,,,20894.414937759335,6.159871838174274,1.9104863900414937,4.247697680497925,2.205280991701245,32.516,86.89911411073517,9.160841980503902,54.79666369873725,6,247,,
seed11,22,raw,True,72.55,2,2,0,0.23,0,0.327,0.127,0,,,,,,,,,,,results/native_seed11_raw_adaptive_n30_forensics/seed11_run22_raw.json,6944,6885,0.485,-48.225,1.965,-4.481,2.289,-48.225,50.008,210.689,3.001,1.84,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64739.86832740214,11.635927708185053,4.86229853024911,6.772034512455516,2.918560736654804,,94.08624279609482,,56.11633992511413,4,285,,
seed11,23,raw,True,74.4,2,2,1,0.046,1,0.17,-0.03,2,live_cloud,28.5839,0.1792,-0.48219001293182373,29.255870819091797,1.5927000045776367,3.00033,-0.31306999921798706,29.303199768066406,1.5570600032806396,results/native_seed11_raw_adaptive_n30_forensics/seed11_run23_raw.json,7158,7137,0.367,-48.055,1.551,-3.598,3.686,-48.055,50.048,215.047,3.002,1.979,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68667.94915254238,13.564383197740113,5.134922988700565,8.427658084745763,3.908004683615819,,90.81672569592018,,54.360434321775806,6,183,,
seed11,23,adaptive,True,72.84,2,2,0,0.253,0,0.323,0.123,0,,,,,,,,,,,results/native_seed11_raw_adaptive_n30_forensics/seed11_run23_adaptive.json,6969,6924,0.347,-48.051,1.224,-6.204,2.123,-48.051,50.032,211.953,3.001,1.98,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,292,19253409,6272711,32.58,True,93.493,False,0.0,0.0,1,0,0,1785905786.594967,1785905786.594967,1785905822.214464,,,,,,1,0.110018,0.132483,,,,,,,,,,,,,,,,,,,,,,,21242.406976744187,6.147672895348838,1.9866301356589147,4.159455984496124,2.097331050387597,32.58,90.67031655600955,9.435958034164853,56.806900790294485,9,267,,
seed11,24,adaptive,True,72.74,2,2,1,0.109,0,0.205,0.005,1,live_cloud,2.8447,0.18485,1.2874799966812134,-38.863861083984375,0.8176000118255615,2.8511,1.1248699426651,-38.7806396484375,0.7892400026321411,results/native_seed11_raw_adaptive_n30_forensics/seed11_run24_adaptive.json,6948,6906,0.316,-48.036,1.499,-6.974,5.242,-48.036,50.017,211.338,3.001,1.989,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,310,20131520,6606022,32.814,True,91.613,False,0.0,0.0,1,0,0,1785905869.021798,1785905869.021798,1785905900.610422,,,,,,2,0.20996,0.026291,,,,,,,,,,,,,,,,,,,,,,,21826.0,6.2235351660516605,2.0442972693726937,4.177463579335793,2.1145604243542437,32.814,91.79436674824632,9.853654254951469,58.1930300365969,9,280,,
seed11,24,raw,True,73.5,2,2,0,0.3,0,0.352,0.152,0,,,,,,,,,,,results/native_seed11_raw_adaptive_n30_forensics/seed11_run24_raw.json,6992,6958,0.592,-48.224,1.751,-3.224,2.675,-48.224,50.048,213.6,3.001,1.872,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66039.63793103448,13.08182723275862,5.294398556034483,7.785589961206897,3.460260353448276,,93.2962492186533,,54.74115008957579,5,237,,
seed11,25,raw,True,72.74,2,2,2,0.006,2,0.028,-0.172,4,static_pcd,1.7109,0.18832,1.040179967880249,-43.08705139160156,1.9235600233078003,2.99448,1.013100028038025,-42.95018005371094,1.797070026397705,results/native_seed11_raw_adaptive_n30_forensics/seed11_run25_raw.json,6998,6954,0.331,-48.03,1.629,-6.03,4.245,-48.03,49.909,211.772,3.002,1.997,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64833.79,12.844068486666668,5.645064823333333,7.197095383333333,3.077211713333333,,94.52655302527755,,57.9493812845367,5,305,,
seed11,25,adaptive,True,73.93,2,2,0,0.249,0,0.301,0.101,0,,,,,,,,,,,results/native_seed11_raw_adaptive_n30_forensics/seed11_run25_adaptive.json,7025,6999,0.314,-48.043,1.201,-6.122,1.434,-48.043,50.055,214.205,3.002,1.982,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,439,28902444,9451160,32.7,True,93.85,False,0.0,0.0,1,0,0,1785906116.745823,1785906116.745823,1785906148.964842,,,,,,2,0.1002,0.157369,,,,,,,,,,,,,,,,,,,,,,,21656.572164948455,5.484567115979382,1.9607476262886598,3.5217023015463917,1.6967958840206185,32.7,91.57352710912133,9.842226080990214,54.60730065561291,7,395,,
seed11,26,adaptive,True,72.19,2,2,0,0.267,1,0.021,-0.179,1,static_pcd,9.6047,0.18491,2.079080104827881,-21.051570892333984,2.360059976577759,2.9951,2.0251100063323975,-20.902210235595703,2.4547901153564453,results/native_seed11_raw_adaptive_n30_forensics/seed11_run26_adaptive.json,6925,6864,0.603,-48.097,1.989,-2.392,3.314,-48.097,50.058,210.631,3.003,1.996,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,220,13161188,4286164,32.567,True,89.545,False,0.0,0.0,1,0,0,1785906200.107094,1785906200.107094,1785906235.02608,,,,,,2,0.240609,0.0,,,,,,,,,,,,,,,,,,,,,,,20477.736040609136,6.667453989847715,1.9853027055837564,4.680381131979695,2.456695228426396,32.567,89.49358468734223,8.180254935960587,55.30668226680114,7,204,,
seed11,26,raw,True,73.42,2,2,0,0.245,0,0.211,0.011,0,,,,,,,,,,,results/native_seed11_raw_adaptive_n30_forensics/seed11_run26_raw.json,7000,6887,0.535,-48.093,1.983,-6.924,4.028,-48.093,50.214,214.093,3.001,1.98,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63322.37358490566,12.393688709433963,5.146421060377358,7.245578754716981,3.120293041509434,,92.88323492867455,,55.034382319557196,8,273,,
seed11,27,raw,True,73.52,2,2,0,0.261,0,0.374,0.174,0,,,,,,,,,,,results/native_seed11_raw_adaptive_n30_forensics/seed11_run27_raw.json,7029,6926,0.326,-48.047,1.596,-3.265,3.05,-48.047,49.998,213.315,3.001,1.98,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66750.02898550725,11.96645427826087,5.265438881159421,6.699380214492754,2.72677455942029,,97.31704806372402,,55.620157896486205,7,352,,
seed11,27,adaptive,True,72.42,2,2,0,0.281,0,0.328,0.128,0,,,,,,,,,,,results/native_seed11_raw_adaptive_n30_forensics/seed11_run27_adaptive.json,6988,6958,0.33,-48.03,1.396,-1.705,3.339,-48.03,50.002,211.221,3.002,1.998,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,246,15842323,5116146,32.294,True,93.902,False,0.0,0.0,1,0,0,1785906448.783809,1785906448.783809,1785906480.153025,,,,,,2,0.140839,0.212834,,,,,,,,,,,,,,,,,,,,,,,21317.16740088106,6.69585872246696,2.094145022026432,4.600001365638767,2.371889779735683,32.294,90.69972021020442,9.097356333789214,56.32778374694937,6,233,,
seed11,28,adaptive,True,74.37,2,2,4,0.002,2,0.017,-0.183,6,live_cloud,19.3351,0.19389,4.107500076293945,2.168329954147339,1.9454900026321411,2.62205,4.0251898765563965,2.3371899127960205,1.993499994277954,results/native_seed11_raw_adaptive_n30_forensics/seed11_run28_adaptive.json,7122,7095,0.302,-48.039,1.373,-3.346,6.251,-48.039,50.008,214.175,3.002,1.984,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,248,15780599,5169271,32.757,True,84.274,False,0.0,0.0,1,0,0,1785906531.118383,1785906531.118383,1785906562.057894,,,,,,3,0.279976,0.067318,,,,,,,,,,,,,,,,,,,,,,,21540.813397129186,6.42242476076555,1.9442633062200956,4.4763583875598085,2.3518095215311003,32.757,87.28111480738478,8.5826013398279,56.64982619619395,12,221,,
seed11,28,raw,True,73.16,2,2,1,0.079,1,0.165,-0.035,2,live_cloud,8.1272,0.17876,2.34375,-25.99003028869629,2.1393799781799316,2.89452,2.2129199504852295,-25.88681983947754,2.074690103530884,results/native_seed11_raw_adaptive_n30_forensics/seed11_run28_raw.json,7014,6995,0.64,-48.124,1.854,-0.456,3.666,-48.124,50.038,212.624,3.001,1.982,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67078.91715976331,14.01175476923077,5.302457142011835,8.707636627218934,3.996577573964497,,87.54055078991702,,50.438443833056446,2,171,,
