seed,run,mode,world,success,mission_time_s,frames,active_frames,pts_mean,total_ms_mean,total_ms_active_mean,raycast_ms_mean,raycast_ms_active_mean,update_ms_mean,inflation_ms_mean,cache_mean,fsm_cpu_pct,cpp_cpu_pct,collisions,min_clearance_m,corners_reached,timeouts,perf_row_start,perf_row_end,mission_rc,samples
9,1,full,default_seed9,True,119.75,879,879,9077.425483503981,7.7898463139931735,7.7898463139931735,1.976743579067122,1.976743579067122,5.810176746302616,2.870205170648464,7422.634812286689,51.9723458219081,8.367349197947254,0,0.536,4,0,151,1030,-9,33375
9,1,sector,default_seed9,True,116.15,849,849,3129.372202591284,3.5298881802120143,3.5298881802120143,0.7238142520612485,0.7238142520612485,2.8032900647820966,1.5180065347467608,2521.5406360424026,50.35541395550887,10.649635359542977,0,0.436,4,0,139,988,-9,33507
9,1,adaptive,default_seed9,True,116.55,851,851,3919.7003525264395,4.1592020340775555,4.1592020340775555,0.8356910141010576,0.8356910141010576,3.3207953619271446,1.8109771739130436,3111.8907168037604,48.37352034165004,7.126219312715586,1,0.226,4,0,166,1017,-9,33449
