map,run,mode,experiment_profile,filter_profile,success,run_valid,monitor_type,monitor_flight_cpu_pct,live_cloud_enabled,preflight_ready,preflight_cloud_messages,preflight_odom_messages,goal_messages,position_command_messages,trajectory_flag2_messages,trajectory_flag3_messages,guard_stop_detected,guard_stop_time_s,shadow_safe_candidates,shadow_unsafe_candidates,shadow_skipped_candidates,shadow_validated_candidates,shadow_geometric_unsafe,shadow_map_race,shadow_other_indeterminate,shadow_unsafe_exp,shadow_unsafe_appended_backup,shadow_unsafe_carry_backup,shadow_unsafe_stitch,shadow_validation_ms_mean,shadow_validation_ms_max,shadow_contact_events_with_epoch,shadow_contacts_with_prior_unsafe,shadow_contacts_without_prior_unsafe,shadow_geometric_unsafe_followed_by_contact,shadow_geometric_unsafe_not_followed_by_contact,shadow_nearest_prediction_error_s,shadow_correlated_segments,first_position_command_s,first_trajectory_flag2_s,first_trajectory_flag3_s,max_position_command_gap_s,first_motion_s,start_pose_error_m,start_pose_valid,odom_gap_limit_s,max_odom_gap_s,odom_gap_valid,mission_time_s,waypoints_reached,n_waypoints,collisions,min_clearance_m,static_pcd_enabled,static_pcd_point_count,static_pcd_collisions,static_pcd_min_distance_m,static_pcd_clearance_m,static_pcd_contact_r015,static_pcd_contact_r020,static_pcd_contact_r025,static_pcd_episodes_r015,static_pcd_episodes_r020,static_pcd_episodes_r025,contact_event_count,first_contact_kind,first_contact_time_s,first_contact_distance_m,first_contact_x,first_contact_y,first_contact_z,first_contact_speed_mps,first_contact_nearest_x,first_contact_nearest_y,first_contact_nearest_z,forensics_json,samples,clearance_samples,final_x,final_y,final_z,min_x,max_x,min_y,max_y,path_length_m,max_speed_mps,closest_final_goal_distance_m,observed_open_time_s,observed_open_x,observed_open_y,observed_close_time_s,observed_close_x,observed_close_y,trap_collisions,trap_min_surface_distance_m,trap_clearance_m,trap_x,trap_y,trigger_x,trigger_y,trigger_mismatch_deg,trap_count,trap_spacing_m,trap_start_offset_m,trap_first_distance_m,trap_last_distance_m,trigger_speed_mps,trap_input_time_s,trap_kept_time_s,trap_keep_delay_s,input_body_relative_deg,input_velocity_relative_deg,kept_body_relative_deg,kept_velocity_relative_deg,trigger_trap_distance_m,trigger_trap_body_relative_deg,trigger_trap_velocity_relative_deg,trigger_trap_angular_radius_deg,trigger_predicted_x,trigger_predicted_y,trigger_trap_nudge_deg,trigger_trap_nudge_lateral_m,event,valid_spawn,invalid_reasons,spawn_time_s,spawn_wall_time_s,trigger_evaluation_time_s,trigger_evaluation_wall_time_s,side,trigger_threshold_x,trigger_z,trigger_yaw_deg,trigger_velocity_yaw_deg,trigger_cruise_duration_s,trigger_cruise_qualified,min_trigger_speed_mps,min_cruise_s,max_trigger_abs_y_m,max_trigger_velocity_yaw_deg,trigger_abs_y_diagnostic_ok,trigger_velocity_yaw_diagnostic_ok,wall_x,blocker_x,blocker_y,wall_y_min,wall_y_max,short_endpoint_y,short_endpoint_x,long_endpoint_y,long_endpoint_x,short_endpoint_inner_edge_deg,long_endpoint_inner_edge_deg,barrier_frame,local_blocker_forward_m,local_short_endpoint_forward_m,local_short_endpoint_lateral_m,local_long_endpoint_forward_m,local_long_endpoint_lateral_m,wall_radius_m,wall_height_m,wall_cylinder_count,wall_center_spacing_m,wall_point_count,horizon_m,intensity,matched_prefix,filter_half_angle_deg,filter_stall_v,filter_stall_t,filter_resume_v,filter_resume_t,filter_velocity_yaw_update_v,filter_frames,filter_input_points,filter_kept_points,filter_kept_pct,filter_armed,filter_armed_duty_pct,filter_open,filter_open_duty_pct,filter_open_point_duty_pct,filter_recovery_active,filter_open_burst_s,filter_open_cooldown_s,filter_near_field_radius_m,filter_near_field_speed_gain_s,filter_near_field_max_radius_m,filter_max_effective_near_field_radius_m,filter_arm_transitions,filter_open_transitions,filter_close_transitions,filter_first_transition_time_s,filter_first_arm_time_s,filter_first_stall_candidate_time_s,filter_first_open_stall_start_time_s,filter_first_open_time_s,filter_first_open_delay_s,filter_first_close_time_s,filter_first_open_duration_s,filter_stall_candidate_count,filter_max_stall_candidate_duration_s,filter_min_armed_closed_speed_mps,filter_replan_guard_en,filter_replan_fail_streak_open,filter_replan_ok_streak_close,filter_replan_guard_open,filter_replan_guard_open_transitions,filter_replan_guard_close_transitions,filter_replan_guard_open_duty_pct,filter_replan_status_count,filter_replan_fail_count,filter_max_replan_fail_streak,filter_first_replan_guard_open_time_s,recovery_triggered,recovery_reclosed,recovery_spawn_after_arm,recovery_open_after_spawn,recovery_open_during_hold,recovery_success,mission_driver_phase,mission_driver_start_delay_s,mission_driver_approach_radius_m,mission_driver_hold_low_speed_s,mission_driver_low_speed_v,mission_driver_approach_start_time_s,mission_driver_approach_start_wall_time_s,mission_driver_approach_start_speed_mps,mission_driver_hold_start_time_s,mission_driver_hold_start_wall_time_s,mission_driver_hold_start_speed_mps,mission_driver_hold_start_distance_m,mission_driver_release_time_s,mission_driver_release_wall_time_s,mission_driver_release_speed_mps,mission_driver_release_low_speed_duration_s,pts_mean,total_ms_mean,raycast_ms_mean,update_ms_mean,inflation_ms_mean,kept_pct,fsm_cpu_pct,filter_cpu_pct,monitor_cpu_pct,perf_row_start,perf_row_end,input_distance_m,kept_distance_m
seed5,1,full_guard_reroute_v7,,legacy,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.34,5,5,0,0.399,True,635500,0,0.501,0.301,,,,,,,0,,,,,,,,,,,../../tmp/final_full_tight_v7_t240_seed1_10_n5_20260822_artifacts/seed5_run1_full_guard_reroute_v7.json,7932,6660,1.083,-1.005,1.666,-25.069,24.432,-26.22,26.074,228.727,6.999,0.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27678.65320665083,26.414832304038004,17.187431211401424,9.226126057007125,2.0673287957244657,,79.34446497822188,,23.580563169475734,3,424,,
seed5,2,full_guard_reroute_v7,,legacy,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.16,5,5,0,0.412,True,635500,0,0.481,0.281,,,,,,,0,,,,,,,,,,,../../tmp/final_full_tight_v7_t240_seed1_10_n5_20260822_artifacts/seed5_run2_full_guard_reroute_v7.json,12214,10371,1.066,-1.042,1.739,-24.252,24.025,-28.02,24.959,233.246,6.998,0.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25248.703504043126,26.15680781671159,16.626665417789756,9.528742398921834,2.1473728544474393,,52.29881021178688,,23.891371644363815,0,371,,
seed5,3,full_guard_reroute_v7,,legacy,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.66,5,5,0,0.344,True,635500,0,0.419,0.219,,,,,,,0,,,,,,,,,,,../../tmp/final_full_tight_v7_t240_seed1_10_n5_20260822_artifacts/seed5_run3_full_guard_reroute_v7.json,11852,10160,1.069,-1.051,1.437,-25.425,24.136,-24.825,24.84,230.81,7.0,0.167,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26225.724832214764,25.005303020134228,15.516475570469797,9.487402617449664,2.2074465134228185,,47.82759040570606,,22.915981119702746,4,302,,
seed5,4,full_guard_reroute_v7,,legacy,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.61,5,5,0,0.364,True,635500,0,0.388,0.188,,,,,,,0,,,,,,,,,,,../../tmp/final_full_tight_v7_t240_seed1_10_n5_20260822_artifacts/seed5_run4_full_guard_reroute_v7.json,11557,9665,1.134,-0.949,1.703,-25.049,24.025,-25.227,25.804,235.042,7.0,1.089,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28030.83378746594,24.414809809264305,15.577627247956404,8.835870735694824,1.9201506784741145,,49.66766234724648,,20.76274952900805,4,371,,
seed5,5,full_guard_reroute_v7,,legacy,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.38,5,5,0,0.444,True,635500,0,0.449,0.249,,,,,,,0,,,,,,,,,,,../../tmp/final_full_tight_v7_t240_seed1_10_n5_20260822_artifacts/seed5_run5_full_guard_reroute_v7.json,7537,6369,1.04,-0.996,2.184,-24.811,24.025,-28.266,25.367,230.343,6.998,0.146,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27059.216400911162,25.109696810933944,16.16305189066059,8.945540933940773,1.91287338952164,,81.28276504478633,,,5,444,,
seed6,1,full_guard_reroute_v7,,legacy,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.77,5,5,0,0.399,True,635500,0,0.45,0.25,,,,,,,0,,,,,,,,,,,../../tmp/final_full_tight_v7_t240_seed1_10_n5_20260822_artifacts/seed6_run1_full_guard_reroute_v7.json,14074,12432,0.827,-1.187,1.51,-25.591,24.025,-24.224,27.306,239.247,6.998,0.083,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29823.176470588234,23.085307928388747,14.859822531969309,8.224243606138108,1.8301948797953966,,40.23229514694636,,24.126182820558736,4,395,,
seed6,2,full_guard_reroute_v7,,legacy,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.72,5,5,0,0.413,True,635500,0,0.482,0.282,,,,,,,0,,,,,,,,,,,../../tmp/final_full_tight_v7_t240_seed1_10_n5_20260822_artifacts/seed6_run2_full_guard_reroute_v7.json,12869,11483,0.811,-1.193,1.709,-24.568,24.014,-25.172,28.232,229.835,7.0,0.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27185.361563517916,24.072684364820848,15.355646286644951,8.715824951140064,2.1054158078175895,,42.616900864253694,,25.73166764344325,3,310,,
seed6,3,full_guard_reroute_v7,,legacy,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.74,5,5,0,0.464,True,635500,0,0.527,0.327,,,,,,,0,,,,,,,,,,,../../tmp/final_full_tight_v7_t240_seed1_10_n5_20260822_artifacts/seed6_run3_full_guard_reroute_v7.json,15665,13801,0.788,-1.274,2.225,-27.069,24.086,-25.434,29.343,238.104,6.996,0.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26446.787162162163,24.40545,15.396555,9.0075425,2.1762141554054053,,36.28364734602467,,27.51147671646226,4,300,,
seed6,4,full_guard_reroute_v7,,legacy,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.25,5,5,0,0.406,True,635500,0,0.472,0.272,,,,,,,0,,,,,,,,,,,../../tmp/final_full_tight_v7_t240_seed1_10_n5_20260822_artifacts/seed6_run4_full_guard_reroute_v7.json,19820,18804,0.783,-1.259,1.889,-24.875,24.225,-24.387,25.574,234.495,6.999,0.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27452.671378091873,25.30912296819788,15.865373003533568,9.442433816254416,2.293526971731449,,29.68308697881168,,,4,287,,
seed6,5,full_guard_reroute_v7,,legacy,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.03,5,5,0,0.423,True,635500,0,0.46,0.26,,,,,,,0,,,,,,,,,,,../../tmp/final_full_tight_v7_t240_seed1_10_n5_20260822_artifacts/seed6_run5_full_guard_reroute_v7.json,8402,7098,0.662,-1.336,1.468,-24.356,24.025,-26.458,29.497,228.963,7.0,0.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29845.970731707315,22.963757073170733,14.518000780487805,8.44461007317073,1.9330419707317075,,67.22401392995016,,23.36134898493708,4,414,,
seed7,1,full_guard_reroute_v7,,legacy,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.67,5,5,0,0.37,True,838860,0,0.37,0.17,,,,,,,0,,,,,,,,,,,../../tmp/final_full_tight_v7_t240_seed1_10_n5_20260822_artifacts/seed7_run1_full_guard_reroute_v7.json,11461,10405,-0.165,-1.475,1.832,-27.052,24.025,-27.917,25.135,240.099,7.0,0.234,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36344.91647331786,25.28069373549884,16.568751067285383,8.710659814385151,2.1926379489559165,,60.58005609360146,,26.24543374005072,1,432,,
seed7,2,full_guard_reroute_v7,,legacy,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.06,5,5,0,0.409,True,838860,0,0.427,0.227,,,,,,,0,,,,,,,,,,,../../tmp/final_full_tight_v7_t240_seed1_10_n5_20260822_artifacts/seed7_run2_full_guard_reroute_v7.json,9400,8469,1.11,-0.919,1.396,-25.746,24.025,-26.73,25.182,228.619,7.0,0.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36873.00380228137,24.81882547528517,15.359262965779466,9.458310988593157,2.699550923954373,,52.592823673755284,,23.79557729221546,1,264,,
seed7,3,full_guard_reroute_v7,,legacy,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.99,5,5,0,0.368,True,838860,0,0.48,0.28,,,,,,,0,,,,,,,,,,,../../tmp/final_full_tight_v7_t240_seed1_10_n5_20260822_artifacts/seed7_run3_full_guard_reroute_v7.json,13290,11609,0.884,-1.151,2.109,-24.916,24.416,-24.998,26.827,237.832,7.035,0.497,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37242.95255474452,25.411503284671532,16.204809343065694,9.20545302919708,2.557102135036496,,39.47721523269122,,24.88969061029433,1,275,,
seed7,4,full_guard_reroute_v7,,legacy,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.62,5,5,0,0.425,True,838860,0,0.434,0.234,,,,,,,0,,,,,,,,,,,../../tmp/final_full_tight_v7_t240_seed1_10_n5_20260822_artifacts/seed7_run4_full_guard_reroute_v7.json,18148,16679,1.281,-0.775,1.315,-25.763,25.221,-25.108,26.593,239.063,6.993,0.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35761.21708185053,23.82963736654804,14.994337971530248,8.834058185053381,2.4315887081850533,,29.713843300525348,,26.647812847216187,3,284,,
seed7,5,full_guard_reroute_v7,,legacy,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.91,5,5,0,0.335,True,838860,0,0.365,0.165,,,,,,,0,,,,,,,,,,,../../tmp/final_full_tight_v7_t240_seed1_10_n5_20260822_artifacts/seed7_run5_full_guard_reroute_v7.json,15474,14375,1.046,-1.068,1.483,-28.741,24.026,-27.104,26.245,242.671,7.001,0.235,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34592.5071942446,24.429712230215827,15.471711510791367,8.956731402877697,2.448462424460432,,35.69508201039764,,24.137612526419055,2,280,,
seed8,1,full_guard_reroute_v7,,legacy,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.53,5,5,0,0.423,True,838860,0,0.467,0.267,,,,,,,0,,,,,,,,,,,../../tmp/final_full_tight_v7_t240_seed1_10_n5_20260822_artifacts/seed8_run1_full_guard_reroute_v7.json,15143,13920,0.984,-1.099,1.832,-28.073,24.058,-26.493,24.14,230.203,7.0,0.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31134.950381679388,26.015920992366414,16.349272900763356,9.665324007633588,2.562252496183206,,32.21195582229795,,,1,263,,
seed8,2,full_guard_reroute_v7,,legacy,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.49,5,5,0,0.428,True,838860,0,0.463,0.263,,,,,,,0,,,,,,,,,,,../../tmp/final_full_tight_v7_t240_seed1_10_n5_20260822_artifacts/seed8_run2_full_guard_reroute_v7.json,13141,10404,1.495,-0.082,2.181,-27.063,23.387,-25.674,27.079,228.964,7.002,0.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34308.546546546546,24.06070690690691,15.144182402402402,8.915312912912913,2.3305335675675676,,42.20410082508753,,28.441046793470097,0,333,,
seed8,3,full_guard_reroute_v7,,legacy,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.89,5,5,0,0.392,True,838860,0,0.422,0.222,,,,,,,0,,,,,,,,,,,../../tmp/final_full_tight_v7_t240_seed1_10_n5_20260822_artifacts/seed8_run3_full_guard_reroute_v7.json,17380,15274,1.123,-0.949,1.478,-27.528,24.136,-25.225,24.437,236.406,7.0,0.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33891.298507462685,25.549658582089553,15.894167686567165,9.654150858208956,2.565604630597015,,31.454509751498954,,27.14688615709632,1,269,,
seed8,4,full_guard_reroute_v7,,legacy,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.82,5,5,0,0.242,True,838860,0,0.31,0.11,,,,,,,0,,,,,,,,,,,../../tmp/final_full_tight_v7_t240_seed1_10_n5_20260822_artifacts/seed8_run4_full_guard_reroute_v7.json,9476,8685,1.395,-0.545,1.2,-26.46,24.318,-25.589,26.961,233.479,6.999,0.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34487.96842105263,24.734807368421052,15.809200394736843,8.924462868421053,2.2542469657894735,,60.717224906627266,,24.222547795720153,1,381,,
seed8,5,full_guard_reroute_v7,,legacy,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.25,5,5,0,0.429,True,838860,0,0.434,0.234,,,,,,,0,,,,,,,,,,,../../tmp/final_full_tight_v7_t240_seed1_10_n5_20260822_artifacts/seed8_run5_full_guard_reroute_v7.json,14515,13058,1.007,-1.08,2.064,-27.155,24.025,-27.255,24.829,243.453,6.999,0.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33580.160409556316,25.33934232081911,16.293201023890784,9.04487795221843,2.3833004607508532,,36.411017790843445,,23.43521996524892,1,294,,
seed9,1,full_guard_reroute_v7,,legacy,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.01,5,5,0,0.339,True,1042220,0,0.339,0.139,,,,,,,0,,,,,,,,,,,../../tmp/final_full_tight_v7_t240_seed1_10_n5_20260822_artifacts/seed9_run1_full_guard_reroute_v7.json,13672,12658,1.067,-0.982,1.723,-24.893,24.118,-25.278,24.658,246.854,7.0,0.8,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40801.30529595016,23.327227414330217,14.884936043613708,8.441189470404984,2.3673608504672896,,40.33578003635479,,,1,322,,
seed9,2,full_guard_reroute_v7,,legacy,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.02,5,5,0,0.4,True,1042220,0,0.347,0.147,,,,,,,0,,,,,,,,,,,../../tmp/final_full_tight_v7_t240_seed1_10_n5_20260822_artifacts/seed9_run2_full_guard_reroute_v7.json,16877,15992,1.15,-0.875,1.785,-24.192,24.146,-26.747,25.232,240.092,6.999,1.445,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41911.11604095563,23.17019180887372,14.694636006825938,8.47428300341297,2.4835292457337883,,33.75796663766156,,,1,294,,
seed9,3,full_guard_reroute_v7,,legacy,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.81,5,5,0,0.394,True,1042220,0,0.431,0.231,,,,,,,0,,,,,,,,,,,../../tmp/final_full_tight_v7_t240_seed1_10_n5_20260822_artifacts/seed9_run3_full_guard_reroute_v7.json,15563,14074,0.935,-1.125,1.719,-24.157,24.826,-26.546,24.235,251.735,6.989,0.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41517.07142857143,23.12392619047619,14.915843214285713,8.206881547619048,2.3360514642857146,,35.76633113783648,,27.942879813505566,2,338,,
seed9,4,full_guard_reroute_v7,,legacy,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.99,5,5,0,0.392,True,1042220,0,0.459,0.259,,,,,,,0,,,,,,,,,,,../../tmp/final_full_tight_v7_t240_seed1_10_n5_20260822_artifacts/seed9_run4_full_guard_reroute_v7.json,13078,12099,1.171,-0.894,1.4,-28.371,24.025,-25.69,25.223,237.436,7.0,0.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40328.47583643123,23.681953531598513,14.873421003717471,8.807391635687733,2.678708747211896,,39.87686848667928,,25.130961839376187,2,271,,
seed9,5,full_guard_reroute_v7,,legacy,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.99,5,5,0,0.408,True,1042220,0,0.438,0.238,,,,,,,0,,,,,,,,,,,../../tmp/final_full_tight_v7_t240_seed1_10_n5_20260822_artifacts/seed9_run5_full_guard_reroute_v7.json,12582,11797,1.187,-0.891,1.229,-25.4,24.042,-24.333,24.772,240.612,6.987,0.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43218.004807692305,22.821121875,14.936934471153846,7.883039399038462,2.0928967932692304,,47.61387813169363,,25.380940820668233,3,419,,
seed10,1,full_guard_reroute_v7,,legacy,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.08,5,5,0,0.334,True,1042220,0,0.452,0.252,,,,,,,0,,,,,,,,,,,../../tmp/final_full_tight_v7_t240_seed1_10_n5_20260822_artifacts/seed10_run1_full_guard_reroute_v7.json,13593,12666,0.942,-1.118,1.763,-25.947,24.195,-24.365,28.222,238.487,7.027,0.098,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41831.9416909621,23.392048688046646,15.142930174927113,8.247972390670554,2.2482203877551017,,40.7174935274845,,25.22389244029277,1,344,,
