map,run,mode,experiment_profile,filter_profile,success,run_valid,monitor_type,monitor_flight_cpu_pct,live_cloud_enabled,preflight_ready,preflight_cloud_messages,preflight_odom_messages,goal_messages,position_command_messages,trajectory_flag2_messages,trajectory_flag3_messages,guard_stop_detected,guard_stop_time_s,shadow_safe_candidates,shadow_unsafe_candidates,shadow_skipped_candidates,shadow_validated_candidates,shadow_geometric_unsafe,shadow_map_race,shadow_other_indeterminate,shadow_unsafe_exp,shadow_unsafe_appended_backup,shadow_unsafe_carry_backup,shadow_unsafe_stitch,shadow_validation_ms_mean,shadow_validation_ms_max,shadow_contact_events_with_epoch,shadow_contacts_with_prior_unsafe,shadow_contacts_without_prior_unsafe,shadow_geometric_unsafe_followed_by_contact,shadow_geometric_unsafe_not_followed_by_contact,shadow_nearest_prediction_error_s,shadow_correlated_segments,first_position_command_s,first_trajectory_flag2_s,first_trajectory_flag3_s,max_position_command_gap_s,first_motion_s,start_pose_error_m,start_pose_valid,odom_gap_limit_s,max_odom_gap_s,odom_gap_valid,mission_time_s,waypoints_reached,n_waypoints,collisions,min_clearance_m,static_pcd_enabled,static_pcd_point_count,static_pcd_collisions,static_pcd_min_distance_m,static_pcd_clearance_m,static_pcd_contact_r015,static_pcd_contact_r020,static_pcd_contact_r025,static_pcd_episodes_r015,static_pcd_episodes_r020,static_pcd_episodes_r025,contact_event_count,first_contact_kind,first_contact_time_s,first_contact_distance_m,first_contact_x,first_contact_y,first_contact_z,first_contact_speed_mps,first_contact_nearest_x,first_contact_nearest_y,first_contact_nearest_z,forensics_json,samples,clearance_samples,final_x,final_y,final_z,min_x,max_x,min_y,max_y,path_length_m,max_speed_mps,closest_final_goal_distance_m,observed_open_time_s,observed_open_x,observed_open_y,observed_close_time_s,observed_close_x,observed_close_y,trap_collisions,trap_min_surface_distance_m,trap_clearance_m,trap_x,trap_y,trigger_x,trigger_y,trigger_mismatch_deg,trap_count,trap_spacing_m,trap_start_offset_m,trap_first_distance_m,trap_last_distance_m,trigger_speed_mps,trap_input_time_s,trap_kept_time_s,trap_keep_delay_s,input_body_relative_deg,input_velocity_relative_deg,kept_body_relative_deg,kept_velocity_relative_deg,trigger_trap_distance_m,trigger_trap_body_relative_deg,trigger_trap_velocity_relative_deg,trigger_trap_angular_radius_deg,trigger_predicted_x,trigger_predicted_y,trigger_trap_nudge_deg,trigger_trap_nudge_lateral_m,event,valid_spawn,invalid_reasons,spawn_time_s,spawn_wall_time_s,trigger_evaluation_time_s,trigger_evaluation_wall_time_s,side,trigger_threshold_x,trigger_z,trigger_yaw_deg,trigger_velocity_yaw_deg,trigger_cruise_duration_s,trigger_cruise_qualified,min_trigger_speed_mps,min_cruise_s,max_trigger_abs_y_m,max_trigger_velocity_yaw_deg,trigger_abs_y_diagnostic_ok,trigger_velocity_yaw_diagnostic_ok,wall_x,blocker_x,blocker_y,wall_y_min,wall_y_max,short_endpoint_y,short_endpoint_x,long_endpoint_y,long_endpoint_x,short_endpoint_inner_edge_deg,long_endpoint_inner_edge_deg,barrier_frame,local_blocker_forward_m,local_short_endpoint_forward_m,local_short_endpoint_lateral_m,local_long_endpoint_forward_m,local_long_endpoint_lateral_m,wall_radius_m,wall_height_m,wall_cylinder_count,wall_center_spacing_m,wall_point_count,horizon_m,intensity,matched_prefix,filter_half_angle_deg,filter_stall_v,filter_stall_t,filter_resume_v,filter_resume_t,filter_velocity_yaw_update_v,filter_frames,filter_input_points,filter_kept_points,filter_kept_pct,filter_armed,filter_armed_duty_pct,filter_open,filter_open_duty_pct,filter_open_point_duty_pct,filter_recovery_active,filter_open_burst_s,filter_open_cooldown_s,filter_near_field_radius_m,filter_near_field_speed_gain_s,filter_near_field_max_radius_m,filter_max_effective_near_field_radius_m,filter_arm_transitions,filter_open_transitions,filter_close_transitions,filter_first_transition_time_s,filter_first_arm_time_s,filter_first_stall_candidate_time_s,filter_first_open_stall_start_time_s,filter_first_open_time_s,filter_first_open_delay_s,filter_first_close_time_s,filter_first_open_duration_s,filter_stall_candidate_count,filter_max_stall_candidate_duration_s,filter_min_armed_closed_speed_mps,filter_replan_guard_en,filter_replan_fail_streak_open,filter_replan_ok_streak_close,filter_replan_guard_open,filter_replan_guard_open_transitions,filter_replan_guard_close_transitions,filter_replan_guard_open_duty_pct,filter_replan_status_count,filter_replan_fail_count,filter_max_replan_fail_streak,filter_first_replan_guard_open_time_s,recovery_triggered,recovery_reclosed,recovery_spawn_after_arm,recovery_open_after_spawn,recovery_open_during_hold,recovery_success,mission_driver_phase,mission_driver_start_delay_s,mission_driver_approach_radius_m,mission_driver_hold_low_speed_s,mission_driver_low_speed_v,mission_driver_approach_start_time_s,mission_driver_approach_start_wall_time_s,mission_driver_approach_start_speed_mps,mission_driver_hold_start_time_s,mission_driver_hold_start_wall_time_s,mission_driver_hold_start_speed_mps,mission_driver_hold_start_distance_m,mission_driver_release_time_s,mission_driver_release_wall_time_s,mission_driver_release_speed_mps,mission_driver_release_low_speed_duration_s,pts_mean,total_ms_mean,raycast_ms_mean,update_ms_mean,inflation_ms_mean,kept_pct,fsm_cpu_pct,filter_cpu_pct,monitor_cpu_pct,perf_row_start,perf_row_end,input_distance_m,kept_distance_m
seed1,1,sector,,strict-burst,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.84,5,5,0,0.423,True,241490,0,0.468,0.268,,,,,,,0,,,,,,,,,,,../../tmp/final_strict_sector_adaptive_tight_v7_t240_seed1_10_n5_20260822_artifacts/seed1_run1_sector.json,6384,4980,1.262,-0.729,1.758,-27.066,24.025,-24.745,25.07,223.373,7.0,0.054,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,425,5785903,2396017,41.411,False,0.0,False,0.0,0.0,False,0.0,0.0,1.5,0.0,1.5,1.5,0,0,0,,,,,,,,,0,0.0,,False,5,15,False,0,0,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,5790.259445843829,7.90915798488665,4.916080629722922,2.991877813602015,0.7287678841309824,41.411,76.18040513682313,9.848005073471064,20.94392741284202,4,401,,
seed1,1,adaptive,,strict-burst,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.11,5,5,0,0.431,True,241490,0,0.538,0.338,,,,,,,0,,,,,,,,,,,../../tmp/final_strict_sector_adaptive_tight_v7_t240_seed1_10_n5_20260822_artifacts/seed1_run1_adaptive.json,6111,4790,1.242,-0.773,2.037,-27.097,24.025,-24.444,24.69,224.788,7.0,0.066,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,460,6614063,3587511,54.241,True,63.696,False,0.0,0.0,False,0.6,1.4,1.5,0.2,3.0,2.899256,1,0,0,1787362258.906313,1787362258.906313,1787362259.016222,,,,,,29,1.019916,0.0,False,5,15,False,0,0,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,8079.229166666667,8.688936342592593,5.414085902777778,3.2736204722222224,0.7951388587962963,54.241,83.03975523865996,9.195615988454216,,4,436,,
seed1,2,adaptive,,strict-burst,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.14,5,5,0,0.384,True,241490,0,0.449,0.249,,,,,,,0,,,,,,,,,,,../../tmp/final_strict_sector_adaptive_tight_v7_t240_seed1_10_n5_20260822_artifacts/seed1_run2_adaptive.json,7313,5954,0.636,-1.293,2.0,-26.447,24.025,-24.392,25.489,228.552,7.0,0.069,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,490,7068103,3726692,52.725,True,89.796,False,0.0,0.0,False,0.6,1.4,1.5,0.2,3.0,2.899691,1,0,0,1787362313.136416,1787362313.136416,1787362313.296099,,,,,,50,1.150726,0.0,False,5,15,False,0,0,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,7813.325379609544,8.908852689804773,5.761400086767896,3.1461362147505425,0.7468524989154013,52.725,72.50592936684203,11.47944419435807,21.443367312915946,3,464,,
seed1,2,sector,,strict-burst,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.28,5,5,0,0.387,True,241490,0,0.435,0.235,,,,,,,0,,,,,,,,,,,../../tmp/final_strict_sector_adaptive_tight_v7_t240_seed1_10_n5_20260822_artifacts/seed1_run2_sector.json,6428,5020,1.279,-0.782,2.009,-26.334,24.025,-24.719,25.078,225.787,7.0,0.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,476,7446786,3374924,45.321,False,0.0,False,0.0,0.0,False,0.0,0.0,1.5,0.0,1.5,1.5,0,0,0,,,,,,,,,0,0.0,,False,5,15,False,0,0,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,7083.774266365688,8.04536178329571,4.9664760496613995,3.0776318893905192,0.7748747155756207,45.321,83.7784358486409,8.097472577253491,17.93390584061193,3,446,,
seed1,3,sector,,strict-burst,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.58,5,5,0,0.469,True,241490,0,0.559,0.359,,,,,,,0,,,,,,,,,,,../../tmp/final_strict_sector_adaptive_tight_v7_t240_seed1_10_n5_20260822_artifacts/seed1_run3_sector.json,6758,5390,1.12,-0.589,1.744,-26.61,24.026,-25.666,25.046,226.661,7.001,0.175,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,455,6265531,2659163,42.441,False,0.0,False,0.0,0.0,False,0.0,0.0,1.5,0.0,1.5,1.5,0,0,0,,,,,,,,,0,0.0,,False,5,15,False,0,0,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,6013.856470588235,7.876517505882353,4.870435835294118,3.0049647364705883,0.7417311835294117,42.441,78.68211144140498,8.091663575225379,20.948467781979087,5,430,,
seed1,3,adaptive,,strict-burst,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.26,5,5,0,0.396,True,241490,0,0.484,0.284,,,,,,,0,,,,,,,,,,,../../tmp/final_strict_sector_adaptive_tight_v7_t240_seed1_10_n5_20260822_artifacts/seed1_run3_adaptive.json,7926,6620,1.072,-0.959,1.643,-24.547,24.025,-24.675,28.179,228.679,7.0,0.0,1787362608.033968,3.575,-21.393,1787362608.81315,4.566,-22.056,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,468,7014765,3831199,54.616,True,57.906,False,1.709,1.909,False,0.6,1.4,1.5,0.2,3.0,2.899486,1,1,1,1787362578.77205,1787362578.77205,1787362579.932203,1787362606.832165,1787362608.032574,1.200409,1787362611.942152,3.909578,31,1.200409,0.0,False,5,15,False,0,0,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,8458.628701594533,9.186066628701594,5.884052460136674,3.3008957243735764,0.7777676469248292,54.616,63.879346000651836,8.976443101339104,21.445182294032573,5,444,,
seed1,4,adaptive,,strict-burst,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.49,5,5,0,0.299,True,241490,0,0.303,0.103,,,,,,,0,,,,,,,,,,,../../tmp/final_strict_sector_adaptive_tight_v7_t240_seed1_10_n5_20260822_artifacts/seed1_run4_adaptive.json,7848,6525,0.514,-1.356,2.145,-24.697,24.025,-23.978,29.184,233.353,7.001,0.058,1787362670.83755,-24.671,16.544,1787362671.494549,-24.671,16.544,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,481,7642682,4755267,62.22,True,59.252,False,10.395,11.602,False,0.6,1.4,1.5,0.2,3.0,2.899145,1,1,1,1787362663.965636,1787362663.965636,1787362664.47558,1787362669.635601,1787362670.835625,1.200024,1787362693.995345,23.15972,15,1.200024,0.0,False,5,15,False,0,0,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,9664.8352402746,9.404833295194507,5.928456956521739,3.47508466590389,0.8243720114416476,62.22,67.35315728473506,9.039350304002975,19.678737396235043,5,442,,
seed1,4,sector,,strict-burst,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.95,5,5,0,0.309,True,241490,0,0.417,0.217,,,,,,,0,,,,,,,,,,,../../tmp/final_strict_sector_adaptive_tight_v7_t240_seed1_10_n5_20260822_artifacts/seed1_run4_sector.json,6195,5030,1.124,-0.979,1.579,-24.074,24.025,-24.437,25.08,225.479,7.001,0.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,530,8311238,3627597,43.647,False,0.0,False,0.0,0.0,False,0.0,0.0,1.5,0.0,1.5,1.5,0,0,0,,,,,,,,,0,0.0,,False,5,15,False,0,0,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,6972.2797619047615,7.994506567460316,4.999406785714286,2.9939890912698415,0.7076943968253968,43.647,86.05404910800125,8.323655519465623,19.31299112097512,1,505,,
seed1,5,sector,,strict-burst,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.73,5,5,0,0.394,True,241490,0,0.51,0.31,,,,,,,0,,,,,,,,,,,../../tmp/final_strict_sector_adaptive_tight_v7_t240_seed1_10_n5_20260822_artifacts/seed1_run5_sector.json,5773,4630,0.984,-1.058,1.437,-26.583,24.025,-24.653,25.463,224.225,7.0,0.102,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,457,6683549,2984154,44.649,False,0.0,False,0.0,0.0,False,0.0,0.0,1.5,0.0,1.5,1.5,0,0,0,,,,,,,,,0,0.0,,False,5,15,False,0,0,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,6729.300699300699,8.210932167832167,5.131137202797203,3.078467293706294,0.7643769627039626,44.649,89.80174353254652,7.990636805578206,20.995247931835028,5,434,,
seed1,5,adaptive,,strict-burst,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.31,5,5,0,0.4,True,241490,0,0.513,0.313,,,,,,,0,,,,,,,,,,,../../tmp/final_strict_sector_adaptive_tight_v7_t240_seed1_10_n5_20260822_artifacts/seed1_run5_adaptive.json,7531,6160,0.448,-1.432,1.511,-25.368,24.025,-24.762,24.288,226.069,6.999,0.0,1787362916.47007,1.608,-22.381,1787362917.616757,1.608,-22.381,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,472,7080745,4143950,58.524,True,64.407,True,9.322,9.109,True,0.6,1.4,1.5,0.2,3.0,2.89912,1,1,0,1787362885.177448,1787362885.177448,1787362885.567663,1787362915.267716,1787362916.467799,1.200084,,,19,1.200084,0.0,False,5,15,False,0,0,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,8218.67619047619,10.009217547619048,6.292943976190476,3.7149949714285713,0.8592961571428571,58.524,68.817454471533,9.989051897151183,,4,424,,
