seed,run,mode,world,success,mission_time_s,frames,active_frames,pts_mean,total_ms_mean,total_ms_active_mean,raycast_ms_mean,raycast_ms_active_mean,update_ms_mean,inflation_ms_mean,cache_mean,fsm_cpu_pct,cpp_cpu_pct,collisions,min_clearance_m,corners_reached,timeouts,perf_row_start,perf_row_end,mission_rc,samples
8,1,sector,default_seed8,True,117.2,892,892,3176.079596412556,3.208393765695067,3.208393765695067,0.6409409540358744,0.6409409540358744,2.5650160224215246,1.4218705123318387,2551.9843049327355,88.16282725826936,7.576398433825074,0,0.459,4,0,163,1055,0,13326
8,1,adaptive,default_seed8,True,143.15,1036,1036,3113.4440154440153,3.1790261621621623,3.1790261621621623,0.6423737963320463,0.6423737963320463,2.5342030888030886,1.391329581081081,2552.0453667953666,94.75382759357932,7.461804461670854,0,0.322,4,0,151,1187,0,15948
8,2,full,default_seed8,True,137.45,973,973,8793.774922918808,8.309368848920863,8.309368848920863,1.7202408211716342,1.7202408211716342,6.586559763617678,3.4929619578622813,7467.045220966084,101.31850988936199,8.29404372829397,8,-0.173,4,0,175,1148,0,15368
8,2,sector,default_seed8,True,127.9,912,912,3210.2247807017543,3.512055288377193,3.512055288377193,0.6526876326754386,0.6526876326754386,2.8568089561403505,1.626150842105263,2580.964912280702,89.89169412561348,7.669624117699892,1,0.204,4,0,151,1063,0,14459
8,2,adaptive,default_seed8,True,116.9,791,791,3201.548672566372,3.3274491643489252,3.3274491643489252,0.6672954450063211,0.6672954450063211,2.6576820986093552,1.491260399494311,2565.7964601769913,89.48663500636498,7.483194887060197,2,0.285,4,0,143,934,0,13344
8,3,full,default_seed8,True,115.8,823,823,9238.400972053463,6.62720319562576,6.62720319562576,1.7505174629404616,1.7505174629404616,4.873851273390036,2.335713253948967,7516.445929526124,90.28067563594601,8.096041346363192,0,0.549,4,0,191,1014,0,13228
8,3,sector,default_seed8,True,114.35,832,832,3138.566105769231,3.0874984783653847,3.0874984783653847,0.6359552776442308,0.6359552776442308,2.449083169471154,1.3286593798076922,2490.1322115384614,88.43359156348957,7.522278376620944,0,0.391,4,0,145,977,0,13063
8,3,adaptive,default_seed8,True,116.05,836,836,3186.6806220095696,3.2336439485645934,3.2336439485645934,0.646458105263158,0.646458105263158,2.584596838516746,1.4367929114832536,2563.5382775119615,89.15330903771513,7.491885254471322,0,0.437,4,0,162,998,0,13283
8,4,full,default_seed8,True,126.95,854,854,9292.382903981264,8.31357681498829,8.31357681498829,1.9085423969555035,1.9085423969555035,6.40194925058548,3.3019362974238877,7421.845433255269,95.58869534870666,8.030990444243601,3,0.042,4,0,155,1009,0,14316
8,4,sector,default_seed8,True,118.0,794,794,3187.2166246851384,3.462332937027708,3.462332937027708,0.6708295214105794,0.6708295214105794,2.7887475125944583,1.5699748085642315,2526.6637279596976,87.79826508345377,7.286844527102852,0,0.479,4,0,162,956,0,13490
8,4,adaptive,default_seed8,True,119.6,833,833,3172.15606242497,3.2219342472989196,3.2219342472989196,0.645926424969988,0.645926424969988,2.573538662665066,1.4228815234093637,2603.218487394958,87.51279857240739,7.368030340210892,0,0.505,4,0,173,1006,0,13607
8,5,full,default_seed8,False,240.05,1569,1569,5741.029318036966,7.425346048438495,7.425346048438495,1.5986205035054175,1.5986205035054175,5.824111982154238,3.1699130936902487,7395.733588272785,116.10056871487305,8.010802820270953,2,-0.097,1,5,169,1738,0,25490
8,5,sector,default_seed8,True,119.0,850,850,3149.030588235294,3.224054134117647,3.224054134117647,0.6322605917647058,0.6322605917647058,2.589244844705882,1.4469528223529413,2511.569411764706,88.63229229692598,7.386797191375498,0,0.397,4,0,169,1019,0,13648
8,5,adaptive,default_seed8,True,119.25,837,837,3179.1493428912786,3.3095725734767028,3.3095725734767028,0.647924972520908,0.647924972520908,2.6590575328554364,1.4972393500597372,2593.8817204301076,90.35041008999347,7.358207411038547,1,0.181,4,0,153,990,0,13627
9,1,full,default_seed9,True,114.4,859,859,9209.428405122235,5.838400977881258,5.838400977881258,1.7907341071012806,1.7907341071012806,4.044775110593713,1.7946875378346916,7445.201396973224,89.48709201510569,8.592465532879688,0,0.525,4,0,169,1028,0,13062
9,1,sector,default_seed9,True,114.75,819,819,3142.3064713064714,2.935643097680098,2.935643097680098,0.6164686178266178,0.6164686178266178,2.3167046336996338,1.2535867106227105,2497.026862026862,86.50396499735825,7.250050746997717,0,0.51,4,0,169,988,0,13171
9,1,adaptive,default_seed9,True,119.1,863,863,3086.0544611819237,3.400175013904983,3.400175013904983,0.6384821425260719,0.6384821425260719,2.759333946697567,1.5548529235225956,2543.4345307068365,86.64154186232327,7.4278036562821725,0,0.481,4,0,183,1046,0,13537
9,2,full,default_seed9,True,126.15,948,948,9052.627637130801,6.700500949367088,6.700500949367088,1.7545328734177215,1.7545328734177215,4.942658255274262,2.3688303502109704,7420.516877637131,90.0443248158232,8.18206747972093,0,0.603,4,0,173,1121,0,14286
9,2,sector,default_seed9,True,115.75,853,853,3134.827667057444,3.16153256975381,3.16153256975381,0.6226066635404455,0.6226066635404455,2.5364887033997654,1.4125471570926142,2508.576787807737,84.57376556966473,7.549880704961998,1,0.198,4,0,191,1044,0,13420
9,2,adaptive,default_seed9,True,111.15,794,794,3129.7241813602013,3.251216644836272,3.251216644836272,0.6204365667506297,0.6204365667506297,2.6283196297229217,1.4898907392947103,2486.579345088161,91.11006720465058,7.671366010149506,0,0.471,4,0,176,970,0,12782
9,3,full,default_seed9,True,155.95,1063,1063,8879.753527751645,7.040262812793979,7.040262812793979,1.7951840366886171,1.7951840366886171,5.241879058325495,2.5969369614299156,7417.751646284101,98.40392134320511,7.934081775177719,1,0.216,4,1,181,1244,0,17382
9,3,sector,default_seed9,True,114.05,815,815,3145.5472392638035,3.0819326036809813,3.0819326036809813,0.6420365361963191,0.6420365361963191,2.437474298159509,1.3334458417177912,2511.2687116564416,87.06042171517113,7.651190602354947,0,0.414,4,0,168,983,0,13124
9,3,adaptive,default_seed9,True,118.7,865,865,3117.951445086705,3.1769158023121387,3.1769158023121387,0.6405052312138728,0.6405052312138728,2.533957634682081,1.3925572497109826,2556.6890173410407,86.884894397779,7.636856896575184,0,0.5,4,0,175,1040,0,13549
9,4,full,default_seed9,True,135.95,939,939,8108.2758253461125,7.067525633652822,7.067525633652822,1.6318835260915867,1.6318835260915867,5.432910449414271,2.8519763471778488,6758.450479233227,100.55748380621007,7.955218980553803,4,-0.221,3,1,161,1100,0,15233
9,4,sector,default_seed9,True,117.0,842,842,3099.1555819477435,3.083970633016627,3.083970633016627,0.6385857957244656,0.6385857957244656,2.4428121104513063,1.3342727161520191,2472.8610451306413,86.80177957509295,7.5968945563940915,0,0.506,4,0,178,1020,0,13294
9,4,adaptive,default_seed9,True,114.6,816,816,3101.285539215686,3.172245870098039,3.172245870098039,0.6393148774509804,0.6393148774509804,2.530479867647059,1.3845641568627451,2526.544117647059,84.61813455697343,7.27345753607382,0,0.56,4,0,148,964,0,13155
9,5,full,default_seed9,True,118.4,822,822,8935.582725060827,7.569438832116788,7.569438832116788,1.767197403892944,1.767197403892944,5.799285620437956,2.969532588807786,7305.830900243309,93.11199339359202,8.253197986235513,3,0.063,4,0,178,1000,0,13532
9,5,sector,default_seed9,True,118.55,876,876,3108.8025114155253,3.0664033321917805,3.0664033321917805,0.6233972728310502,0.6233972728310502,2.4405059497716897,1.342864885844749,2469.312785388128,87.80172614719461,7.433927904913411,0,0.324,4,0,173,1049,0,13511
9,5,adaptive,default_seed9,True,117.3,846,846,3190.417257683215,3.229114659574468,3.229114659574468,0.6330290425531915,0.6330290425531915,2.5935863747044916,1.435132526004728,2593.95390070922,86.64893397321094,7.627402963359013,0,0.345,4,0,178,1024,0,13348
10,1,full,default_seed10,True,209.55,1469,1469,8773.522804629,7.257240680735194,7.257240680735194,1.8121053594281824,1.8121053594281824,5.442180609938734,2.744316424098026,7073.225323349217,108.15975504554177,8.33353060389447,4,0.056,4,1,177,1646,0,22465
10,1,sector,default_seed10,True,121.35,882,882,3036.7517006802723,3.3457075952380952,3.3457075952380952,0.6103333832199547,0.6103333832199547,2.732989272108844,1.5739329126984125,2400.9795918367345,87.42972771012352,7.447343178887932,3,-0.017,4,0,163,1045,0,13804
10,1,adaptive,default_seed10,True,101.25,745,745,2975.7892617449666,3.831510710067114,3.831510710067114,0.6424579704697986,0.6424579704697986,3.186443730201342,1.9310387704697987,2486.9060402684563,85.80934462243223,7.510511438570885,2,-0.131,4,0,171,916,0,11742
10,2,full,default_seed10,True,119.0,830,830,9026.901204819276,6.335452204819277,6.335452204819277,1.7703177457831325,1.7703177457831325,4.562478891566265,2.1302016457831328,7319.01686746988,92.12321626161005,8.091745249453794,0,0.455,4,0,194,1024,0,13599
10,2,sector,default_seed10,False,240.05,239,239,2981.907949790795,3.827928238493724,3.827928238493724,0.6069342384937239,0.6069342384937239,3.218248489539749,1.953928970711297,2350.196652719665,95.14952021084807,3.0135850802479265,0,0.359,1,5,168,407,0,4797
10,2,adaptive,default_seed10,True,132.75,985,985,3023.5705583756344,3.383385023350254,3.383385023350254,0.6176161654822334,0.6176161654822334,2.7633585065989847,1.5802229147208122,2455.6060913705583,91.611609421635,7.574521552735802,0,0.354,4,0,159,1144,0,14942
10,3,full,default_seed10,True,127.7,915,915,8953.331147540983,6.580836961748633,6.580836961748633,1.75081531147541,1.75081531147541,4.827215366120218,2.304291730054645,7187.275409836066,95.24448395170877,8.18924025775354,2,0.141,4,0,171,1086,0,14450
10,3,sector,default_seed10,True,119.2,837,837,3073.483870967742,3.2684407682198326,3.2684407682198326,0.6321256905615292,0.6321256905615292,2.633802314217443,1.4781024324970131,2444.1457586618876,90.88841512492323,7.6480269952919935,0,0.312,4,0,173,1010,0,13581
10,3,adaptive,default_seed10,True,157.9,1116,1116,2540.3136200716845,3.1416159928315412,3.1416159928315412,0.5544116612903226,0.5544116612903226,2.5843333001792117,1.46853104390681,2367.7697132616486,98.71874549944513,7.459689239345303,2,0.103,4,1,142,1258,0,17396
10,4,full,default_seed10,True,122.3,905,905,9044.138121546961,6.198765668508287,6.198765668508287,1.7677308895027624,1.7677308895027624,4.428347270718231,2.064237235359116,7346.366850828729,92.28903762734333,8.51418811376943,0,0.624,4,0,161,1066,0,13963
10,4,sector,default_seed10,True,126.4,864,864,3073.2685185185187,3.323434710648148,3.323434710648148,0.6306135393518518,0.6306135393518518,2.690426386574074,1.535448662037037,2459.136574074074,89.04078854434155,7.254008430343773,0,0.399,4,0,156,1020,0,14327
10,4,adaptive,default_seed10,True,123.65,859,859,3087.8428405122236,3.4444049161816066,3.4444049161816066,0.6371805483119907,0.6371805483119907,2.8047383725261934,1.6110330477299186,2455.1245634458674,91.43624027208156,7.5465160465940455,1,0.26,4,0,149,1008,0,14046
10,5,full,default_seed10,True,120.15,860,860,8975.617441860466,6.54654988372093,6.54654988372093,1.8138426139534882,1.8138426139534882,4.730017662790698,2.2406023104651163,7255.410465116279,92.49168091813031,8.507844131057293,2,0.164,4,0,167,1027,0,13716
10,5,sector,default_seed10,True,114.8,850,850,3054.4929411764706,3.2011557270588233,3.2011557270588233,0.6250750870588235,0.6250750870588235,2.5732674082352944,1.4307666270588235,2473.7176470588233,90.00035507038815,7.647809731017951,2,-0.041,4,0,161,1011,0,13140
10,5,adaptive,default_seed10,True,120.1,891,891,3084.368125701459,3.3211527160493826,3.3211527160493826,0.6494721346801346,0.6494721346801346,2.6691444624017957,1.5062671806958474,2533.9102132435464,87.20496495858005,7.659092728303102,0,0.327,4,0,156,1047,0,13628
11,1,full,default_seed11,True,121.3,876,876,8927.254566210046,6.260837431506849,6.260837431506849,1.685945691780822,1.685945691780822,4.572246529680365,2.1647892899543377,7273.513698630137,90.25003377437885,8.092652776103632,1,0.276,4,0,171,1047,0,13757
11,1,sector,default_seed11,True,115.95,849,849,2988.5818610129563,2.998937227326266,2.998937227326266,0.6064114464075383,0.6064114464075383,2.390084050647821,1.318988180212014,2406.3392226148408,86.04079159406231,7.306840909123971,1,0.289,4,0,166,1015,0,13261
11,1,adaptive,default_seed11,True,130.9,876,876,3025.683789954338,4.1765381141552504,4.1765381141552504,0.6683988732876712,0.6683988732876712,3.505502960045662,2.1215710388127853,2545.892694063927,95.46243204042968,7.2027194672502155,3,-0.184,4,0,167,1043,0,14689
11,2,full,default_seed11,True,119.05,773,773,8901.45019404916,6.652293441138422,6.652293441138422,1.78741925614489,1.78741925614489,4.862023010349288,2.3108633272962487,7315.997412677878,93.16704665195658,7.842942737530071,0,0.408,4,0,171,944,0,13646
11,2,sector,default_seed11,True,123.45,859,859,3061.1350407450523,3.10215717112922,3.10215717112922,0.6256504877764844,0.6256504877764844,2.4740640698486613,1.3690821105937137,2492.2153667054713,88.99280653653521,7.294152542240427,0,0.4,4,0,156,1015,0,13995
11,2,adaptive,default_seed11,True,112.7,784,784,3058.8507653061224,3.174622154336735,3.174622154336735,0.617723293367347,0.617723293367347,2.5544173724489796,1.4193725522959184,2475.344387755102,87.41364953401276,7.541399003392921,0,0.335,4,0,173,957,0,12966
11,3,full,default_seed11,True,122.45,816,816,8831.254901960785,6.70897012254902,6.70897012254902,1.7842080416666666,1.7842080416666666,4.92202849754902,2.3398448811274513,7250.270833333333,91.33539495508091,8.139761935131917,0,0.368,4,0,172,988,0,13960
11,3,sector,default_seed11,True,120.2,933,933,3058.1371918542336,2.8572891146838155,2.8572891146838155,0.6024469549839229,0.6024469549839229,2.2523317588424434,1.2151709657020364,2448.4201500535905,88.43442214338641,7.655646082593692,0,0.427,4,0,186,1119,0,13728
11,3,adaptive,default_seed11,True,122.05,909,909,3037.5082508250825,3.1855493608360836,3.1855493608360836,0.632423303630363,0.632423303630363,2.550713686468647,1.4228062673267328,2504.3190319031905,89.09165888948418,7.5202993922988775,1,0.116,4,0,159,1068,0,13846
11,4,full,default_seed11,True,125.75,878,878,8914.456719817768,6.572562505694761,6.572562505694761,1.7581722414578589,1.7581722414578589,4.811730968109339,2.295210932801822,7284.628701594533,92.61747219343651,7.8722452624243955,0,0.318,4,0,157,1035,0,14224
11,4,sector,default_seed11,False,,,,,,,,,,,,19.35402606204622,6.6914440379711415,0,3.071,,,,,-9,35652
11,4,adaptive,default_seed11,False,,,,,,,,,,,,19.473527042735235,9.310816238169863,0,3.076,,,,,-9,35696
11,5,full,default_seed11,False,,,,,,,,,,,,18.93469432219273,6.694210808664292,0,3.106,,,,,-9,35649
11,5,sector,default_seed11,False,,,,,,,,,,,,17.898498301270408,9.20225378633983,0,3.098,,,,,-9,35718
11,5,adaptive,default_seed11,False,,,,,,,,,,,,18.44294803613242,6.613651341354286,0,3.1,,,,,-9,35687
