map,run,mode,success,mission_time_s,waypoints_reached,n_waypoints,collisions,min_clearance_m,samples,clearance_samples,final_x,final_y,final_z,min_x,max_x,min_y,max_y,path_length_m,max_speed_mps,closest_final_goal_distance_m,observed_open_time_s,observed_open_x,observed_open_y,observed_close_time_s,observed_close_x,observed_close_y,trap_collisions,trap_min_surface_distance_m,trap_clearance_m,trap_x,trap_y,trigger_x,trigger_y,trigger_mismatch_deg,trap_count,trap_spacing_m,trap_start_offset_m,trap_first_distance_m,trap_last_distance_m,trigger_speed_mps,trap_input_time_s,trap_kept_time_s,trap_keep_delay_s,input_body_relative_deg,input_velocity_relative_deg,kept_body_relative_deg,kept_velocity_relative_deg,trigger_trap_distance_m,trigger_trap_body_relative_deg,trigger_trap_velocity_relative_deg,trigger_trap_angular_radius_deg,trigger_predicted_x,trigger_predicted_y,trigger_trap_nudge_deg,trigger_trap_nudge_lateral_m,event,valid_spawn,invalid_reasons,spawn_time_s,spawn_wall_time_s,trigger_evaluation_time_s,trigger_evaluation_wall_time_s,side,trigger_threshold_x,trigger_z,trigger_yaw_deg,trigger_velocity_yaw_deg,trigger_cruise_duration_s,trigger_cruise_qualified,min_trigger_speed_mps,min_cruise_s,max_trigger_abs_y_m,max_trigger_velocity_yaw_deg,trigger_abs_y_diagnostic_ok,trigger_velocity_yaw_diagnostic_ok,wall_x,blocker_x,blocker_y,wall_y_min,wall_y_max,short_endpoint_y,short_endpoint_x,long_endpoint_y,long_endpoint_x,short_endpoint_inner_edge_deg,long_endpoint_inner_edge_deg,barrier_frame,local_blocker_forward_m,local_short_endpoint_forward_m,local_short_endpoint_lateral_m,local_long_endpoint_forward_m,local_long_endpoint_lateral_m,wall_radius_m,wall_height_m,wall_cylinder_count,wall_center_spacing_m,wall_point_count,horizon_m,intensity,matched_prefix,filter_half_angle_deg,filter_stall_v,filter_stall_t,filter_resume_v,filter_resume_t,filter_velocity_yaw_update_v,filter_frames,filter_input_points,filter_kept_points,filter_kept_pct,filter_armed,filter_armed_duty_pct,filter_open,filter_open_duty_pct,filter_open_point_duty_pct,filter_arm_transitions,filter_open_transitions,filter_close_transitions,filter_first_transition_time_s,filter_first_arm_time_s,filter_first_stall_candidate_time_s,filter_first_open_stall_start_time_s,filter_first_open_time_s,filter_first_open_delay_s,filter_first_close_time_s,filter_first_open_duration_s,filter_stall_candidate_count,filter_max_stall_candidate_duration_s,filter_min_armed_closed_speed_mps,recovery_triggered,recovery_reclosed,recovery_spawn_after_arm,recovery_open_after_spawn,recovery_open_during_hold,recovery_success,mission_driver_phase,mission_driver_start_delay_s,mission_driver_approach_radius_m,mission_driver_hold_low_speed_s,mission_driver_low_speed_v,mission_driver_approach_start_time_s,mission_driver_approach_start_wall_time_s,mission_driver_approach_start_speed_mps,mission_driver_hold_start_time_s,mission_driver_hold_start_wall_time_s,mission_driver_hold_start_speed_mps,mission_driver_hold_start_distance_m,mission_driver_release_time_s,mission_driver_release_wall_time_s,mission_driver_release_speed_mps,mission_driver_release_low_speed_duration_s,pts_mean,total_ms_mean,raycast_ms_mean,update_ms_mean,inflation_ms_mean,kept_pct,fsm_cpu_pct,filter_cpu_pct,perf_row_start,perf_row_end,input_distance_m,kept_distance_m
seed1,1,full,True,79.93,5,5,0,0.438,7991,7991,1.432,-0.337,1.746,-24.93,24.345,-24.555,27.978,226.135,3.031,0.038,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,706,8729592,8729592,100.0,False,0.0,True,100.0,100.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,12275.386605783866,2.5098020608828007,0.8960054231354643,1.6123278797564689,0.7375547184170471,100.0,86.54474112953538,8.922225676560538,4,661,,
seed1,1,sector,True,78.64,5,5,0,0.359,7863,7860,1.23,-0.858,1.569,-25.011,24.47,-27.509,24.447,227.248,3.001,0.104,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,689,8620933,2714941,31.492,False,0.0,False,0.0,0.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,3959.404833836858,1.102401580060423,0.31878499244712993,0.7820731223564955,0.4254732583081571,31.492,93.15342745693307,9.836448729623,2,664,,
seed1,1,adaptive,True,79.06,5,5,0,0.399,7904,7897,0.952,-1.146,1.959,-24.699,24.218,-25.687,26.725,226.741,3.003,0.038,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,715,8959872,2823391,31.512,True,92.448,False,0.0,0.0,1,0,0,1785807875.093261,1785807875.093261,1785807921.462684,,,,,,1,0.049917,0.540845,,,,,,,,,,,,,,,,,,,,,,,3967.406976744186,1.0930511468023256,0.31051932558139533,0.7810504433139535,0.42554478779069765,31.512,94.86146754598774,10.15031681140651,0,688,,
seed1,2,full,True,78.1,5,5,0,0.346,7808,7807,1.439,-0.416,1.802,-24.655,24.051,-25.8,26.422,223.91,3.008,0.122,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,719,9009505,9009505,100.0,False,0.0,True,100.0,100.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,12279.831306990882,2.708035349544073,0.9663908115501519,1.7397959088145898,0.8038670030395138,100.0,94.62911288492423,9.200463687088593,0,658,,
seed1,2,sector,True,78.44,5,5,0,0.356,7842,7841,1.284,-0.731,1.906,-25.778,24.119,-25.751,26.082,225.143,3.001,0.046,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,681,8525206,2717050,31.871,False,0.0,False,0.0,0.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,4011.8928024502297,1.1107872098009188,0.32207611485451765,0.7872582251148544,0.42497335834609495,31.871,90.79316594606962,9.72940566387034,1,654,,
seed1,2,adaptive,True,77.9,5,5,0,0.338,7788,7787,1.407,-0.466,1.783,-25.796,24.102,-24.422,24.223,223.554,3.001,0.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,699,8844103,2776170,31.39,True,92.561,False,0.0,0.0,1,0,0,1785808138.854709,1785808138.854709,1785808149.19435,,,,,,1,0.079951,0.408269,,,,,,,,,,,,,,,,,,,,,,,3991.5997023809523,1.1380677708333333,0.3227458422619047,0.813646056547619,0.44331018154761903,31.39,92.38437022441089,9.828836996939247,2,674,,
seed1,3,full,True,77.85,5,5,0,0.452,7783,7782,1.42,-0.413,2.186,-24.483,24.151,-24.632,25.493,225.39,3.009,0.045,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,703,9050306,9050306,100.0,False,0.0,True,100.0,100.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,12785.541158536585,2.709974496951219,0.9718325426829268,1.7365257576219513,0.8090872667682927,100.0,95.4994355090362,9.397070369992552,0,656,,
seed1,3,sector,True,78.41,5,5,0,0.337,7839,7838,1.233,-0.844,1.463,-25.772,24.302,-27.153,25.185,225.349,3.001,0.036,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,678,8501236,2742457,32.26,False,0.0,False,0.0,0.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,4068.5745007680493,1.0600188233486945,0.31059002918586787,0.7480567910906298,0.40370360215053763,32.26,90.8529005489301,9.545604807825642,2,653,,
seed1,3,adaptive,True,78.15,5,5,0,0.426,7813,7812,1.204,-0.881,2.063,-24.158,24.35,-25.271,24.347,224.348,3.007,0.045,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,689,8719761,2750745,31.546,True,92.453,False,0.0,0.0,1,0,0,1785808400.555546,1785808400.555546,,,,,,,0,0.0,0.643718,,,,,,,,,,,,,,,,,,,,,,,4016.992424242424,1.1482801833333334,0.324430403030303,0.8224271015151514,0.4517153166666667,31.546,93.1689116420457,9.75327684377428,2,662,,
seed1,4,full,True,79.4,5,5,0,0.437,7936,7936,1.05,-1.055,1.79,-24.344,24.683,-24.769,26.83,228.008,3.001,0.049,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,697,8816193,8816193,100.0,False,0.0,True,100.0,100.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,12479.114906832297,2.629161040372671,0.938940052795031,1.68847401242236,0.7766943881987577,100.0,94.50572276524427,9.153963771869241,3,647,,
