map,run,mode,success,mission_time_s,waypoints_reached,n_waypoints,collisions,min_clearance_m,samples,clearance_samples,final_x,final_y,final_z,min_x,max_x,min_y,max_y,path_length_m,max_speed_mps,closest_final_goal_distance_m,observed_open_time_s,observed_open_x,observed_open_y,observed_close_time_s,observed_close_x,observed_close_y,trap_collisions,trap_min_surface_distance_m,trap_clearance_m,trap_x,trap_y,trigger_x,trigger_y,trigger_mismatch_deg,trap_count,trap_spacing_m,trap_start_offset_m,trap_first_distance_m,trap_last_distance_m,trigger_speed_mps,trap_input_time_s,trap_kept_time_s,trap_keep_delay_s,input_body_relative_deg,input_velocity_relative_deg,kept_body_relative_deg,kept_velocity_relative_deg,trigger_trap_distance_m,trigger_trap_body_relative_deg,trigger_trap_velocity_relative_deg,trigger_trap_angular_radius_deg,trigger_predicted_x,trigger_predicted_y,trigger_trap_nudge_deg,trigger_trap_nudge_lateral_m,event,valid_spawn,invalid_reasons,spawn_time_s,spawn_wall_time_s,trigger_evaluation_time_s,trigger_evaluation_wall_time_s,side,trigger_threshold_x,trigger_z,trigger_yaw_deg,trigger_velocity_yaw_deg,trigger_cruise_duration_s,trigger_cruise_qualified,min_trigger_speed_mps,min_cruise_s,max_trigger_abs_y_m,max_trigger_velocity_yaw_deg,trigger_abs_y_diagnostic_ok,trigger_velocity_yaw_diagnostic_ok,wall_x,blocker_x,blocker_y,wall_y_min,wall_y_max,short_endpoint_y,short_endpoint_x,long_endpoint_y,long_endpoint_x,short_endpoint_inner_edge_deg,long_endpoint_inner_edge_deg,barrier_frame,local_blocker_forward_m,local_short_endpoint_forward_m,local_short_endpoint_lateral_m,local_long_endpoint_forward_m,local_long_endpoint_lateral_m,wall_radius_m,wall_height_m,wall_cylinder_count,wall_center_spacing_m,wall_point_count,horizon_m,intensity,matched_prefix,filter_half_angle_deg,filter_stall_v,filter_stall_t,filter_resume_v,filter_resume_t,filter_velocity_yaw_update_v,filter_frames,filter_input_points,filter_kept_points,filter_kept_pct,filter_armed,filter_armed_duty_pct,filter_open,filter_open_duty_pct,filter_open_point_duty_pct,filter_arm_transitions,filter_open_transitions,filter_close_transitions,filter_first_transition_time_s,filter_first_arm_time_s,filter_first_stall_candidate_time_s,filter_first_open_stall_start_time_s,filter_first_open_time_s,filter_first_open_delay_s,filter_first_close_time_s,filter_first_open_duration_s,filter_stall_candidate_count,filter_max_stall_candidate_duration_s,filter_min_armed_closed_speed_mps,recovery_triggered,recovery_reclosed,recovery_spawn_after_arm,recovery_open_after_spawn,recovery_open_during_hold,recovery_success,mission_driver_phase,mission_driver_start_delay_s,mission_driver_approach_radius_m,mission_driver_hold_low_speed_s,mission_driver_low_speed_v,mission_driver_approach_start_time_s,mission_driver_approach_start_wall_time_s,mission_driver_approach_start_speed_mps,mission_driver_hold_start_time_s,mission_driver_hold_start_wall_time_s,mission_driver_hold_start_speed_mps,mission_driver_hold_start_distance_m,mission_driver_release_time_s,mission_driver_release_wall_time_s,mission_driver_release_speed_mps,mission_driver_release_low_speed_duration_s,pts_mean,total_ms_mean,raycast_ms_mean,update_ms_mean,inflation_ms_mean,kept_pct,fsm_cpu_pct,filter_cpu_pct,perf_row_start,perf_row_end,input_distance_m,kept_distance_m
seed1,4,sector,True,79.68,5,5,0,0.388,7964,7956,1.234,-0.848,1.589,-27.104,24.194,-26.935,25.106,228.469,3.017,0.052,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,716,8793080,2905586,33.044,False,0.0,False,0.0,0.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,4081.8343023255816,1.066156492732558,0.3154227761627907,0.7493396235465116,0.4029672834302326,33.044,91.08486716912606,9.57744909974849,1,689,,
seed1,4,adaptive,True,77.42,5,5,0,0.398,7739,7735,1.349,-0.613,1.526,-24.142,24.332,-27.453,24.224,223.988,3.001,0.147,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,721,9243212,2837394,30.697,True,92.372,False,0.0,0.0,1,0,0,1785808665.686418,1785808665.686418,,,,,,,0,0.0,1.005265,,,,,,,,,,,,,,,,,,,,,,,3953.982683982684,1.0879433737373738,0.3085293708513709,0.7778847777777778,0.42279734776334776,30.697,90.78549558798996,9.79688806707833,3,696,,
seed1,5,full,True,78.44,5,5,0,0.408,7840,7840,1.241,-0.84,1.743,-24.526,24.196,-25.618,26.915,226.274,3.007,0.24,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,646,7921000,7921000,100.0,False,0.0,True,100.0,100.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,12166.953488372093,2.6183513106312293,0.9122218720930233,1.7046306262458473,0.7963625531561462,100.0,91.37337682120751,8.7692220183325,2,604,,
seed1,5,sector,True,77.65,5,5,0,0.36,7763,7762,1.091,-1.006,1.668,-24.597,23.943,-25.056,26.118,223.613,3.002,0.101,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,709,9269035,2896997,31.255,False,0.0,False,0.0,0.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,4110.237536656891,1.1048691876832843,0.3226715219941349,0.7807286832844575,0.4212279648093842,31.255,91.98103344349047,10.050364521182376,1,683,,
seed1,5,adaptive,True,78.85,5,5,0,0.414,7883,7882,1.23,-0.856,1.941,-24.853,24.286,-26.568,24.221,225.839,3.001,0.238,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,686,8534058,2680839,31.413,True,92.274,False,0.0,0.0,1,0,0,1785808927.727434,1785808927.727434,1785808938.208058,,,,,,2,0.109786,0.374543,,,,,,,,,,,,,,,,,,,,,,,3926.37537993921,1.1178688145896656,0.3146801352583587,0.8017517811550152,0.4403132082066869,31.413,90.45069672337782,9.774554722389333,2,660,,
seed2,1,full,True,78.64,5,5,0,0.51,7861,7861,1.105,-0.969,1.411,-24.817,24.134,-26.694,25.207,225.485,3.001,0.046,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,755,9839242,9839242,100.0,False,0.0,True,100.0,100.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,13052.20792079208,2.684232933521924,0.9884028401697313,1.6942890212164075,0.7610305190947666,100.0,95.3741378244164,9.165115094510101,1,708,,
seed2,1,sector,True,78.02,5,5,0,0.477,7799,7799,1.106,-0.96,1.979,-24.719,24.247,-27.019,24.498,225.769,3.002,0.222,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,742,9660241,3031853,31.385,False,0.0,False,0.0,0.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,4143.0070028011205,1.0906514005602241,0.3187773179271709,0.7703451638655462,0.4111356442577031,31.385,94.7538503607191,9.633975435061437,2,716,,
seed2,1,adaptive,True,79.9,5,5,0,0.422,7988,7987,1.071,-1.02,1.818,-24.734,24.384,-27.027,24.841,227.757,3.045,0.049,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,759,9928564,3152772,31.755,True,92.095,False,0.0,0.0,1,0,0,1785809191.650886,1785809191.650886,1785809202.201449,,,,,,3,0.129797,0.174693,,,,,,,,,,,,,,,,,,,,,,,4209.9098360655735,1.1833227677595628,0.3441468360655738,0.8376523401639344,0.4506769849726776,31.755,95.15121346756925,10.332713540320386,1,733,,
seed2,2,full,True,80.23,5,5,0,0.478,8019,8019,1.063,-1.017,1.925,-24.824,24.176,-26.31,25.274,228.734,3.038,0.12,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,768,9987417,9987417,100.0,False,0.0,True,100.0,100.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,13030.656467315715,2.643490207232267,0.9827600876216969,1.6590652044506258,0.7411518191933241,100.0,96.34826117608716,9.250399076914363,2,721,,
seed2,2,sector,True,79.09,5,5,0,0.455,7906,7898,1.106,-0.986,2.003,-24.671,24.522,-26.085,24.871,226.825,3.148,0.044,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,762,9995727,3175410,31.768,False,0.0,False,0.0,0.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,4225.700272479564,1.0918122138964579,0.3247364673024523,0.7655295286103542,0.40584508174386924,31.768,94.05461907784515,9.999047976019268,1,735,,
seed2,2,adaptive,True,78.74,5,5,0,0.417,7867,7861,1.044,-1.065,1.214,-24.582,24.103,-26.79,24.83,227.403,3.001,0.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,738,9673851,3047009,31.497,True,91.87,False,0.0,0.0,1,0,0,1785809458.991197,1785809458.991197,,,,,,,0,0.0,0.706579,,,,,,,,,,,,,,,,,,,,,,,4185.50070323488,1.1652369268635725,0.3362744669479606,0.8272605710267229,0.44760336286919833,31.497,95.61338859604668,10.030788090345188,1,712,,
seed2,3,full,True,79.24,5,5,0,0.273,7921,7915,1.084,-1.009,2.033,-25.067,24.422,-27.668,27.492,228.034,3.003,0.123,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,738,9567731,9567731,100.0,False,0.0,True,100.0,100.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,12964.885341074021,2.580827055152395,0.942888702467344,1.6364002322206095,0.738575014513788,100.0,90.04959080307324,7.7140380196185445,3,692,,
seed2,3,sector,True,79.81,5,5,0,0.432,7979,7971,1.134,-0.933,1.866,-24.614,24.304,-26.604,24.949,228.089,3.008,0.037,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,743,9632927,3079056,31.964,False,0.0,False,0.0,0.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,4203.2307692307695,1.0697220377622376,0.3194618909090909,0.748703006993007,0.3955154601398601,31.964,90.20200612343237,8.478928446498145,5,720,,
seed2,3,adaptive,True,81.16,5,5,0,0.507,8113,8111,1.289,-0.71,1.37,-25.754,24.659,-26.737,29.199,231.739,3.028,1.471,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,753,9524389,3051944,32.043,True,93.227,False,0.0,0.0,1,0,0,1785809723.645897,1785809723.645897,1785809754.506961,,,,,,1,0.449828,0.0,,,,,,,,,,,,,,,,,,,,,,,4107.362758620689,1.077218011034483,0.3144141917241379,0.7612977379310345,0.409143684137931,32.043,90.93864528102488,8.364830427682596,6,731,,
seed2,4,full,True,79.55,5,5,0,0.47,7953,7948,1.063,-1.017,1.507,-24.516,24.284,-27.066,27.38,227.12,3.02,0.036,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,764,9903569,9903569,100.0,False,0.0,True,100.0,100.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,12952.981818181817,2.4673856027972025,0.9185510979020979,1.5473529944055944,0.6861259048951049,100.0,91.17264180095442,7.8967461694058825,5,720,,
seed2,4,sector,True,78.09,5,5,0,0.483,7803,7797,1.224,-0.864,1.773,-24.688,24.296,-24.374,25.27,223.873,3.005,0.037,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,711,9180569,2933401,31.952,False,0.0,False,0.0,0.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,4186.903367496339,1.0788029604685212,0.3186553279648609,0.7586826207906296,0.4038620702781845,31.952,89.15230312390553,8.554380979113889,5,688,,
seed2,4,adaptive,True,79.44,5,5,0,0.499,7942,7939,1.073,-1.019,1.898,-24.74,24.139,-26.914,26.444,227.772,3.003,0.037,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,761,9862521,3104424,31.477,True,91.984,False,0.0,0.0,1,0,0,1785809990.850411,1785809990.850411,1785810055.620621,,,,,,1,0.120038,0.29406,,,,,,,,,,,,,,,,,,,,,,,4134.62210095498,1.0723978431105048,0.31500164392905866,0.7560986452933152,0.4030039167803547,31.477,92.10974978441976,8.804205659048522,5,738,,
seed2,5,full,True,79.08,5,5,0,0.386,7906,7903,1.072,-1.039,1.478,-25.446,24.463,-26.32,24.731,228.025,3.004,0.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,738,9595254,9595254,100.0,False,0.0,True,100.0,100.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,12992.592430858806,2.574810902474527,0.94305438573508,1.630181254730713,0.7257380800582242,100.0,91.8729543829227,7.782788347609382,4,691,,
seed2,5,sector,True,79.5,5,5,0,0.5,7949,7946,1.139,-0.937,2.078,-24.693,24.292,-26.534,27.211,229.19,3.005,0.109,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,776,9960043,3115225,31.277,False,0.0,False,0.0,0.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,4066.148395721925,1.0569539799465242,0.31284688101604274,0.7428479304812834,0.39221036096256684,31.277,91.06648866341466,8.07080339214286,4,752,,
seed2,5,adaptive,True,80.02,5,5,0,0.42,8000,7993,1.105,-1.006,1.994,-24.543,24.688,-27.03,28.556,228.676,3.002,0.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,1.5,758,9802417,3115661,31.785,True,91.953,False,0.0,0.0,1,0,0,1785810256.532606,1785810256.532606,,,,,,,0,0.0,1.219142,,,,,,,,,,,,,,,,,,,,,,,4167.006849315068,1.0756924931506848,0.31412015205479454,0.7601410136986301,0.4071864438356165,31.785,90.81362286395655,8.730870335420276,5,735,,
seed3,1,full,True,78.6,5,5,0,0.314,7854,7851,0.76,-1.271,1.893,-25.732,24.181,-26.708,25.566,224.589,3.002,0.036,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,410,7008521,7008521,100.0,False,0.0,True,100.0,100.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,16534.46835443038,4.005504050632911,1.159043746835443,2.844862164556962,1.4735890031645569,100.0,85.3050447946349,7.4627237242474465,4,320,,
seed3,1,sector,True,78.48,5,5,0,0.388,7842,7837,0.684,-1.292,1.879,-26.947,23.917,-26.185,25.028,224.323,3.003,0.099,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,524,9320210,2944158,31.589,False,0.0,False,0.0,0.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5721.134808853119,1.491522832997988,0.40115469014084504,1.08892146277666,0.6132036901408451,31.589,86.6871970428258,8.34035924784529,5,502,,
