map,mode,n,complete,completion_pct,collision_runs,collision_events,run_valid_count,speed_limit_valid_count,resource_valid_count,first_attempt_count,retry_total,resource_abort_total,algorithm_cpu_scope,end_to_end_cpu_scope,mission_time_mean_all_s,mission_time_sd_all_s,mission_time_mean_success_s,mission_time_min_s,mission_time_max_s,clearance_mean_m,clearance_min_m,clearance_below_0p20_count,effective_full_open_total,effective_full_open_mean,system_available_min_mib,system_peak_swap_max_mib,psi_some_avg10_max,psi_full_avg10_max,preflight_wait_mean_s,mission_time_s,map_compute_ms_per_frame,algorithm_cores_mean,algorithm_core_s,algorithm_cores_p95_1s,algorithm_peak_pss_mib,end_to_end_cores_mean,end_to_end_core_s,end_to_end_cores_p95_1s,end_to_end_peak_pss_mib,planner_ingress_mib_s,dds_algorithm_mib_s
seed9,full,3,3,100.0,0,0.0,3,3,3,3,0,0,simulator+planner,simulator+frontend+planner+mission,79.55333333333334,4.156228258088497,79.55333333333334,75.34,83.65,0.254,0.208,0,0,,5036.21484375,2047.984375,0.0,0.0,5.0064338363348115,79.55333333333334,41.6736563821876,1.5505760568003346,127.01386866666667,1.850248145878133,3531.4222005208335,1.6085156471897941,131.7633,1.9109686811139268,3578.4475911458335,13.534729789600508,
seed9,sector,3,3,100.0,0,0.0,3,3,3,3,0,0,planner_only,simulator+frontend+planner+mission,77.80666666666666,2.638206461468348,77.80666666666666,75.82,80.8,0.241,0.212,0,0,0.0,4953.13671875,2047.98046875,0.0,0.0,5.005824869668383,77.80666666666666,11.860948994051482,1.0309206198678602,82.23143766666666,1.2669412717187991,3194.087890625,1.297410700086298,103.49776766666666,1.5460667237788779,3574.6259765625,4.402562083036427,4.402562083036427
seed9,adaptive,3,3,100.0,0,0.0,3,3,3,3,0,0,planner_only,simulator+frontend+planner+mission,78.34,1.9037594385846148,78.34,77.08,80.53,0.24366666666666664,0.207,0,62,20.666666666666668,4962.9765625,2047.97265625,0.0,0.0,5.005704822668728,78.34,27.16044383306257,1.0760429315326392,86.308743,1.338480337724362,3204.6988932291665,1.4068881847890875,112.83743333333334,1.6824691892951473,3613.7229817708335,3.59929352823371,3.601971176883391
all,full,3,3,100.0,0,0.0,3,3,3,3,0,0,simulator+planner,simulator+frontend+planner+mission,79.55333333333334,4.156228258088497,79.55333333333334,75.34,83.65,0.254,0.208,0,0,,5036.21484375,2047.984375,0.0,0.0,5.0064338363348115,79.55333333333334,41.6736563821876,1.5505760568003346,127.01386866666667,1.850248145878133,3531.4222005208335,1.6085156471897941,131.7633,1.9109686811139268,3578.4475911458335,13.534729789600508,
all,sector,3,3,100.0,0,0.0,3,3,3,3,0,0,planner_only,simulator+frontend+planner+mission,77.80666666666666,2.638206461468348,77.80666666666666,75.82,80.8,0.241,0.212,0,0,0.0,4953.13671875,2047.98046875,0.0,0.0,5.005824869668383,77.80666666666666,11.860948994051482,1.0309206198678602,82.23143766666666,1.2669412717187991,3194.087890625,1.297410700086298,103.49776766666666,1.5460667237788779,3574.6259765625,4.402562083036427,4.402562083036427
all,adaptive,3,3,100.0,0,0.0,3,3,3,3,0,0,planner_only,simulator+frontend+planner+mission,78.34,1.9037594385846148,78.34,77.08,80.53,0.24366666666666664,0.207,0,62,20.666666666666668,4962.9765625,2047.97265625,0.0,0.0,5.005704822668728,78.34,27.16044383306257,1.0760429315326392,86.308743,1.338480337724362,3204.6988932291665,1.4068881847890875,112.83743333333334,1.6824691892951473,3613.7229817708335,3.59929352823371,3.601971176883391
