map,run,mode,experiment_profile,success,run_valid,monitor_type,monitor_flight_cpu_pct,live_cloud_enabled,preflight_ready,preflight_cloud_messages,preflight_odom_messages,goal_messages,position_command_messages,trajectory_flag2_messages,trajectory_flag3_messages,guard_stop_detected,guard_stop_time_s,first_position_command_s,first_trajectory_flag2_s,first_trajectory_flag3_s,max_position_command_gap_s,first_motion_s,start_pose_error_m,start_pose_valid,odom_gap_limit_s,max_odom_gap_s,odom_gap_valid,mission_time_s,waypoints_reached,n_waypoints,collisions,min_clearance_m,static_pcd_collisions,static_pcd_min_distance_m,static_pcd_clearance_m,static_pcd_contact_r015,static_pcd_contact_r020,static_pcd_contact_r025,static_pcd_episodes_r015,static_pcd_episodes_r020,static_pcd_episodes_r025,contact_event_count,first_contact_kind,first_contact_time_s,first_contact_distance_m,first_contact_x,first_contact_y,first_contact_z,first_contact_speed_mps,first_contact_nearest_x,first_contact_nearest_y,first_contact_nearest_z,forensics_json,samples,clearance_samples,final_x,final_y,final_z,min_x,max_x,min_y,max_y,path_length_m,max_speed_mps,closest_final_goal_distance_m,observed_open_time_s,observed_open_x,observed_open_y,observed_close_time_s,observed_close_x,observed_close_y,trap_collisions,trap_min_surface_distance_m,trap_clearance_m,trap_x,trap_y,trigger_x,trigger_y,trigger_mismatch_deg,trap_count,trap_spacing_m,trap_start_offset_m,trap_first_distance_m,trap_last_distance_m,trigger_speed_mps,trap_input_time_s,trap_kept_time_s,trap_keep_delay_s,input_body_relative_deg,input_velocity_relative_deg,kept_body_relative_deg,kept_velocity_relative_deg,trigger_trap_distance_m,trigger_trap_body_relative_deg,trigger_trap_velocity_relative_deg,trigger_trap_angular_radius_deg,trigger_predicted_x,trigger_predicted_y,trigger_trap_nudge_deg,trigger_trap_nudge_lateral_m,event,valid_spawn,invalid_reasons,spawn_time_s,spawn_wall_time_s,trigger_evaluation_time_s,trigger_evaluation_wall_time_s,side,trigger_threshold_x,trigger_z,trigger_yaw_deg,trigger_velocity_yaw_deg,trigger_cruise_duration_s,trigger_cruise_qualified,min_trigger_speed_mps,min_cruise_s,max_trigger_abs_y_m,max_trigger_velocity_yaw_deg,trigger_abs_y_diagnostic_ok,trigger_velocity_yaw_diagnostic_ok,wall_x,blocker_x,blocker_y,wall_y_min,wall_y_max,short_endpoint_y,short_endpoint_x,long_endpoint_y,long_endpoint_x,short_endpoint_inner_edge_deg,long_endpoint_inner_edge_deg,barrier_frame,local_blocker_forward_m,local_short_endpoint_forward_m,local_short_endpoint_lateral_m,local_long_endpoint_forward_m,local_long_endpoint_lateral_m,wall_radius_m,wall_height_m,wall_cylinder_count,wall_center_spacing_m,wall_point_count,horizon_m,intensity,matched_prefix,filter_half_angle_deg,filter_stall_v,filter_stall_t,filter_resume_v,filter_resume_t,filter_velocity_yaw_update_v,filter_frames,filter_input_points,filter_kept_points,filter_kept_pct,filter_armed,filter_armed_duty_pct,filter_open,filter_open_duty_pct,filter_open_point_duty_pct,filter_arm_transitions,filter_open_transitions,filter_close_transitions,filter_first_transition_time_s,filter_first_arm_time_s,filter_first_stall_candidate_time_s,filter_first_open_stall_start_time_s,filter_first_open_time_s,filter_first_open_delay_s,filter_first_close_time_s,filter_first_open_duration_s,filter_stall_candidate_count,filter_max_stall_candidate_duration_s,filter_min_armed_closed_speed_mps,recovery_triggered,recovery_reclosed,recovery_spawn_after_arm,recovery_open_after_spawn,recovery_open_during_hold,recovery_success,mission_driver_phase,mission_driver_start_delay_s,mission_driver_approach_radius_m,mission_driver_hold_low_speed_s,mission_driver_low_speed_v,mission_driver_approach_start_time_s,mission_driver_approach_start_wall_time_s,mission_driver_approach_start_speed_mps,mission_driver_hold_start_time_s,mission_driver_hold_start_wall_time_s,mission_driver_hold_start_speed_mps,mission_driver_hold_start_distance_m,mission_driver_release_time_s,mission_driver_release_wall_time_s,mission_driver_release_speed_mps,mission_driver_release_low_speed_duration_s,pts_mean,total_ms_mean,raycast_ms_mean,update_ms_mean,inflation_ms_mean,kept_pct,fsm_cpu_pct,filter_cpu_pct,monitor_cpu_pct,perf_row_start,perf_row_end,input_distance_m,kept_distance_m
seed1,1,full_v1,,True,,,,,,,,,,,,,,,,,,,,,,,,229.79,5,5,0,0.414,0,,,,,,,,,0,,,,,,,,,,,,22967,17965,1.404,-0.524,1.62,-24.042,23.812,-25.246,24.526,220.081,1.005,0.087,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,2029,25566662,25566662,100.0,False,0.0,True,100.0,100.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,12371.10891089109,1.8443455706096925,0.8795332438770194,0.9635342126107347,0.319234276706618,100.0,99.07672856917154,8.981943577155393,16.061547172537182,5,1924,,
seed1,1,full_v4,,True,,,,,,,,,,,,,,,,,,,,,,,,59.63,5,5,0,0.419,0,,,,,,,,,0,,,,,,,,,,,,5667,4540,1.242,-0.788,1.77,-27.101,24.15,-25.14,27.68,228.127,4.001,0.209,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,542,6992191,6992191,100.0,False,0.0,True,100.0,100.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,12616.234567901234,2.635972094650206,0.8564786028806584,1.778262355967078,0.8583864444444445,100.0,87.26880112844482,7.679677335651739,15.590705531715919,4,490,,
seed1,1,full_v7,,True,,,,,,,,,,,,,,,,,,,,,,,,33.8,5,5,1,0.183,0,,,,,,,,,1,live_cloud,0.7416,0.18924,7.868159770965576,7.0813398361206055,2.2404000759124756,6.99174,8.017459869384766,6.965469837188721,2.230570077896118,,3376,2447,1.049,-1.054,2.044,-24.385,24.038,-25.76,27.84,218.378,6.999,1.487,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,271,3568381,3568381,100.0,False,0.0,True,100.0,100.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,13244.114893617021,3.5507037021276595,0.948106489361702,2.601393374468085,1.4252425872340426,100.0,92.81580436772279,8.332400366546576,20.69234332770293,5,240,,
seed1,1,full_v10,,True,,,,,,,,,,,,,,,,,,,,,,,,26.89,5,5,1,0.008,0,,,,,,,,,1,live_cloud,15.8754,0.12342,-26.65764045715332,-17.32267951965332,2.613719940185547,9.64239,-26.683330535888672,-17.443340301513672,2.6101200580596924,,2598,1840,1.37,-0.599,1.489,-27.433,24.225,-25.926,24.009,222.26,9.998,0.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,210,2830008,2830008,100.0,False,0.0,True,100.0,100.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,13507.35465116279,3.8553576744186047,0.9138488720930232,2.9402727325581393,1.6798189069767442,100.0,95.58058985440091,8.025605511072534,21.834604081225745,5,177,,
seed1,1,full_v14,,True,,,,,,,,,,,,,,,,,,,,,,,,24.95,5,5,0,0.382,0,,,,,,,,,0,,,,,,,,,,,,2473,1632,1.376,-0.478,1.878,-26.208,24.001,-24.457,24.925,220.518,11.96,0.055,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,196,2540271,2540271,100.0,False,0.0,True,100.0,100.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,13145.294478527607,3.901718036809816,0.9147456073619632,2.9857208957055215,1.7243694049079756,100.0,91.67097422482486,7.681804970983691,22.514541829665795,5,168,,
seed1,1,full_v18,,True,,,,,,,,,,,,,,,,,,,,,,,,25.4,5,5,0,0.221,0,,,,,,,,,0,,,,,,,,,,,,2538,1798,0.268,-1.415,2.036,-27.453,24.025,-25.944,24.909,218.581,12.066,0.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,230,3308901,3308901,100.0,False,0.0,True,100.0,100.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,14280.531428571428,3.7637563714285713,0.9311534,2.8313480342857145,1.6142251485714285,100.0,92.8575087639316,8.359104429952918,20.27679053447136,4,179,,
seed1,1,sector_v1,,True,,,,,,,,,,,,,,,,,,,,,,,,230.46,5,5,0,0.485,0,,,,,,,,,0,,,,,,,,,,,,23039,17444,1.413,-0.5,1.733,-24.471,24.157,-25.507,24.253,221.088,1.004,0.0,1786188973.384362,1.968,1.491,1786188982.956232,8.188,7.532,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,2012,24840160,21127538,85.054,False,0.0,False,72.416,73.594,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,10260.469259064635,1.513600415133999,0.6896744372044141,0.8226510620073568,0.2936198791382028,85.054,93.3642610692421,9.141530296773578,,5,1908,,
seed1,1,sector_v4,,True,,,,,,,,,,,,,,,,,,,,,,,,58.27,5,5,0,0.465,0,,,,,,,,,0,,,,,,,,,,,,5825,4679,1.163,-0.909,1.464,-23.931,24.124,-27.047,27.404,224.15,4.001,1.476,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,480,6141045,2577170,41.966,False,0.0,False,0.0,0.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5484.398230088495,1.2362060774336283,0.3553483119469027,0.8796497898230089,0.49151337168141596,41.966,88.65681261711154,9.39615138781447,18.26927091094759,5,457,,
seed1,1,sector_v7,,True,,,,,,,,,,,,,,,,,,,,,,,,34.97,5,5,0,0.334,0,,,,,,,,,0,,,,,,,,,,,,3416,2647,1.104,-0.927,1.463,-26.391,24.062,-25.77,24.68,223.253,7.0,0.075,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,265,3451657,1352474,39.183,False,0.0,False,0.0,0.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5296.160337552743,1.5291818607594938,0.3416551898734177,1.186419552742616,0.7354271012658228,39.183,88.06440046386831,8.877035650605364,20.256947036053194,5,242,,
seed1,1,sector_v10,,True,,,,,,,,,,,,,,,,,,,,,,,,26.28,5,5,0,0.426,0,,,,,,,,,0,,,,,,,,,,,,2577,1723,1.382,-0.511,2.061,-27.283,24.024,-26.189,24.026,222.608,9.999,0.038,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.6,1.2,1.5,2.0,0.2,242,3312577,1313879,39.663,False,0.0,False,0.0,0.0,0,0,0,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5685.023364485981,1.664241668224299,0.3616712663551402,1.3013413271028038,0.8218708224299066,39.663,94.73911649141198,10.021361461544094,22.083753811745876,5,219,,
