elapsed_s,algorithm_usage_usec,end_to_end_usage_usec,algorithm_interval_cores,end_to_end_interval_cores,memory_sampled,algorithm_pids,end_to_end_pids,algorithm_rss_kib,algorithm_pss_kib,algorithm_swap_kib,end_to_end_rss_kib,end_to_end_pss_kib,end_to_end_swap_kib
4e-05,83,371,,,True,1,4,3264040,3244087,0,3341348,3296507,0
1.134017,480376,519881,0.42354747745527654,0.4581310783475727,False,1,4,3264040,3244087,0,3341348,3296507,0
2.189918,1825209,1915494,1.2736359903559196,1.3217276386053851,False,1,4,3264040,3244087,0,3341348,3296507,0
3.244127,2841995,2984247,0.9645012531837827,1.0137960277225762,False,1,4,3264040,3244087,0,3341348,3296507,0
4.310442,3985310,4178370,1.0722116389656307,1.1198598627294802,False,1,4,3264040,3244087,0,3341348,3296507,0
5.366228,5137301,5395968,1.0911212226436722,1.1532616300374654,False,1,4,3264040,3244087,0,3341348,3296507,0
6.423869,6393191,6703256,1.1874442482733845,1.2360410676387392,False,1,4,3264040,3244087,0,3341348,3296507,0
7.466742,7257368,7628739,0.828650697780113,0.8874364091310373,False,1,4,3264040,3244087,0,3341348,3296507,0
7.498511,7261769,7634296,0.13853125970651042,0.17491892983164697,True,1,4,3396632,3373508,0,3466432,3421522,0
