elapsed_s,fsm_rss_kib,fsm_pss_kib,fsm_swap_kib,system_available_kib,system_swap_used_kib,cgroup_memory_kib,cgroup_swap_kib,psi_some_avg10,psi_full_avg10
0.0,3264208,3241223,0,7350668,2096112,10076556,1065244,0.0,0.0
1.117,3288508,3263731,0,7278292,2096112,10135332,1065244,0.0,0.0
2.175,3297124,3272326,0,7272528,2096112,10142064,1065244,0.0,0.0
3.232,3301044,3276241,0,7272212,2096108,10144600,1065240,0.0,0.0
4.287,3304348,3279546,0,7271332,2096108,10147880,1065240,0.0,0.0
5.342,3387116,3362314,0,7174532,2096108,10230292,1065240,0.0,0.0
6.402,3387660,3362858,0,7205896,2096108,10230812,1065240,0.0,0.0
7.464,3387608,3364450,0,7234832,2096108,10193608,1065240,0.0,0.0
7.511,3387608,3364450,0,7234768,2096108,10193168,1065240,0.0,0.0
