elapsed_s,algorithm_usage_usec,end_to_end_usage_usec,algorithm_interval_cores,end_to_end_interval_cores,memory_sampled,algorithm_pids,end_to_end_pids,algorithm_rss_kib,algorithm_pss_kib,algorithm_swap_kib,end_to_end_rss_kib,end_to_end_pss_kib,end_to_end_swap_kib
5.4e-05,0,470,,,True,1,5,3169988,3146774,0,3424540,3341412,0
1.128623,267877,514340,0.23735994284606513,0.4553289525801301,False,1,5,3169988,3146774,0,3424540,3341412,0
2.181735,522664,1167374,0.24193717839278503,0.620099154802066,False,1,5,3169988,3146774,0,3424540,3341412,0
3.233862,1208107,2120344,0.6514832858186699,0.9057558788792326,False,1,5,3169988,3146774,0,3424540,3341412,0
4.286482,2412501,3581095,1.144187111013845,1.3877289878566192,False,1,5,3169988,3146774,0,3424540,3341412,0
5.339244,3516592,4938818,1.0487566395888706,1.2896772195158914,False,1,5,3169988,3146774,0,3424540,3341412,0
6.394543,4657226,6332053,1.080862827155523,1.3202271026394312,False,1,5,3169988,3146774,0,3424540,3341412,0
7.447596,5899296,7859548,1.1794947588007856,1.4505401036933554,False,1,5,3169988,3146774,0,3424540,3341412,0
8.501774,7065246,9275460,1.106027605405427,1.3431431526436028,False,1,5,3169988,3146774,0,3424540,3341412,0
9.559866,7817923,10335066,0.7113531140144963,1.0014309295068726,False,1,5,3169988,3146774,0,3424540,3341412,0
10.611943,9002789,11761548,1.1262161315091863,1.3558723431236,True,1,5,3219760,3195343,0,3506444,3417727,0
11.737443,9533826,12598847,0.4718230379315404,0.7439349006510674,False,1,5,3219760,3195343,0,3506444,3417727,0
12.790068,10723808,14031888,1.1304898871584734,1.3613973643159862,False,1,5,3219760,3195343,0,3506444,3417727,0
13.843863,11800433,15372974,1.0216649246462595,1.272625591207852,False,1,5,3219760,3195343,0,3506444,3417727,0
14.899659,13024085,16852450,1.158984303516789,1.4012884884181165,False,1,5,3219760,3195343,0,3506444,3417727,0
15.948108,13599422,17750678,0.5487509802464553,0.8567213571955447,False,1,5,3219760,3195343,0,3506444,3417727,0
15.983689,13600791,17756401,0.038475084877796724,0.16084215540951838,True,1,5,3235008,3211513,0,3521800,3438074,0
